# MJD mag magerr filter flag distance ra dec
55286.71666 11.561  0.025 W1 10  0.4253 280.083434   0.249665
55286.25354 11.524  0.024 W1 10  0.4415 280.083450   0.249745
55285.98893 11.520  0.026 W1 10  0.4449 280.083451   0.249743
55286.31975 11.552  0.030 W1 10  0.4732 280.083460   0.249701
55286.58436 11.551  0.026 W1 10  0.4807 280.083463   0.249709
55285.72432 11.537  0.029 W1 10  0.5304 280.083474   0.249690
55286.38584 11.515  0.025 W1 10  0.5443 280.083481   0.249725
55286.12123 11.528  0.022 W1 10  0.5709 280.083481   0.249768
55285.85662 11.502  0.024 W1 10  0.5873 280.083491   0.249693
55292.34016 11.524  0.026 W1 10  0.5904 280.083491   0.249749
55286.45206 11.508  0.023 W1 10  0.5950 280.083494   0.249699
55286.84897 11.493  0.023 W1 10  0.6278 280.083487   0.249795
55286.18745 11.450  0.027 W1 10  0.8199 280.083546   0.249647
56750.71151 11.448  0.030 W1  5  0.2429 280.083293   0.249664
56750.97485 11.425  0.021 W1  0  0.2643 280.083399   0.249696
56932.93337 11.596  0.021 W1 10  0.2851 280.083406   0.249699
56933.45940 11.482  0.021 W1 10  0.2941 280.083409   0.249698
57479.97903 11.540  0.020 W1  5  0.2955 280.083408   0.249747
58575.46312 11.453  0.019 W1  5  0.2960 280.083412   0.249718
57292.43807 11.499  0.021 W1  5  0.2969 280.083411   0.249738
56933.78831 11.522  0.020 W1  5  0.3004 280.083399   0.249672
56930.50007 11.559  0.019 W1 10  0.3053 280.083411   0.249696
57292.56922 11.514  0.020 W1  5  0.3084 280.083397   0.249667
56930.63161 11.505  0.021 W1 10  0.3147 280.083411   0.249687
58011.84563 11.532  0.019 W1  5  0.3158 280.083406   0.249677
58372.79661 11.549  0.020 W1  5  0.3197 280.083401   0.249667
59103.40059 11.505  0.021 W1  5  0.3213 280.083412   0.249684
56930.17116 11.514  0.021 W1  5  0.3220 280.083419   0.249723
58939.35194 11.478  0.021 W1 10  0.3226 280.083416   0.249697
57843.80443 11.541  0.022 W1  5  0.3226 280.083420   0.249722
59103.72759 11.481  0.021 W1  5  0.3231 280.083395   0.249658
57844.06637 11.583  0.025 W1  5  0.3271 280.083421   0.249717
56930.30270 11.548  0.023 W1 10  0.3373 280.083416   0.249683
57651.74245 11.536  0.022 W1  5  0.3404 280.083420   0.249691
57844.13182 11.562  0.020 W1  5  0.3489 280.083427   0.249715
58372.33858 11.566  0.019 W1  5  0.3508 280.083422   0.249687
58012.30392 11.555  0.020 W1  5  0.3519 280.083420   0.249682
58739.43376 11.601  0.024 W1  5  0.3565 280.083423   0.249686
56750.77735 11.473  0.023 W1  5  0.3583 280.083429   0.249715
57651.28378 11.519  0.020 W1  5  0.3639 280.083416   0.249666
58739.69544 11.629  0.021 W1  5  0.3720 280.083419   0.249667
58208.37451 11.480  0.021 W1  5  0.3725 280.083433   0.249712
57480.04461 12.770  0.030 W1  0  0.3743 280.083321   0.249824
58011.91108 11.522  0.022 W1  5  0.3755 280.083424   0.249675
56933.19645 11.560  0.020 W1 10  0.3757 280.083430   0.249691
58939.67895 11.525  0.022 W1  5  0.3798 280.083434   0.249703
56933.52523 11.558  0.020 W1  5  0.3799 280.083435   0.249706
58372.40403 11.602  0.023 W1  5  0.3826 280.083422   0.249667
57651.34936 11.464  0.022 W1  5  0.3833 280.083431   0.249688
57477.42322 11.517  0.021 W1  5  0.3851 280.083430   0.249759
58739.23753 11.590  0.021 W1  5  0.3860 280.083434   0.249695
57477.16103 11.575  0.021 W1  5  0.3865 280.083437   0.249710
56750.51389 11.458  0.021 W1  0  0.3870 280.083435   0.249698
56750.90901 11.496  0.023 W1  5  0.3871 280.083438   0.249722
56933.06491 11.539  0.023 W1 10  0.3929 280.083437   0.249697
58939.80972 11.513  0.020 W1  5  0.3941 280.083439   0.249712
58011.78018 11.501  0.020 W1  5  0.3947 280.083435   0.249687
58208.76709 11.486  0.022 W1  5  0.3966 280.083440   0.249726
59103.66214 11.509  0.019 W1  5  0.4005 280.083426   0.249664
57292.11004 11.414  0.022 W1  5  0.4014 280.083441   0.249720
58011.58382 11.489  0.021 W1  5  0.4045 280.083437   0.249684
57292.50365 11.532  0.020 W1  5  0.4055 280.083435   0.249679
58216.16289 11.505  0.020 W1  5  0.4070 280.083443   0.249724
56933.26215 11.489  0.019 W1 10  0.4087 280.083438   0.249684
58208.24361 11.491  0.020 W1  5  0.4088 280.083443   0.249732
58371.94600 11.614  0.022 W1  5  0.4089 280.083433   0.249671
58738.97585 11.645  0.021 W1  5  0.4121 280.083432   0.249668
58208.63619 11.544  0.022 W1  5  0.4122 280.083444   0.249730
58207.91635 11.505  0.019 W1  5  0.4125 280.083444   0.249727
57476.96442 11.579  0.021 W1  5  0.4137 280.083445   0.249718
57113.00732 11.422  0.021 W1  5  0.4144 280.083445   0.249727
57291.84773 11.485  0.020 W1  5  0.4169 280.083442   0.249691
59103.79291 11.492  0.019 W1  5  0.4197 280.083434   0.249668
58939.48272 11.528  0.023 W1  5  0.4203 280.083446   0.249729
57476.70223 11.613  0.024 W1  0  0.4209 280.083447   0.249725
56933.32799 11.535  0.020 W1 10  0.4214 280.083445   0.249699
57476.89897 11.464  0.026 W1  5  0.4222 280.083438   0.249674
58739.56466 11.616  0.021 W1  5  0.4268 280.083441   0.249678
58739.49921 11.600  0.019 W1  5  0.4280 280.083433   0.249660
56750.64568 11.460  0.019 W1  5  0.4286 280.083447   0.249701
57651.41481 11.531  0.020 W1  5  0.4301 280.083439   0.249672
56750.84318 11.538  0.023 W1 10  0.4301 280.083449   0.249734
58939.74427 11.542  0.023 W1  5  0.4304 280.083449   0.249723
56930.56578 11.504  0.018 W1 10  0.4308 280.083447   0.249696
57477.03000 11.469  0.019 W1  5  0.4328 280.083449   0.249707
58371.81509 11.485  0.023 W1  5  0.4331 280.083438   0.249667
57112.94162 11.412  0.021 W1  5  0.4337 280.083449   0.249736
57112.41635 11.575  0.019 W1 10  0.4340 280.083440   0.249670
57479.91358 11.515  0.023 W1  5  0.4382 280.083447   0.249686
57651.21833 11.468  0.020 W1  5  0.4386 280.083449   0.249695
56931.02623 11.542  0.022 W1 10  0.4398 280.083450   0.249698
57650.89082 11.548  0.021 W1  5  0.4406 280.083443   0.249672
58379.86336 11.534  0.025 W1  5  0.4415 280.083406   0.249624
57844.19727 11.533  0.021 W1  5  0.4423 280.083452   0.249734
58739.10676 11.607  0.023 W1  5  0.4435 280.083445   0.249676
56933.91985 11.537  0.019 W1  5  0.4450 280.083445   0.249674
57480.43783 11.511  0.020 W1  5  0.4451 280.083453   0.249727
58011.45279 11.534  0.027 W1  5  0.4456 280.083425   0.249641
58372.20768 11.574  0.021 W1  5  0.4461 280.083449   0.249684
57843.93533 11.584  0.021 W1  5  0.4465 280.083454   0.249714
59103.85837 11.468  0.020 W1  5  0.4506 280.083441   0.249663
59103.59681 11.434  0.023 W1  5  0.4518 280.083442   0.249664
56933.45953 11.595  0.022 W1 10  0.4520 280.083440   0.249659
58207.78545 11.470  0.019 W1  5  0.4551 280.083456   0.249719
56750.77722 11.535  0.023 W1  0  0.4558 280.083456   0.249733
59103.53085 11.475  0.019 W1  5  0.4572 280.083446   0.249668
57477.55425 11.582  0.023 W1  5  0.4574 280.083453   0.249687
57651.48039 11.549  0.021 W1  5  0.4574 280.083452   0.249683
57112.74463 11.448  0.018 W1  5  0.4587 280.083457   0.249721
57476.83339 11.497  0.021 W1  5  0.4593 280.083456   0.249699
58739.95712 11.654  0.020 W1  5  0.4602 280.083453   0.249685
57292.83154 11.465  0.020 W1  5  0.4611 280.083445   0.249664
57112.54763 11.447  0.019 W1  5  0.4623 280.083458   0.249719
59104.11992 11.497  0.020 W1  5  0.4638 280.083442   0.249657
57477.09545 11.556  0.021 W1  5  0.4647 280.083459   0.249728
58575.85558 11.415  0.021 W1  5  0.4654 280.083459   0.249724
59103.13903 11.484  0.021 W1  5  0.4661 280.083452   0.249676
56933.65677 11.550  0.020 W1 10  0.4665 280.083454   0.249682
59103.26981 11.478  0.022 W1  5  0.4678 280.083450   0.249671
58208.04725 11.579  0.022 W1  5  0.4698 280.083458   0.249695
58012.17301 11.482  0.020 W1  5  0.4727 280.083452   0.249672
58011.32189 11.533  0.022 W1  5  0.4752 280.083451   0.249668
58575.72480 11.439  0.020 W1  5  0.4757 280.083457   0.249758
57292.70038 11.459  0.018 W1  5  0.4766 280.083457   0.249682
57113.13861 11.489  0.021 W1  5  0.4767 280.083461   0.249738
57843.54249 11.514  0.020 W1 10  0.4771 280.083461   0.249698
58574.87431 11.469  0.020 W1  5  0.4785 280.083461   0.249699
57651.08730 11.460  0.020 W1  5  0.4796 280.083457   0.249679
58012.04198 11.508  0.022 W1  5  0.4798 280.083437   0.249640
57113.26990 11.432  0.020 W1  5  0.4800 280.083462   0.249739
58208.17816 11.490  0.021 W1  5  0.4848 280.083459   0.249760
58575.39767 11.462  0.022 W1  5  0.4865 280.083462   0.249747
57651.02185 11.531  0.021 W1  5  0.4871 280.083464   0.249700
56930.89469 11.537  0.019 W1 10  0.4875 280.083460   0.249682
58940.07128 11.514  0.021 W1  5  0.4893 280.083463   0.249748
57844.39375 11.560  0.021 W1  5  0.4914 280.083466   0.249715
57112.81033 11.514  0.022 W1  5  0.4916 280.083466   0.249724
57479.71697 11.490  0.021 W1  5  0.4920 280.083466   0.249737
56751.04068 11.521  0.025 W1  5  0.4936 280.083466   0.249702
57112.87591 11.425  0.018 W1  5  0.4948 280.083467   0.249712
58372.07690 11.554  0.022 W1  5  0.4968 280.083462   0.249679
57480.11006 11.538  0.024 W1  5  0.4972 280.083468   0.249726
58575.33222 11.492  0.020 W1  5  0.5030 280.083470   0.249722
58939.61350 11.487  0.020 W1  5  0.5030 280.083469   0.249737
57844.00079 11.537  0.020 W1  5  0.5042 280.083470   0.249716
58575.52807 11.465  0.024 W1  5  0.5044 280.083470   0.249722
57843.67340 11.561  0.020 W1  5  0.5051 280.083470   0.249715
57651.15288 11.503  0.021 W1  5  0.5057 280.083469   0.249698
58011.71472 11.560  0.020 W1  5  0.5060 280.083468   0.249693
57651.15275 11.487  0.024 W1  5  0.5066 280.083448   0.249643
57113.00720 11.487  0.021 W1  5  0.5077 280.083471   0.249714
57292.30691 11.361  0.025 W1  5  0.5099 280.083454   0.249652
58575.13599 11.463  0.019 W1  5  0.5131 280.083471   0.249737
57479.45478 11.561  0.020 W1  5  0.5141 280.083472   0.249704
58011.64927 11.478  0.022 W1  5  0.5143 280.083461   0.249664
56930.43424 11.540  0.019 W1 10  0.5144 280.083472   0.249702
57844.52466 11.589  0.023 W1  5  0.5145 280.083472   0.249735
58575.20144 11.419  0.020 W1  5  0.5146 280.083468   0.249684
56930.36853 11.575  0.021 W1 10  0.5174 280.083470   0.249686
57292.24120 11.533  0.022 W1  5  0.5187 280.083451   0.249642
58739.30298 11.554  0.021 W1  5  0.5190 280.083449   0.249638
56750.97472 11.420  0.020 W1  5  0.5191 280.083471   0.249751
57650.75979 11.537  0.029 W1  5  0.5196 280.083468   0.249678
58739.36831 11.562  0.021 W1  5  0.5219 280.083463   0.249663
58939.94050 11.529  0.022 W1  5  0.5237 280.083474   0.249744
