# MJD mag magerr filter distance ra dec
55265.27315  9.471  0.042 W1  0.1903  85.500379 -10.019770
55265.27315  8.834  0.062 W2  0.1903  85.500379 -10.019770
55265.27315  0.637  0.075 W1mW2  0.1903  85.500379 -10.019770
56729.63148  9.548  0.021 W1  0.2280  85.500386 -10.019808
56729.63148  8.911  0.053 W2  0.2280  85.500386 -10.019808
56729.63148  0.636  0.057 W1mW2  0.2280  85.500386 -10.019808
56921.51897  9.366  0.020 W1  0.2039  85.500385 -10.019792
56921.51897  8.765  0.044 W2  0.2039  85.500385 -10.019792
56921.51897  0.601  0.049 W1mW2  0.2039  85.500385 -10.019792
57089.21729  9.383  0.020 W1  0.2241  85.500388 -10.019802
57089.21729  8.742  0.041 W2  0.2241  85.500388 -10.019802
57089.21729  0.641  0.046 W1mW2  0.2241  85.500388 -10.019802
57283.41640  9.493  0.025 W1  0.2055  85.500387 -10.019788
57283.41640  8.889  0.045 W2  0.2055  85.500387 -10.019788
57283.41640  0.605  0.051 W1mW2  0.2055  85.500387 -10.019788
57448.31697  9.359  0.025 W1  0.2313  85.500386 -10.019799
57448.31697  8.706  0.055 W2  0.2313  85.500386 -10.019799
57448.31697  0.653  0.061 W1mW2  0.2313  85.500386 -10.019799
57648.06041  9.474  0.046 W1  0.2073  85.500387 -10.019787
57648.06041  8.864  0.057 W2  0.2073  85.500387 -10.019787
57648.06041  0.610  0.073 W1mW2  0.2073  85.500387 -10.019787
57813.00294  9.401  0.030 W1  0.2560  85.500397 -10.019802
57813.00294  8.760  0.045 W2  0.2560  85.500397 -10.019802
57813.00294  0.641  0.054 W1mW2  0.2560  85.500397 -10.019802
58014.64388  9.409  0.028 W1  0.2148  85.500388 -10.019786
58014.64388  8.798  0.047 W2  0.2148  85.500388 -10.019786
58014.64388  0.611  0.055 W1mW2  0.2148  85.500388 -10.019786
58170.21209  9.489  0.152 W1  0.2094  85.500381 -10.019803
58170.21209  8.933  0.186 W2  0.2094  85.500381 -10.019803
58170.21209  0.556  0.241 W1mW2  0.2094  85.500381 -10.019803
58378.76856  9.352  0.021 W1  0.2254  85.500392 -10.019788
58378.76856  8.789  0.043 W2  0.2254  85.500392 -10.019788
58378.76856  0.563  0.048 W1mW2  0.2254  85.500392 -10.019788
58536.51907  9.405  0.022 W1  0.2389  85.500393 -10.019802
58536.51907  8.823  0.049 W2  0.2389  85.500393 -10.019802
58536.51907  0.582  0.054 W1mW2  0.2389  85.500393 -10.019802
58743.45872  9.556  0.025 W1  0.2219  85.500390 -10.019791
58743.45872  8.990  0.040 W2  0.2219  85.500390 -10.019791
58743.45872  0.566  0.047 W1mW2  0.2219  85.500390 -10.019791
58900.67999  9.706  0.040 W1  0.2450  85.500391 -10.019808
58900.67999  9.018  0.028 W2  0.2450  85.500391 -10.019808
58900.67999  0.688  0.049 W1mW2  0.2450  85.500391 -10.019808
59110.14883  9.524  0.025 W1  0.2466  85.500397 -10.019795
59110.14883  8.980  0.049 W2  0.2466  85.500397 -10.019795
59110.14883  0.544  0.055 W1mW2  0.2466  85.500397 -10.019795
