# MJD mag magerr filter distance ra dec
55264.98098  9.424  0.020 W1  0.6075  85.658889 -10.018819
55264.98098  8.872  0.050 W2  0.6075  85.658889 -10.018819
55264.98098  0.552  0.054 W1mW2  0.6075  85.658889 -10.018819
55265.53229  9.501  0.063 W1  0.5838  85.658879 -10.018799
55265.53229  8.857  0.059 W2  0.5838  85.658879 -10.018799
55265.53229  0.644  0.086 W1mW2  0.5838  85.658879 -10.018799
55266.10575  9.481  0.024 W1  0.5034  85.658902 -10.018791
55266.10575  8.865  0.050 W2  0.5034  85.658902 -10.018791
55266.10575  0.616  0.055 W1mW2  0.5034  85.658902 -10.018791
56724.73472  9.482  0.014 W1  0.4142  85.658941 -10.018789
56724.73472  8.745  0.040 W2  0.4142  85.658941 -10.018789
56724.73472  0.737  0.042 W1mW2  0.4142  85.658941 -10.018789
56729.80506  9.507  0.075 W1  0.4824  85.659046 -10.018705
56729.80506  8.652  0.227 W2  0.4824  85.659046 -10.018705
56729.80506  0.855  0.239 W1mW2  0.4824  85.659046 -10.018705
56730.35582  9.476  0.027 W1  0.5095  85.658921 -10.018807
56730.39114  8.784  0.044 W2  0.5156  85.658920 -10.018808
56730.35582  0.692  0.051 W1mW2  0.5095  85.658921 -10.018807
56921.60338  9.519  0.020 W1  0.3381  85.658954 -10.018769
56921.60338  8.853  0.042 W2  0.3381  85.658954 -10.018769
56921.60338  0.666  0.047 W1mW2  0.3381  85.658954 -10.018769
56922.18211  9.511  0.017 W1  0.3886  85.658928 -10.018769
56922.18211  8.839  0.041 W2  0.3886  85.658928 -10.018769
56922.18211  0.672  0.044 W1mW2  0.3886  85.658928 -10.018769
57088.87378  9.486  0.016 W1  0.4546  85.658946 -10.018804
57088.87378  8.820  0.046 W2  0.4546  85.658946 -10.018804
57088.87378  0.665  0.049 W1mW2  0.4546  85.658946 -10.018804
57089.43497  9.493  0.019 W1  0.5452  85.658915 -10.018815
57089.43497  8.793  0.046 W2  0.5452  85.658915 -10.018815
57089.43497  0.700  0.050 W1mW2  0.5452  85.658915 -10.018815
57283.51918  9.466  0.033 W1  0.4410  85.658928 -10.018789
57283.51918  8.807  0.042 W2  0.4410  85.658928 -10.018789
57283.51918  0.659  0.054 W1mW2  0.4410  85.658928 -10.018789
57284.07672  9.457  0.025 W1  0.4964  85.658910 -10.018795
57284.07672  8.809  0.049 W2  0.4964  85.658910 -10.018795
57284.07672  0.649  0.054 W1mW2  0.4964  85.658910 -10.018795
57447.89563  9.496  0.017 W1  0.3841  85.658974 -10.018793
57447.89563  8.846  0.040 W2  0.3841  85.658974 -10.018793
57447.89563  0.650  0.043 W1mW2  0.3841  85.658974 -10.018793
57448.43636  9.502  0.024 W1  0.4449  85.658938 -10.018795
57448.43636  8.835  0.046 W2  0.4449  85.658938 -10.018795
57448.43636  0.667  0.052 W1mW2  0.4449  85.658938 -10.018795
57449.00983  9.500  0.015 W1  0.4019  85.658926 -10.018774
57449.00983  8.824  0.041 W2  0.4019  85.658926 -10.018774
57449.00983  0.676  0.044 W1mW2  0.4019  85.658926 -10.018774
57647.62805  9.497  0.023 W1  0.2880  85.658963 -10.018758
57647.62805  8.859  0.042 W2  0.2880  85.658963 -10.018758
57647.62805  0.638  0.048 W1mW2  0.2880  85.658963 -10.018758
57648.17393  9.508  0.018 W1  0.3685  85.658938 -10.018771
57648.17393  8.856  0.040 W2  0.3685  85.658938 -10.018771
57648.17393  0.652  0.044 W1mW2  0.3685  85.658938 -10.018771
57654.39733  9.515  0.016 W1  0.3335  85.658945 -10.018765
57654.39733  8.882  0.040 W2  0.3335  85.658945 -10.018765
57654.39733  0.633  0.043 W1mW2  0.3335  85.658945 -10.018765
57812.59911  9.478  0.030 W1  0.4641  85.658946 -10.018802
57812.58720  8.831  0.046 W2  0.4732  85.658947 -10.018805
57812.59911  0.646  0.055 W1mW2  0.4641  85.658946 -10.018802
57813.12297  9.480  0.013 W1  0.3885  85.658965 -10.018792
57813.12297  8.823  0.041 W2  0.3885  85.658965 -10.018792
57813.12297  0.657  0.043 W1mW2  0.3885  85.658965 -10.018792
57818.55842  9.504  0.014 W1  0.4117  85.658946 -10.018791
57818.55842  8.850  0.040 W2  0.4117  85.658946 -10.018791
57818.55842  0.654  0.042 W1mW2  0.4117  85.658946 -10.018791
58014.64948  9.485  0.026 W1  0.3614  85.658945 -10.018773
58014.64948  8.836  0.046 W2  0.3614  85.658945 -10.018773
58014.64948  0.649  0.053 W1mW2  0.3614  85.658945 -10.018773
58015.17977  9.530  0.095 W1  0.4553  85.658903 -10.018771
58015.17977  8.834  0.045 W2  0.4553  85.658903 -10.018771
58015.17977  0.695  0.105 W1mW2  0.4553  85.658903 -10.018771
58169.46418  9.277  0.026 W1  0.8364  85.658867 -10.018882
58169.46418  8.499  0.048 W2  0.8364  85.658867 -10.018882
58169.46418  0.778  0.055 W1mW2  0.8364  85.658867 -10.018882
58174.11065  9.184  0.019 W1  0.7960  85.658855 -10.018859
58174.11065  8.493  0.041 W2  0.7960  85.658855 -10.018859
58174.11065  0.691  0.045 W1mW2  0.7960  85.658855 -10.018859
58378.75329  9.461  0.022 W1  0.4392  85.658933 -10.018790
58378.75329  8.812  0.042 W2  0.4392  85.658933 -10.018790
