# MJD mag magerr filter flag distance ra dec
55265.70910 12.301  0.027 W1 10  0.0949  85.708192  -8.237685
55266.10601 12.249  0.025 W1 10  0.1058  85.708198  -8.237661
55265.44436 12.317  0.028 W1 10  0.1090  85.708200  -8.237667
55266.23831 12.267  0.032 W1 10  0.1104  85.708197  -8.237656
55265.64288 12.272  0.024 W1 10  0.1222  85.708202  -8.237681
55265.57667 12.317  0.030 W1 10  0.1297  85.708206  -8.237678
55265.57679 12.254  0.028 W1 10  0.1357  85.708208  -8.237675
55265.84140 12.278  0.029 W1 10  0.1372  85.708208  -8.237670
55265.11354 12.266  0.031 W1 10  0.1556  85.708208  -8.237649
55265.97370 12.225  0.026 W1 10  0.1559  85.708213  -8.237678
55265.77518 12.310  0.026 W1 10  0.1699  85.708217  -8.237661
55265.37827 12.252  0.027 W1 10  0.1887  85.708220  -8.237688
55265.51058 12.265  0.027 W1 10  0.1973  85.708225  -8.237666
55265.24597 12.259  0.031 W1 10  0.2833  85.708248  -8.237686
57647.58409 12.255  0.025 W1 10  0.0428  85.708173  -8.237682
58537.28665 12.303  0.023 W1 10  0.0432  85.708172  -8.237658
57813.25426 12.300  0.024 W1 10  0.0467  85.708176  -8.237682
58536.63239 12.288  0.024 W1 10  0.0483  85.708183  -8.237672
58378.72025 12.342  0.023 W1  5  0.0528  85.708181  -8.237660
57448.28923 12.255  0.022 W1 10  0.0678  85.708185  -8.237682
58169.59546 12.304  0.026 W1 10  0.0757  85.708190  -8.237677
58901.18849 12.295  0.023 W1 10  0.0788  85.708186  -8.237685
59110.88970 12.289  0.028 W1 10  0.0793  85.708186  -8.237655
58748.23420 12.345  0.024 W1 10  0.0800  85.708174  -8.237648
57812.59949 12.340  0.027 W1 10  0.0881  85.708195  -8.237667
59109.90882 12.301  0.025 W1 10  0.0906  85.708193  -8.237660
58379.24373 12.301  0.024 W1 10  0.0940  85.708195  -8.237677
56730.33224 12.292  0.025 W1  5  0.1004  85.708166  -8.237698
58014.95688 12.319  0.027 W1 10  0.1010  85.708198  -8.237666
57648.04264 12.296  0.025 W1 10  0.1019  85.708197  -8.237678
57647.91161 12.278  0.023 W1 10  0.1064  85.708190  -8.237648
56730.85903 12.226  0.024 W1 10  0.1090  85.708196  -8.237686
57448.74803 12.252  0.023 W1 10  0.1105  85.708177  -8.237700
58743.32749 12.336  0.023 W1 10  0.1125  85.708201  -8.237674
57448.68245 12.273  0.022 W1 10  0.1142  85.708201  -8.237678
58379.30919 12.267  0.028 W1 10  0.1146  85.708202  -8.237668
57089.39949 12.287  0.023 W1 10  0.1155  85.708196  -8.237689
56921.91878 12.277  0.022 W1 10  0.1176  85.708202  -8.237663
58169.92273 12.261  0.026 W1  5  0.1211  85.708204  -8.237666
59111.02048 12.323  0.024 W1 10  0.1224  85.708204  -8.237665
57812.79584 12.311  0.028 W1 10  0.1231  85.708195  -8.237693
57448.02704 12.231  0.024 W1 10  0.1235  85.708197  -8.237691
58743.45840 12.291  0.025 W1 10  0.1255  85.708198  -8.237649
57283.94525 12.313  0.028 W1  5  0.1256  85.708204  -8.237679
57647.97706 12.280  0.027 W1 10  0.1262  85.708189  -8.237640
56730.20044 12.259  0.028 W1 10  0.1266  85.708197  -8.237647
56730.52974 12.325  0.022 W1 10  0.1294  85.708205  -8.237659
58743.58917 12.276  0.026 W1 10  0.1305  85.708186  -8.237637
58014.56404 12.297  0.023 W1 10  0.1332  85.708207  -8.237672
58537.02497 12.258  0.024 W1 10  0.1336  85.708202  -8.237652
58379.57099 12.296  0.027 W1 10  0.1340  85.708208  -8.237671
57812.99233 12.305  0.023 W1 10  0.1350  85.708198  -8.237696
57448.61700 12.256  0.027 W1 10  0.1355  85.708207  -8.237678
57647.71512 12.234  0.025 W1 10  0.1365  85.708206  -8.237683
59110.56219 12.269  0.027 W1 10  0.1368  85.708208  -8.237665
58169.79182 12.294  0.023 W1 10  0.1375  85.708208  -8.237668
57284.14199 12.346  0.026 W1 10  0.1378  85.708209  -8.237672
58379.17828 12.265  0.024 W1 10  0.1386  85.708209  -8.237669
58743.26204 12.342  0.028 W1 10  0.1390  85.708207  -8.237684
58536.56694 12.352  0.029 W1 10  0.1391  85.708186  -8.237705
57449.01022 12.281  0.024 W1 10  0.1440  85.708210  -8.237678
59110.49686 12.295  0.023 W1 10  0.1445  85.708201  -8.237644
58014.76052 12.345  0.029 W1 10  0.1455  85.708204  -8.237692
58014.82597 12.305  0.027 W1 10  0.1460  85.708211  -8.237666
57283.74838 12.291  0.023 W1 10  0.1473  85.708204  -8.237647
56730.46390 12.222  0.022 W1 10  0.1491  85.708207  -8.237689
57089.53077 12.302  0.023 W1 10  0.1501  85.708211  -8.237678
58169.66092 12.290  0.026 W1 10  0.1522  85.708205  -8.237694
56921.65570 12.332  0.022 W1 10  0.1524  85.708213  -8.237672
58901.25394 12.277  0.025 W1 10  0.1525  85.708161  -8.237628
57089.66219 12.271  0.022 W1 10  0.1536  85.708194  -8.237635
58378.85115 12.257  0.026 W1 10  0.1546  85.708166  -8.237713
58169.33366 12.268  0.023 W1 10  0.1564  85.708213  -8.237679
57283.15804 12.354  0.023 W1 10  0.1608  85.708197  -8.237634
57089.46519 12.275  0.023 W1 10  0.1609  85.708206  -8.237697
58536.82874 12.354  0.028 W1 10  0.1609  85.708215  -8.237665
57812.92687 12.355  0.024 W1 10  0.1616  85.708214  -8.237681
57648.17367 12.241  0.026 W1 10  0.1649  85.708216  -8.237674
57648.10809 12.358  0.032 W1 10  0.1652  85.708205  -8.237640
56730.59557 12.291  0.022 W1 10  0.1655  85.708216  -8.237666
58536.76329 12.277  0.024 W1 10  0.1674  85.708217  -8.237670
57283.55165 12.288  0.023 W1 10  0.1690  85.708217  -8.237679
58379.11283 12.282  0.031 W1 10  0.1700  85.708218  -8.237673
57648.30470 12.269  0.025 W1 10  0.1704  85.708214  -8.237652
57089.33378 12.294  0.022 W1 10  0.1708  85.708212  -8.237692
57089.20250 12.254  0.022 W1 10  0.1708  85.708217  -8.237678
58379.70177 12.370  0.028 W1 10  0.1715  85.708213  -8.237649
58536.89407 12.278  0.025 W1 10  0.1735  85.708216  -8.237685
57448.42026 12.210  0.022 W1 10  0.1751  85.708214  -8.237692
58901.05771 12.356  0.024 W1  5  0.1755  85.708219  -8.237665
58743.72008 12.326  0.028 W1 10  0.1760  85.708219  -8.237670
58014.89142 12.302  0.024 W1 10  0.1776  85.708212  -8.237697
57812.86142 12.295  0.025 W1 10  0.1787  85.708220  -8.237675
