# MJD mag magerr filter flag distance ra dec
55264.38631 12.487  0.034 W1 10  0.4584  83.921300  -5.592736
55263.26154 12.458  0.031 W1 10  0.9660  83.921600  -5.592858
58167.95967 12.684  0.042 W1 10  0.1119  83.921343  -5.592832
58741.36458 12.688  0.034 W1  5  0.1326  83.921367  -5.592861
57446.65102 12.571  0.037 W1  5  0.2064  83.921386  -5.592849
56728.48889 12.708  0.044 W1  0  0.2626  83.921398  -5.592832
58898.96516 12.749  0.047 W1 10  0.2807  83.921407  -5.592848
58534.93179 12.712  0.129 W1 10  0.3223  83.921409  -5.592817
58899.68475 13.592  0.131 W1 10  0.3520  83.921397  -5.592932
58012.59960 14.137  0.167 W1  5  0.3669  83.921432  -5.592865
57282.17372 12.723  0.037 W1  5  0.5339  83.921463  -5.592793
58899.68462 12.693  0.035 W1 10  0.5575  83.921446  -5.592757
59108.66587 12.580  0.035 W1 10  0.6030  83.921350  -5.592694
58535.19347 12.680  0.039 W1 10  0.6213  83.921486  -5.592784
56920.60287 12.681  0.037 W1  5  0.8038  83.921379  -5.592642
55264.38631 12.042  0.044 W2 10  0.4584  83.921300  -5.592736
55263.26154 13.306  0.473 W2 10  0.9660  83.921600  -5.592858
58167.95967 12.758  0.228 W2 10  0.1119  83.921343  -5.592832
58741.36458 12.835  0.351 W2  5  0.1326  83.921367  -5.592861
57446.65102 12.847  0.299 W2  5  0.2064  83.921386  -5.592849
56728.48889 12.941  0.305 W2  0  0.2626  83.921398  -5.592832
58898.96516 12.580  0.083 W2 10  0.2807  83.921407  -5.592848
58534.93179 12.857  0.293 W2 10  0.3223  83.921409  -5.592817
58899.68475 13.179  0.391 W2 10  0.3520  83.921397  -5.592932
58012.59960 13.202  0.352 W2  5  0.3669  83.921432  -5.592865
57282.17372 12.833  0.099 W2  5  0.5339  83.921463  -5.592793
58899.68462 12.554  0.069 W2 10  0.5575  83.921446  -5.592757
59108.66587 12.443  0.063 W2 10  0.6030  83.921350  -5.592694
58535.19347 12.423  0.074 W2 10  0.6213  83.921486  -5.592784
56920.60287 12.423  0.309 W2  5  0.8038  83.921379  -5.592642
55264.38631  0.445  0.056 W1mW2 10  0.4584  83.921300  -5.592736
55263.26154 -0.848  0.474 W1mW2 10  0.9660  83.921600  -5.592858
58167.95967 -0.074  0.232 W1mW2 10  0.1119  83.921343  -5.592832
58741.36458 -0.147  0.353 W1mW2  5  0.1326  83.921367  -5.592861
57446.65102 -0.276  0.301 W1mW2  5  0.2064  83.921386  -5.592849
56728.48889 -0.233  0.308 W1mW2  0  0.2626  83.921398  -5.592832
58898.96516  0.169  0.095 W1mW2 10  0.2807  83.921407  -5.592848
58534.93179 -0.145  0.320 W1mW2 10  0.3223  83.921409  -5.592817
58899.68475  0.413  0.412 W1mW2 10  0.3520  83.921397  -5.592932
58012.59960  0.935  0.390 W1mW2  5  0.3669  83.921432  -5.592865
57282.17372 -0.110  0.106 W1mW2  5  0.5339  83.921463  -5.592793
58899.68462  0.139  0.077 W1mW2 10  0.5575  83.921446  -5.592757
59108.66587  0.137  0.072 W1mW2 10  0.6030  83.921350  -5.592694
58535.19347  0.257  0.084 W1mW2 10  0.6213  83.921486  -5.592784
56920.60287  0.258  0.311 W1mW2  5  0.8038  83.921379  -5.592642
