# MJD mag magerr filter distance ra dec
55264.16568 11.211  0.030 W1  0.3088  84.204198  -5.946991
55264.16568 11.122  0.034 W2  0.3088  84.204198  -5.946991
55264.16568  0.089  0.045 W1mW2  0.3088  84.204198  -5.946991
56728.51875 10.878  0.030 W1  0.3348  84.204205  -5.946995
56728.54369 10.386  0.037 W2  0.3445  84.204207  -5.946996
56728.51875  0.491  0.048 W1mW2  0.3348  84.204205  -5.946995
56919.95532 10.895  0.028 W1  0.3478  84.204214  -5.946987
56919.95532 10.436  0.028 W2  0.3478  84.204214  -5.946987
56919.95532  0.460  0.039 W1mW2  0.3478  84.204214  -5.946987
57088.00439 11.018  0.032 W1  0.3503  84.204209  -5.946996
57088.00439 10.631  0.024 W2  0.3503  84.204209  -5.946996
57088.00439  0.386  0.040 W1mW2  0.3503  84.204209  -5.946996
57282.32130 10.901  0.031 W1  0.3642  84.204217  -5.946990
57282.32130 10.463  0.047 W2  0.3642  84.204217  -5.946990
57282.32130  0.438  0.056 W1mW2  0.3642  84.204217  -5.946990
57447.08173 10.982  0.030 W1  0.3519  84.204202  -5.947003
57447.08173 10.570  0.053 W2  0.3519  84.204202  -5.947003
57447.08173  0.412  0.061 W1mW2  0.3519  84.204202  -5.947003
57646.97218 11.119  0.050 W1  0.3850  84.204221  -5.946996
57646.97218 10.702  0.044 W2  0.3850  84.204221  -5.946996
57646.97218  0.417  0.066 W1mW2  0.3850  84.204221  -5.946996
57811.78344 10.885  0.023 W1  0.3572  84.204209  -5.946999
57811.78344 10.429  0.031 W2  0.3572  84.204209  -5.946999
57811.78344  0.457  0.038 W1mW2  0.3572  84.204209  -5.946999
58013.41040 11.007  0.031 W1  0.3529  84.204198  -5.947000
58013.41040 10.661  0.034 W2  0.3529  84.204198  -5.947000
58013.41040  0.347  0.046 W1mW2  0.3529  84.204198  -5.947000
58168.76226 10.984  0.039 W1  0.3722  84.204215  -5.946996
58168.76226 10.675  0.041 W2  0.3722  84.204215  -5.946996
58168.76226  0.308  0.057 W1mW2  0.3722  84.204215  -5.946996
58377.61826 11.008  0.032 W1  0.3699  84.204217  -5.946990
58377.61826 10.722  0.039 W2  0.3699  84.204217  -5.946990
58377.61826  0.286  0.050 W1mW2  0.3699  84.204217  -5.946990
58535.36595 11.027  0.026 W1  0.3491  84.204208  -5.946996
58535.36595 10.718  0.040 W2  0.3491  84.204208  -5.946996
58535.36595  0.309  0.048 W1mW2  0.3491  84.204208  -5.946996
58742.22733 10.823  0.026 W1  0.3586  84.204213  -5.946995
58742.22733 10.425  0.044 W2  0.3586  84.204213  -5.946995
58742.22733  0.399  0.051 W1mW2  0.3586  84.204213  -5.946995
58899.57381 10.887  0.028 W1  0.3550  84.204211  -5.946993
58899.57381 10.576  0.031 W2  0.3550  84.204211  -5.946993
58899.57381  0.311  0.042 W1mW2  0.3550  84.204211  -5.946993
59108.94245 10.990  0.024 W1  0.3578  84.204212  -5.946995
59108.94245 10.766  0.036 W2  0.3578  84.204212  -5.946995
59108.94245  0.224  0.043 W1mW2  0.3578  84.204212  -5.946995
