# MJD mag magerr filter distance ra dec
55284.26897 10.005  0.048 W1  0.4361 277.335068  -1.095914
55284.26897  9.668  0.067 W2  0.4361 277.335068  -1.095914
55284.26897  0.337  0.083 W1mW2  0.4361 277.335068  -1.095914
56748.09625  9.609  0.057 W1  0.4250 277.335054  -1.095931
56748.09625  9.447  0.044 W2  0.4250 277.335054  -1.095931
56748.09625  0.162  0.072 W1mW2  0.4250 277.335054  -1.095931
56927.96018 10.216  0.021 W1  0.4174 277.335042  -1.095937
56927.96018  9.764  0.021 W2  0.4174 277.335042  -1.095937
56927.96018  0.452  0.030 W1mW2  0.4174 277.335042  -1.095937
57109.96928  9.638  0.047 W1  0.4193 277.335049  -1.095933
57109.96928  9.527  0.059 W2  0.4193 277.335049  -1.095933
57109.96928  0.110  0.075 W1mW2  0.4193 277.335049  -1.095933
57288.18083  9.862  0.030 W1  0.4124 277.335041  -1.095935
57288.18083  9.564  0.037 W2  0.4124 277.335041  -1.095935
57288.18083  0.298  0.047 W1mW2  0.4124 277.335041  -1.095935
57474.59989  9.973  0.037 W1  0.3822 277.335048  -1.095920
57474.59989  9.699  0.038 W2  0.3822 277.335048  -1.095920
57474.59989  0.274  0.053 W1mW2  0.3822 277.335048  -1.095920
57648.48457  9.703  0.019 W1  0.4119 277.335047  -1.095934
57648.48457  9.507  0.026 W2  0.4119 277.335047  -1.095934
57648.48457  0.196  0.032 W1mW2  0.4119 277.335047  -1.095934
57841.34905  9.896  0.034 W1  0.4280 277.335045  -1.095935
57841.34905  9.546  0.036 W2  0.4280 277.335045  -1.095935
57841.34905  0.350  0.049 W1mW2  0.4280 277.335045  -1.095935
58008.96491  9.807  0.032 W1  0.4155 277.335047  -1.095933
58008.96491  9.516  0.023 W2  0.4155 277.335047  -1.095933
58008.96491  0.291  0.039 W1mW2  0.4155 277.335047  -1.095933
58205.40054  9.881  0.035 W1  0.4519 277.335035  -1.095947
58205.40054  9.588  0.039 W2  0.4519 277.335035  -1.095947
58205.40054  0.294  0.052 W1mW2  0.4519 277.335035  -1.095947
58369.48422 10.167  0.022 W1  0.4292 277.335049  -1.095937
58369.48422  9.771  0.025 W2  0.4292 277.335049  -1.095937
58369.48422  0.397  0.034 W1mW2  0.4292 277.335049  -1.095937
58571.12462  9.564  0.041 W1  0.4075 277.335044  -1.095930
58571.12462  9.388  0.031 W2  0.4075 277.335044  -1.095930
58571.12462  0.176  0.051 W1mW2  0.4075 277.335044  -1.095930
58735.30065 10.060  0.248 W1  0.4029 277.335046  -1.095928
58735.30065  9.703  0.259 W2  0.4029 277.335046  -1.095928
58735.30065  0.357  0.359 W1mW2  0.4029 277.335046  -1.095928
58936.81938  9.597  0.039 W1  0.4335 277.335048  -1.095937
58936.81938  9.332  0.038 W2  0.4335 277.335048  -1.095937
58936.81938  0.264  0.055 W1mW2  0.4335 277.335048  -1.095937
59100.75686  9.699  0.029 W1  0.4244 277.335037  -1.095941
59100.75686  9.398  0.040 W2  0.4244 277.335037  -1.095941
59100.75686  0.301  0.049 W1mW2  0.4244 277.335037  -1.095941
