# MJD mag magerr filter distance ra dec
55282.57586  5.723  0.225 W1  1.1185 276.793599  -4.179872
55282.57586  5.574  0.111 W2  1.1185 276.793599  -4.179872
55282.57586  0.148  0.251 W1mW2  1.1185 276.793599  -4.179872
55283.14484  5.645  0.101 W1  1.1697 276.793598  -4.179904
55283.14484  5.569  0.098 W2  1.1697 276.793598  -4.179904
55283.14484  0.076  0.141 W1mW2  1.1697 276.793598  -4.179904
56746.89379  5.674  0.211 W1  0.9518 276.793564  -4.179825
56746.89379  5.707  0.168 W2  0.9518 276.793564  -4.179825
56746.89379 -0.033  0.269 W1mW2  0.9518 276.793564  -4.179825
56747.52744  5.876  0.249 W1  1.3451 276.793622  -4.179928
56747.44972  5.716  0.163 W2  1.1605 276.793590  -4.179886
56747.52744  0.160  0.298 W1mW2  1.3451 276.793622  -4.179928
56926.78340  5.877  0.188 W1  1.5940 276.793684  -4.179980
56926.79983  5.736  0.147 W2  1.4883 276.793670  -4.179949
56926.78340  0.140  0.239 W1mW2  1.5940 276.793684  -4.179980
56927.24849  5.815  0.215 W1  1.4088 276.793656  -4.179923
56927.24849  5.628  0.167 W2  1.4088 276.793656  -4.179923
56927.24849  0.187  0.273 W1mW2  1.4088 276.793656  -4.179923
56932.07766  5.884  0.176 W1  1.4441 276.793605  -4.180013
56932.07766  5.713  0.138 W2  1.4441 276.793605  -4.180013
56932.07766  0.171  0.224 W1mW2  1.4441 276.793605  -4.180013
57108.80587  5.681  0.215 W1  1.0790 276.793542  -4.179930
57108.80587  5.684  0.145 W2  1.0790 276.793542  -4.179930
57108.80587 -0.003  0.259 W1mW2  1.0790 276.793542  -4.179930
57109.37492  5.773  0.240 W1  1.0758 276.793559  -4.179836
57109.32386  5.610  0.228 W2  1.0371 276.793531  -4.179851
57109.37492  0.163  0.331 W1mW2  1.0758 276.793559  -4.179836
57285.71398  5.701  0.268 W1  1.8052 276.793800  -4.179890
57285.66806  5.678  0.153 W2  1.7799 276.793782  -4.179915
57285.71398  0.022  0.308 W1mW2  1.8052 276.793800  -4.179890
57286.18952  5.895  0.184 W1  1.2064 276.793595  -4.179884
57286.17968  5.612  0.167 W2  1.2293 276.793587  -4.179909
57286.18952  0.284  0.249 W1mW2  1.2064 276.793595  -4.179884
57288.72034  5.798  0.254 W1  1.1909 276.793633  -4.179839
57288.68536  5.792  0.230 W2  1.1891 276.793564  -4.179882
57288.72034  0.005  0.342 W1mW2  1.1909 276.793633  -4.179839
57289.20134  5.789  0.203 W1  1.5208 276.793677  -4.179912
57289.22322  5.645  0.193 W2  1.5866 276.793681  -4.179948
57289.20134  0.144  0.281 W1mW2  1.5208 276.793677  -4.179912
57473.48452  5.865  0.242 W1  1.4608 276.793546  -4.179977
