# MJD mag magerr filter distance ra dec
55249.24254  8.917  0.041 W1  1.1514  67.631581  35.753783
55249.24254  7.708  0.048 W2  1.1514  67.631581  35.753783
55249.24254  1.209  0.063 W1mW2  1.1514  67.631581  35.753783
55252.81547  9.075  0.024 W1  1.2035  67.631578  35.753811
55252.81547  7.865  0.061 W2  1.2035  67.631578  35.753811
55252.81547  1.210  0.066 W1mW2  1.2035  67.631578  35.753811
55253.33532  9.088  0.027 W1  1.2035  67.631567  35.753823
55253.33532  7.872  0.056 W2  1.2035  67.631567  35.753823
55253.33532  1.216  0.063 W1mW2  1.2035  67.631567  35.753823
56714.93072  9.361  0.033 W1  1.2121  67.631606  35.753783
56714.93072  8.102  0.047 W2  1.2121  67.631606  35.753783
56714.93072  1.259  0.058 W1mW2  1.2121  67.631606  35.753783
56715.33532  9.355  0.025 W1  1.1736  67.631599  35.753769
56715.33532  8.128  0.047 W2  1.1736  67.631599  35.753769
56715.33532  1.227  0.053 W1mW2  1.1736  67.631599  35.753769
56905.92755  9.435  0.015 W1  1.3632  67.631634  35.753826
56905.92755  8.144  0.042 W2  1.3632  67.631634  35.753826
56905.92755  1.291  0.045 W1mW2  1.3632  67.631634  35.753826
56906.49564  9.395  0.042 W1  1.2760  67.631604  35.753817
56906.49564  8.125  0.048 W2  1.2760  67.631604  35.753817
56906.49564  1.270  0.064 W1mW2  1.2760  67.631604  35.753817
57073.90824  9.375  0.028 W1  1.2190  67.631610  35.753781
57073.90824  8.107  0.047 W2  1.2190  67.631610  35.753781
57073.90824  1.268  0.055 W1mW2  1.2190  67.631610  35.753781
57074.44831  9.338  0.023 W1  1.1966  67.631601  35.753781
57074.44831  8.079  0.043 W2  1.1966  67.631601  35.753781
57074.44831  1.259  0.049 W1mW2  1.1966  67.631601  35.753781
57079.49094  9.322  0.014 W1  1.1964  67.631594  35.753790
57079.49094  8.051  0.040 W2  1.1964  67.631594  35.753790
57079.49094  1.271  0.042 W1mW2  1.1964  67.631594  35.753790
57267.84971  9.826  0.019 W1  1.2970  67.631607  35.753824
57267.84971  8.297  0.046 W2  1.2970  67.631607  35.753824
57267.84971  1.529  0.049 W1mW2  1.2970  67.631607  35.753824
57268.25965  9.843  0.027 W1  1.2751  67.631600  35.753821
57268.25965  8.342  0.045 W2  1.2751  67.631600  35.753821
57268.25965  1.501  0.053 W1mW2  1.2751  67.631600  35.753821
