# MJD mag magerr filter flag distance ra dec
55283.40919  7.559  0.043 W1 10  1.0700 277.281122  -2.678389
55282.94606  7.595  0.044 W1 10  1.1374 277.281139  -2.678395
55283.07837  7.597  0.044 W1 10  1.1833 277.281152  -2.678396
55283.27688  7.563  0.045 W1 10  1.1945 277.281158  -2.678385
55283.67380  7.644  0.044 W1 10  1.1959 277.281162  -2.678336
55282.81376  7.566  0.044 W1 10  1.2093 277.281162  -2.678384
55283.54149  7.569  0.044 W1 10  1.2093 277.281160  -2.678393
55283.21067  7.598  0.045 W1 10  1.2399 277.281166  -2.678406
55283.34310  7.597  0.045 W1 10  1.2533 277.281176  -2.678373
55283.80623  7.614  0.044 W1 10  1.2552 277.281176  -2.678377
55283.80610  7.595  0.048 W1 10  1.2561 277.281175  -2.678383
55283.14458  7.601  0.045 W1 10  1.2593 277.281174  -2.678395
55283.34297  7.599  0.043 W1 10  1.2617 277.281181  -2.678336
57288.96110  7.707  0.047 W1  5  0.9008 277.281075  -2.678382
58736.62036  7.542  0.061 W1  5  0.9633 277.281091  -2.678391
56747.61771  7.628  0.052 W1  5  0.9892 277.281094  -2.678406
58205.36449  7.554  0.059 W1  5  0.9895 277.281094  -2.678408
57841.31661  7.711  0.046 W1  5  0.9976 277.281098  -2.678400
57841.51310  7.735  0.046 W1  5  1.0044 277.281095  -2.678419
57109.92180  7.618  0.054 W1  5  1.0205 277.281109  -2.678384
58733.61175  7.646  0.050 W1  5  1.0267 277.281112  -2.678377
58936.47487  7.572  0.059 W1  5  1.0350 277.281099  -2.678432
58569.83695  7.542  0.062 W1  5  1.0355 277.281103  -2.678422
58369.78597  7.639  0.051 W1  5  1.0390 277.281115  -2.678380
58369.06625  7.652  0.051 W1  5  1.0394 277.281102  -2.678428
57289.94504  7.672  0.048 W1  5  1.0451 277.281108  -2.678416
58205.42994  7.516  0.064 W1  5  1.0470 277.281116  -2.678382
56748.01271  7.620  0.054 W1  5  1.0504 277.281117  -2.678383
58936.67097  7.521  0.063 W1  5  1.0514 277.281101  -2.678439
58733.54592  7.639  0.051 W1  5  1.0572 277.281117  -2.678394
58733.08852  7.579  0.057 W1  5  1.0604 277.281111  -2.678420
57648.40084  7.481  0.068 W1  5  1.0670 277.281119  -2.678397
58205.75720  7.658  0.050 W1  5  1.0791 277.281120  -2.678407
57289.81388  7.755  0.046 W1  5  1.0793 277.281120  -2.678407
58936.60565  7.571  0.058 W1  5  1.0803 277.281121  -2.678403
58572.84684  7.586  0.057 W1  5  1.0812 277.281123  -2.678395
58369.45884  7.630  0.051 W1  5  1.0815 277.281119  -2.678411
58936.80187  7.537  0.062 W1  5  1.0816 277.281111  -2.678437
58009.29237  7.680  0.047 W1  5  1.0836 277.281113  -2.678435
57109.26524  7.675  0.047 W1  5  1.0839 277.281119  -2.678414
58008.70267  7.627  0.053 W1  5  1.0845 277.281115  -2.678429
58205.29904  7.478  0.068 W1  5  1.0934 277.281127  -2.678395
58572.12712  7.626  0.052 W1  5  1.0948 277.281109  -2.678452
57474.14693  7.618  0.053 W1  5  1.0952 277.281126  -2.678403
58008.30996  7.641  0.052 W1  5  1.0987 277.281123  -2.678415
58369.26248  7.628  0.053 W1  5  1.0999 277.281118  -2.678431
58572.51920  7.724  0.045 W1  5  1.1000 277.281128  -2.678398
58569.31359  7.680  0.048 W1  5  1.1002 277.281121  -2.678423
57648.46642  7.628  0.052 W1  5  1.1015 277.281121  -2.678425
58733.21929  7.520  0.064 W1  5  1.1034 277.281116  -2.678440
58936.73642  7.491  0.067 W1  5  1.1042 277.281126  -2.678412
58369.52378  7.614  0.053 W1  5  1.1052 277.281097  -2.678482
58936.08241  7.572  0.057 W1  5  1.1073 277.281121  -2.678431
57841.64400  7.744  0.045 W1  5  1.1081 277.281127  -2.678413
58572.45425  7.636  0.051 W1  5  1.1089 277.281122  -2.678430
58205.49540  7.518  0.064 W1  5  1.1100 277.281125  -2.678421
57286.59974  7.705  0.046 W1  5  1.1112 277.281121  -2.678433
57473.55710  7.702  0.046 W1 10  1.1113 277.281133  -2.678391
58937.19420  7.606  0.053 W1  5  1.1124 277.281125  -2.678421
58009.16096  7.653  0.049 W1  5  1.1128 277.281127  -2.678416
58009.03006  7.654  0.049 W1  5  1.1143 277.281118  -2.678445
58205.62630  7.474  0.068 W1  5  1.1168 277.281133  -2.678397
56927.67152  7.658  0.049 W1 10  1.1194 277.281131  -2.678410
59100.78380  7.757  0.042 W1  5  1.1204 277.281127  -2.678424
58205.03723  7.556  0.060 W1  5  1.1230 277.281119  -2.678448
56747.88105  7.720  0.048 W1  5  1.1234 277.281132  -2.678411
57110.25007  7.685  0.048 W1 10  1.1245 277.281134  -2.678402
57110.38149  7.657  0.050 W1  5  1.1253 277.281139  -2.678381
57840.98923  7.755  0.046 W1  5  1.1269 277.281125  -2.678436
58736.68581  7.573  0.057 W1  5  1.1298 277.281126  -2.678434
58572.38880  7.610  0.054 W1  5  1.1315 277.281133  -2.678416
58205.23359  7.521  0.063 W1  5  1.1320 277.281133  -2.678416
