# MJD mag magerr filter distance ra dec
55262.99680 11.947  0.023 W1  0.2264  83.724858  -6.181086
55262.99680 11.481  0.030 W2  0.2264  83.724858  -6.181086
55262.99680  0.466  0.038 W1mW2  0.2264  83.724858  -6.181086
55263.61428 11.961  0.039 W1  0.2315  83.724857  -6.181085
55263.61428 11.487  0.046 W2  0.2315  83.724857  -6.181085
55263.61428  0.474  0.060 W1mW2  0.2315  83.724857  -6.181085
55264.12158 11.971  0.025 W1  0.1590  83.724822  -6.181073
55264.12158 11.490  0.034 W2  0.1590  83.724822  -6.181073
55264.12158  0.481  0.042 W1mW2  0.1590  83.724822  -6.181073
56724.53785 11.856  0.020 W1  0.3133  83.724865  -6.181110
56724.53785 11.291  0.028 W2  0.3133  83.724865  -6.181110
56724.53785  0.565  0.034 W1mW2  0.3133  83.724865  -6.181110
56727.89614 11.809  0.023 W1  0.2586  83.724877  -6.181085
56727.89614 11.278  0.028 W2  0.2586  83.724877  -6.181085
56727.89614  0.531  0.036 W1mW2  0.2586  83.724877  -6.181085
56728.43025 11.844  0.046 W1  0.2732  83.724869  -6.181090
56728.46409 11.272  0.032 W2  0.2850  83.724873  -6.181091
56728.43025  0.571  0.057 W1mW2  0.2732  83.724869  -6.181090
56915.73588 11.862  0.020 W1  0.2434  83.724866  -6.181087
56915.73588 11.352  0.026 W2  0.2434  83.724866  -6.181087
56915.73588  0.510  0.033 W1mW2  0.2434  83.724866  -6.181087
56919.60819 11.920  0.041 W1  0.2511  83.724868  -6.181086
56919.60819 11.389  0.037 W2  0.2511  83.724868  -6.181086
56919.60819  0.530  0.056 W1mW2  0.2511  83.724868  -6.181086
56920.20838 11.901  0.031 W1  0.2786  83.724877  -6.181088
56920.20838 11.342  0.037 W2  0.2786  83.724877  -6.181088
56920.20838  0.558  0.048 W1mW2  0.2786  83.724877  -6.181088
57086.97001 11.826  0.025 W1  0.2352  83.724857  -6.181090
57086.97001 11.271  0.025 W2  0.2352  83.724857  -6.181090
57086.97001  0.555  0.035 W1mW2  0.2352  83.724857  -6.181090
57087.47350 11.811  0.032 W1  0.2482  83.724864  -6.181088
57087.47350 11.264  0.044 W2  0.2482  83.724864  -6.181088
57087.47350  0.547  0.055 W1mW2  0.2482  83.724864  -6.181088
57281.57248 11.850  0.031 W1  0.2034  83.724866  -6.181072
57281.57248 11.245  0.039 W2  0.2034  83.724866  -6.181072
57281.57248  0.605  0.050 W1mW2  0.2034  83.724866  -6.181072
57282.20654 11.852  0.052 W1  0.2746  83.724816  -6.181079
57282.20654 11.303  0.139 W2  0.2746  83.724816  -6.181079
57282.20654  0.549  0.148 W1mW2  0.2746  83.724816  -6.181079
57446.56356 11.847  0.036 W1  0.2649  83.724863  -6.181094
57446.56356 11.245  0.071 W2  0.2649  83.724863  -6.181094
57446.56356  0.602  0.080 W1mW2  0.2649  83.724863  -6.181094
57447.04424 11.805  0.019 W1  0.2299  83.724853  -6.181090
57447.04424 11.218  0.022 W2  0.2299  83.724853  -6.181090
57447.04424  0.587  0.029 W1mW2  0.2299  83.724853  -6.181090
57645.69323 11.735  0.049 W1  0.2363  83.724869  -6.181080
57645.69323 11.119  0.034 W2  0.2363  83.724869  -6.181080
57645.69323  0.616  0.060 W1mW2  0.2363  83.724869  -6.181080
57646.22107 11.708  0.032 W1  0.2552  83.724872  -6.181085
57646.22107 11.062  0.036 W2  0.2552  83.724872  -6.181085
57646.22107  0.646  0.048 W1mW2  0.2552  83.724872  -6.181085
57654.26566 11.710  0.023 W1  0.1277  83.724852  -6.181058
57654.26566 11.006  0.030 W2  0.1277  83.724852  -6.181058
57654.26566  0.704  0.038 W1mW2  0.1277  83.724852  -6.181058
57810.67688 11.694  0.029 W1  0.2289  83.724857  -6.181086
57810.67688 11.083  0.052 W2  0.2289  83.724857  -6.181086
57810.67688  0.611  0.060 W1mW2  0.2289  83.724857  -6.181086
57811.15907 11.707  0.043 W1  0.2634  83.724868  -6.181089
57811.15907 11.081  0.035 W2  0.2634  83.724868  -6.181089
