# MJD mag magerr filter flag distance ra dec
58010.79827  6.336  0.143 W1  5  2.1358 279.448668   0.404487
58011.38747  5.227  0.233 W1  5  2.8184 279.449566   0.404845
58010.79827  6.115  0.110 W2  5  2.1358 279.448668   0.404487
58011.38747  5.047  0.189 W2  5  2.8184 279.449566   0.404845
58010.79827  0.221  0.180 W1mW2  5  2.1358 279.448668   0.404487
58011.38747  0.179  0.300 W1mW2  5  2.8184 279.449566   0.404845
