# MJD mag magerr filter flag distance ra dec
55254.07017  9.656  0.020 W1 10  0.1421  70.440231  23.032725
55253.93786  9.691  0.019 W1 10  0.2020  70.440218  23.032738
55253.73934  9.661  0.019 W1 10  0.2158  70.440202  23.032730
55253.34243  9.715  0.022 W1 10  0.2203  70.440229  23.032748
55253.60704  9.679  0.018 W1 10  0.2265  70.440216  23.032745
55253.67326  9.674  0.020 W1 10  0.2267  70.440221  23.032747
55253.21013  9.687  0.026 W1 10  0.2308  70.440205  23.032739
55254.20247  9.689  0.028 W1 10  0.2613  70.440189  23.032736
55253.80556  9.659  0.018 W1 10  0.2622  70.440207  23.032751
55254.20260  9.687  0.018 W1 10  0.2838  70.440202  23.032755
55253.47474  9.679  0.018 W1 10  0.2924  70.440195  23.032753
55249.30633  9.640  0.019 W1 10  0.3315  70.440186  23.032761
57269.18039  9.697  0.017 W1 10  0.0075  70.440252  23.032690
57635.39322  9.703  0.014 W1 10  0.0097  70.440249  23.032693
57268.72121  9.685  0.015 W1 10  0.0127  70.440251  23.032687
56715.38940  9.661  0.015 W1  5  0.0141  70.440247  23.032693
57433.61260  9.636  0.017 W1 10  0.0147  70.440251  23.032694
57635.98280  9.682  0.015 W1 10  0.0177  70.440245  23.032691
57635.85177  9.697  0.015 W1 10  0.0213  70.440245  23.032693
56907.17967  9.668  0.016 W1 10  0.0240  70.440257  23.032687
57801.34124  9.700  0.015 W1 10  0.0242  70.440257  23.032690
57636.11383  9.704  0.016 W1 10  0.0246  70.440243  23.032689
57075.02252  9.658  0.019 W1 10  0.0248  70.440256  23.032694
56907.44275  9.651  0.019 W1 10  0.0257  70.440243  23.032693
58000.15524  9.666  0.017 W1 10  0.0264  70.440251  23.032697
58158.53951  9.693  0.014 W1 10  0.0278  70.440249  23.032682
57271.34501  9.699  0.014 W1 10  0.0303  70.440246  23.032683
57268.91795  9.691  0.016 W1 10  0.0325  70.440259  23.032693
57272.19780  9.697  0.016 W1 10  0.0334  70.440242  23.032695
56907.04813  9.672  0.014 W1 10  0.0350  70.440240  23.032693
57271.67304  9.682  0.014 W1 10  0.0352  70.440245  23.032699
57268.19645  9.697  0.014 W1 10  0.0361  70.440248  23.032700
57074.95681  9.678  0.016 W1 10  0.0364  70.440241  23.032695
57801.07931  9.678  0.016 W1 10  0.0375  70.440242  23.032683
56906.98242  9.656  0.020 W1 10  0.0383  70.440260  23.032694
58889.35560  9.694  0.015 W1 10  0.0391  70.440256  23.032681
58157.82005  9.674  0.017 W1 10  0.0392  70.440257  23.032681
57271.80419  9.694  0.016 W1 10  0.0408  70.440243  23.032681
59095.31960  9.694  0.017 W1 10  0.0417  70.440239  23.032696
57271.73862  9.697  0.015 W1 10  0.0439  70.440250  23.032678
57800.94827  9.690  0.015 W1 10  0.0471  70.440238  23.032683
57271.54188  9.665  0.015 W1 10  0.0480  70.440261  23.032699
56907.31121  9.652  0.018 W1 10  0.0483  70.440239  23.032699
56906.71921  9.733  0.018 W1 10  0.0485  70.440263  23.032695
57800.62089  9.676  0.016 W1 10  0.0486  70.440236  23.032688
58000.35160  9.694  0.016 W1 10  0.0508  70.440250  23.032676
57074.49699  9.678  0.014 W1 10  0.0513  70.440256  23.032703
57075.35080  9.671  0.017 W1 10  0.0527  70.440261  23.032680
57271.60746  9.633  0.016 W1 10  0.0530  70.440251  23.032675
57434.07140  9.685  0.021 W1 10  0.0531  70.440237  23.032699
57271.47617  9.643  0.016 W1 10  0.0541  70.440246  23.032675
58367.65548  9.698  0.019 W1 10  0.0545  70.440251  23.032675
57433.48144  9.687  0.015 W1 10  0.0565  70.440233  23.032687
57801.14476  9.705  0.015 W1 10  0.0569  70.440240  23.032677
57272.06664  9.646  0.018 W1 10  0.0573  70.440233  23.032686
57635.91735  9.653  0.016 W1 10  0.0577  70.440254  23.032674
57436.49669  9.707  0.017 W1 10  0.0587  70.440260  23.032677
57434.00582  9.677  0.014 W1 10  0.0596  70.440247  23.032674
59094.99260  9.692  0.014 W1 10  0.0598  70.440260  23.032677
58157.68915  9.711  0.016 W1 10  0.0602  70.440247  23.032674
56906.45613  9.709  0.014 W1 10  0.0603  70.440233  23.032696
56715.78452  9.664  0.015 W1 10  0.0608  70.440266  23.032682
57635.65528  9.680  0.015 W1 10  0.0614  70.440268  23.032692
57801.21021  9.660  0.018 W1 10  0.0621  70.440247  23.032673
57437.34884  9.691  0.014 W1 10  0.0630  70.440234  23.032681
58158.27821  9.696  0.016 W1 10  0.0631  70.440245  23.032673
57074.75969  9.683  0.015 W1 10  0.0637  70.440268  23.032684
56715.65286  9.664  0.014 W1 10  0.0648  70.440231  23.032685
56715.85049  9.658  0.017 W1 10  0.0660  70.440230  23.032689
57433.94025  9.680  0.021 W1 10  0.0677  70.440258  23.032707
58522.04860  9.667  0.017 W1 10  0.0685  70.440269  23.032683
58158.14680  9.676  0.015 W1 10  0.0689  70.440255  23.032671
57636.37589  9.665  0.015 W1 10  0.0705  70.440241  23.032672
57999.89331  9.717  0.017 W1 10  0.0722  70.440267  23.032678
58366.80473  9.703  0.014 W1 10  0.0740  70.440241  23.032671
58731.15477  9.711  0.016 W1 10  0.0743  70.440235  23.032674
57268.32761  9.684  0.014 W1 10  0.0754  70.440229  23.032698
58366.67383  9.689  0.014 W1 10  0.0756  70.440265  23.032674
57635.78631  9.680  0.016 W1 10  0.0768  70.440269  23.032678
58363.79421  9.675  0.019 W1 10  0.0778  70.440263  23.032672
57800.88282  9.690  0.017 W1 10  0.0795  70.440232  23.032675
58363.79409  9.678  0.020 W1 10  0.0801  70.440254  23.032668
56716.11395  9.679  0.017 W1 10  0.0805  70.440231  23.032676
57801.47227  9.663  0.015 W1 10  0.0809  70.440243  23.032668
58528.65630  9.693  0.018 W1 10  0.0810  70.440233  23.032674
57436.82446  9.704  0.015 W1 10  0.0813  70.440263  23.032709
56715.98215  9.669  0.015 W1 10  0.0813  70.440226  23.032696
58522.17950  9.690  0.016 W1 10  0.0825  70.440251  23.032667
57999.63150  9.706  0.016 W1 10  0.0828  70.440260  23.032669
57074.82540  9.693  0.014 W1 10  0.0828  70.440262  23.032710
57635.52425  9.702  0.014 W1 10  0.0836  70.440225  23.032689
58000.22070  9.688  0.016 W1 10  0.0836  70.440235  23.032672
56715.52106  9.660  0.017 W1 10  0.0837  70.440268  23.032706
58000.61353  9.693  0.017 W1 10  0.0846  70.440253  23.032667
58367.13186  9.678  0.018 W1 10  0.0855  70.440242  23.032667
57636.24486  9.735  0.016 W1 10  0.0867  70.440242  23.032667
58367.26277  9.700  0.016 W1 10  0.0871  70.440229  23.032675
58000.08979  9.706  0.016 W1 10  0.0877  70.440260  23.032668
56716.24561  9.655  0.013 W1 10  0.0892  70.440225  23.032680
57436.75888  9.686  0.015 W1 10  0.0898  70.440272  23.032675
58367.39367  9.693  0.016 W1 10  0.0901  70.440272  23.032675
56715.52119  9.682  0.019 W1 10  0.0914  70.440225  23.032679
56906.91659  9.690  0.014 W1 10  0.0930  70.440273  23.032705
57075.08810  9.667  0.016 W1 10  0.0930  70.440244  23.032665
58889.02860  9.693  0.016 W1 10  0.0940  70.440247  23.032664
57075.21951  9.664  0.013 W1 10  0.0944  70.440242  23.032665
57268.45889  9.700  0.017 W1 10  0.0953  70.440272  23.032673
57268.65563  9.692  0.014 W1 10  0.0956  70.440279  23.032694
58367.52406  9.686  0.017 W1 10  0.0958  70.440254  23.032664
57801.21034  9.693  0.021 W1 10  0.0958  70.440247  23.032664
56906.58767  9.676  0.014 W1 10  0.0966  70.440222  23.032697
58158.21276  9.708  0.014 W1 10  0.0970  70.440248  23.032663
57271.93535  9.684  0.017 W1 10  0.0971  70.440239  23.032665
58730.82776  9.698  0.016 W1 10  0.0971  70.440276  23.032677
58000.02434  9.686  0.020 W1 10  0.0998  70.440276  23.032676
56715.71869  9.626  0.016 W1 10  0.0999  70.440242  23.032717
56715.91632  9.651  0.014 W1 10  0.1018  70.440219  23.032687
58731.35099  9.708  0.021 W1 10  0.1024  70.440241  23.032663
57800.75179  9.714  0.017 W1 10  0.1040  70.440277  23.032675
57999.76241  9.692  0.015 W1 10  0.1044  70.440225  23.032673
57436.89004  9.705  0.014 W1 10  0.1051  70.440225  23.032672
58158.67093  9.680  0.015 W1 10  0.1065  70.440232  23.032666
58731.41645  9.697  0.016 W1 10  0.1071  70.440264  23.032663
59095.45038  9.703  0.015 W1 10  0.1072  70.440276  23.032672
58522.57208  9.693  0.016 W1 10  0.1075  70.440245  23.032660
57268.78679  9.704  0.016 W1 10  0.1090  70.440220  23.032677
58522.89922  9.686  0.015 W1 10  0.1100  70.440230  23.032666
59095.12338  9.698  0.014 W1 10  0.1107  70.440228  23.032667
57999.95876  9.696  0.015 W1 10  0.1112  70.440222  23.032673
58158.08186  9.705  0.015 W1 10  0.1115  70.440274  23.032668
57801.01385  9.671  0.016 W1 10  0.1121  70.440271  23.032666
56906.85088  9.587  0.018 W1 10  0.1126  70.440252  23.032721
58522.37573  9.695  0.016 W1 10  0.1131  70.440253  23.032659
58522.63741  9.713  0.018 W1 10  0.1174  70.440279  23.032671
58731.28567  9.716  0.015 W1 10  0.1179  70.440232  23.032662
56906.85075  9.683  0.020 W1 10  0.1197  70.440215  23.032681
58158.40912  9.691  0.015 W1 10  0.1207  70.440251  23.032657
58522.44118  9.712  0.015 W1 10  0.1207  70.440245  23.032657
57074.36571  9.695  0.018 W1 10  0.1213  70.440216  23.032678
58522.31028  9.691  0.016 W1 10  0.1247  70.440269  23.032660
58522.76831  9.697  0.015 W1 10  0.1251  70.440275  23.032664
57801.60318  9.711  0.015 W1 10  0.1252  70.440256  23.032656
58367.13199  9.686  0.019 W1 10  0.1258  70.440281  23.032670
59095.71193  9.702  0.017 W1 10  0.1267  70.440279  23.032667
57436.95562  9.697  0.016 W1 10  0.1280  70.440212  23.032682
58366.93564  9.698  0.017 W1 10  0.1282  70.440263  23.032657
56906.78505  9.695  0.015 W1 10  0.1300  70.440232  23.032722
58889.15937  9.704  0.017 W1 10  0.1302  70.440259  23.032655
57433.74363  9.688  0.016 W1 10  0.1303  70.440228  23.032660
58522.50663  9.702  0.016 W1  5  0.1311  70.440254  23.032654
57074.62841  9.621  0.016 W1 10  0.1317  70.440220  23.032666
57074.89111  9.682  0.014 W1  5  0.1318  70.440230  23.032659
57437.21781  9.689  0.016 W1 10  0.1323  70.440229  23.032659
58157.95095  9.702  0.015 W1 10  0.1326  70.440219  23.032667
59095.25415  9.696  0.016 W1 10  0.1329  70.440261  23.032655
59095.84271  9.704  0.016 W1 10  0.1345  70.440264  23.032655
57268.45877  9.697  0.018 W1 10  0.1357  70.440217  23.032668
58889.42105  9.705  0.014 W1 10  0.1358  70.440267  23.032656
57436.62785  9.721  0.017 W1 10  0.1375  70.440231  23.032656
58730.95854  9.713  0.015 W1 10  0.1474  70.440224  23.032657
59095.51571  9.693  0.018 W1 10  0.1479  70.440225  23.032656
59095.58116  9.700  0.015 W1 10  0.1482  70.440235  23.032651
57271.21386  9.697  0.014 W1 10  0.1491  70.440278  23.032722
57268.59005  9.699  0.019 W1 10  0.1491  70.440294  23.032698
58731.54735  9.701  0.018 W1 10  0.1493  70.440280  23.032659
58889.61728  9.706  0.018 W1 10  0.1496  70.440235  23.032651
57433.87479  9.692  0.016 W1 10  0.1499  70.440257  23.032649
58522.63754  9.693  0.018 W1 10  0.1499  70.440258  23.032649
58000.48250  9.653  0.018 W1 10  0.1500  70.440212  23.032667
58889.29015  9.671  0.019 W1 10  0.1551  70.440274  23.032653
58889.74806  9.702  0.015 W1 10  0.1559  70.440287  23.032663
59095.97349  9.690  0.016 W1 10  0.1565  70.440244  23.032647
57268.58993  9.720  0.019 W1  5  0.1570  70.440220  23.032656
58731.22022  9.757  0.017 W1 10  0.1572  70.440236  23.032648
57433.94037  9.704  0.021 W1 10  0.1596  70.440204  23.032676
58889.55183  9.699  0.015 W1 10  0.1601  70.440236  23.032647
58367.19732  9.628  0.019 W1  5  0.1614  70.440215  23.032659
58730.69686  9.700  0.014 W1 10  0.1652  70.440223  23.032652
58367.06654  9.699  0.021 W1 10  0.1669  70.440296  23.032672
58889.48638  9.690  0.016 W1 10  0.1692  70.440281  23.032653
57635.72074  9.673  0.015 W1 10  0.1698  70.440201  23.032677
58889.87883  9.712  0.015 W1 10  0.1735  70.440259  23.032643
57437.08665  9.694  0.015 W1 10  0.1824  70.440305  23.032686
58731.67812  9.707  0.016 W1 10  0.1844  70.440230  23.032642
57269.04911  9.665  0.019 W1  0  0.1967  70.440214  23.032646
59095.38493  9.690  0.017 W1 10  0.1985  70.440248  23.032635
58363.92499  9.701  0.017 W1 10  0.2033  70.440239  23.032634
58731.08944  9.681  0.020 W1 10  0.2069  70.440310  23.032673
58889.29028  9.680  0.017 W1 10  0.2085  70.440279  23.032638
59102.38265  9.688  0.016 W1 10  0.2189  70.440303  23.032654
58000.02421  9.645  0.019 W1 10  0.2223  70.440199  23.032650
58367.06641  9.715  0.018 W1 10  0.2529  70.440241  23.032620
57436.36566  9.700  0.020 W1  0  0.3122  70.440198  23.032618
57269.04923  9.655  0.017 W1  5  0.4842  70.440370  23.032766
57075.02239  9.724  0.016 W1 10  0.7725  70.440035  23.032608
55254.07017  9.459  0.018 W2 10  0.1421  70.440231  23.032725
55253.93786  9.451  0.019 W2 10  0.2020  70.440218  23.032738
55253.73934  9.454  0.018 W2 10  0.2158  70.440202  23.032730
55253.34243  9.453  0.019 W2 10  0.2203  70.440229  23.032748
55253.60704  9.411  0.020 W2 10  0.2265  70.440216  23.032745
55253.67326  9.462  0.027 W2 10  0.2267  70.440221  23.032747
55253.21013  9.392  0.025 W2 10  0.2308  70.440205  23.032739
55254.20247  9.406  0.020 W2 10  0.2613  70.440189  23.032736
55253.80556  9.456  0.020 W2 10  0.2622  70.440207  23.032751
55254.20260  9.408  0.022 W2 10  0.2838  70.440202  23.032755
55253.47474  9.462  0.022 W2 10  0.2924  70.440195  23.032753
55249.30633  9.496  0.022 W2 10  0.3315  70.440186  23.032761
57269.18039  9.483  0.015 W2 10  0.0075  70.440252  23.032690
57635.39322  9.442  0.014 W2 10  0.0097  70.440249  23.032693
57268.72121  9.472  0.015 W2 10  0.0127  70.440251  23.032687
56715.38940  9.427  0.015 W2  5  0.0141  70.440247  23.032693
57433.61260  9.483  0.016 W2 10  0.0147  70.440251  23.032694
57635.98280  9.459  0.017 W2 10  0.0177  70.440245  23.032691
57635.85177  9.458  0.015 W2 10  0.0213  70.440245  23.032693
56907.17967  9.458  0.015 W2 10  0.0240  70.440257  23.032687
57801.34124  9.490  0.016 W2 10  0.0242  70.440257  23.032690
57636.11383  9.491  0.016 W2 10  0.0246  70.440243  23.032689
57075.02252  9.433  0.015 W2 10  0.0248  70.440256  23.032694
56907.44275  9.457  0.015 W2 10  0.0257  70.440243  23.032693
58000.15524  9.432  0.017 W2 10  0.0264  70.440251  23.032697
58158.53951  9.479  0.017 W2 10  0.0278  70.440249  23.032682
57271.34501  9.481  0.016 W2 10  0.0303  70.440246  23.032683
57268.91795  9.449  0.016 W2 10  0.0325  70.440259  23.032693
57272.19780  9.480  0.013 W2 10  0.0334  70.440242  23.032695
56907.04813  9.485  0.015 W2 10  0.0350  70.440240  23.032693
57271.67304  9.482  0.015 W2 10  0.0352  70.440245  23.032699
57268.19645  9.471  0.015 W2 10  0.0361  70.440248  23.032700
57074.95681  9.443  0.015 W2 10  0.0364  70.440241  23.032695
57801.07931  9.451  0.014 W2 10  0.0375  70.440242  23.032683
56906.98242  9.447  0.017 W2 10  0.0383  70.440260  23.032694
58889.35560  9.482  0.013 W2 10  0.0391  70.440256  23.032681
58157.82005  9.476  0.018 W2 10  0.0392  70.440257  23.032681
57271.80419  9.454  0.014 W2 10  0.0408  70.440243  23.032681
59095.31960  9.476  0.016 W2 10  0.0417  70.440239  23.032696
57271.73862  9.474  0.015 W2 10  0.0439  70.440250  23.032678
57800.94827  9.461  0.018 W2 10  0.0471  70.440238  23.032683
57271.54188  9.469  0.015 W2 10  0.0480  70.440261  23.032699
56907.31121  9.455  0.015 W2 10  0.0483  70.440239  23.032699
56906.71921  9.453  0.015 W2 10  0.0485  70.440263  23.032695
57800.62089  9.459  0.015 W2 10  0.0486  70.440236  23.032688
58000.35160  9.446  0.015 W2 10  0.0508  70.440250  23.032676
57074.49699  9.498  0.014 W2 10  0.0513  70.440256  23.032703
57075.35080  9.487  0.015 W2 10  0.0527  70.440261  23.032680
57271.60746  9.455  0.015 W2 10  0.0530  70.440251  23.032675
57434.07140  9.369  0.034 W2 10  0.0531  70.440237  23.032699
57271.47617  9.446  0.014 W2 10  0.0541  70.440246  23.032675
58367.65548  9.481  0.018 W2 10  0.0545  70.440251  23.032675
57433.48144  9.449  0.014 W2 10  0.0565  70.440233  23.032687
57801.14476  9.480  0.016 W2 10  0.0569  70.440240  23.032677
