# MJD mag magerr filter distance ra dec
55265.28643 13.146  0.056 W1  0.2187  85.415421  -9.290414
55265.28643 12.525  0.070 W2  0.2187  85.415421  -9.290414
55265.28643  0.620  0.089 W1mW2  0.2187  85.415421  -9.290414
56729.58970 13.192  0.050 W1  0.2865  85.415426  -9.290437
56729.58970 12.647  0.077 W2  0.2865  85.415426  -9.290437
56729.58970  0.545  0.092 W1mW2  0.2865  85.415426  -9.290437
56921.47373 13.182  0.059 W1  0.2902  85.415439  -9.290431
56921.47373 12.603  0.074 W2  0.2902  85.415439  -9.290431
56921.47373  0.579  0.095 W1mW2  0.2902  85.415439  -9.290431
57089.10628 13.142  0.053 W1  0.2723  85.415419  -9.290432
57089.10628 12.547  0.075 W2  0.2723  85.415419  -9.290432
57089.10628  0.595  0.092 W1mW2  0.2723  85.415419  -9.290432
57283.31756 13.152  0.050 W1  0.2601  85.415444  -9.290423
57283.31756 12.569  0.083 W2  0.2601  85.415444  -9.290423
57283.31756  0.582  0.097 W1mW2  0.2601  85.415444  -9.290423
57448.23283 13.165  0.071 W1  0.3256  85.415424  -9.290448
57448.23283 12.573  0.079 W2  0.3256  85.415424  -9.290448
57448.23283  0.591  0.106 W1mW2  0.3256  85.415424  -9.290448
57647.98166 13.168  0.056 W1  0.2882  85.415434  -9.290435
57647.98166 12.597  0.095 W2  0.2882  85.415434  -9.290435
57647.98166  0.571  0.110 W1mW2  0.2882  85.415434  -9.290435
57812.79570 13.201  0.059 W1  0.3045  85.415434  -9.290434
57812.79570 12.647  0.102 W2  0.3045  85.415434  -9.290434
57812.79570  0.554  0.118 W1mW2  0.3045  85.415434  -9.290434
58014.58296 13.192  0.059 W1  0.2245  85.415428  -9.290412
58014.58296 12.651  0.076 W2  0.2245  85.415428  -9.290412
58014.58296  0.541  0.096 W1mW2  0.2245  85.415428  -9.290412
58169.82419 13.257  0.209 W1  0.2871  85.415420  -9.290425
58169.82419 12.659  0.188 W2  0.2871  85.415420  -9.290425
58169.82419  0.598  0.282 W1mW2  0.2871  85.415420  -9.290425
58378.77654 13.179  0.052 W1  0.2795  85.415446  -9.290425
58378.77654 12.594  0.079 W2  0.2795  85.415446  -9.290425
58378.77654  0.586  0.095 W1mW2  0.2795  85.415446  -9.290425
58536.46110 13.185  0.051 W1  0.2598  85.415421  -9.290414
58536.46110 12.579  0.078 W2  0.2598  85.415421  -9.290414
58536.46110  0.606  0.093 W1mW2  0.2598  85.415421  -9.290414
58743.62869 13.168  0.055 W1  0.2690  85.415438  -9.290427
58743.62869 12.568  0.091 W2  0.2690  85.415438  -9.290427
58743.62869  0.599  0.106 W1mW2  0.2690  85.415438  -9.290427
58900.69117 13.198  0.081 W1  0.2552  85.415427  -9.290414
58900.69117 12.594  0.096 W2  0.2552  85.415427  -9.290414
58900.69117  0.604  0.125 W1mW2  0.2552  85.415427  -9.290414
59110.05609 13.167  0.074 W1  0.2957  85.415435  -9.290436
59110.05609 12.620  0.085 W2  0.2957  85.415435  -9.290436
59110.05609  0.547  0.113 W1mW2  0.2957  85.415435  -9.290436
