# MJD mag magerr filter flag distance ra dec
55250.63065 14.195  0.063 W1 10  0.1532  65.410297  27.904023
55248.11636 14.264  0.075 W1 10  0.1831  65.410312  27.904010
55247.78554 14.275  0.065 W1 10  0.2092  65.410386  27.904055
55250.43213 14.199  0.067 W1 10  0.2128  65.410301  27.904003
55250.49834 14.240  0.076 W1 10  0.2568  65.410396  27.904084
55250.76295 14.278  0.075 W1 10  0.2866  65.410332  27.903981
55248.24879 14.476  0.079 W1 10  0.2882  65.410372  27.903995
55250.36604 14.452  0.085 W1 10  0.3047  65.410393  27.904115
55248.51340 14.193  0.074 W1 10  0.3070  65.410398  27.904010
55247.98406 14.180  0.062 W1 10  0.3278  65.410404  27.904008
55248.05027 14.252  0.066 W1 10  0.3360  65.410291  27.903970
55247.65323 14.186  0.061 W1 10  0.3600  65.410386  27.903979
55247.52093 14.363  0.068 W1 10  0.3605  65.410282  27.904154
55250.16752 14.169  0.089 W1 10  0.3769  65.410232  27.903990
55247.91797 14.329  0.067 W1 10  0.4030  65.410351  27.903952
55248.18257 14.236  0.077 W1 10  0.4199  65.410277  27.903950
55250.29982 14.222  0.069 W1 10  0.4934  65.410469  27.904022
56712.95342 14.352  0.066 W1  5  0.0466  65.410317  27.904047
56712.55830 14.376  0.072 W1  5  0.0543  65.410312  27.904046
57996.42246 14.219  0.061 W1 10  0.1091  65.410334  27.904087
58885.62854 14.378  0.075 W1  5  0.1470  65.410301  27.904023
57797.34740 14.360  0.065 W1 10  0.1635  65.410359  27.904030
58154.80976 14.367  0.067 W1 10  0.1673  65.410353  27.904024
56903.88989 14.345  0.076 W1 10  0.1872  65.410352  27.904016
57265.17803 14.406  0.066 W1 10  0.2023  65.410373  27.904029
59091.72193 14.375  0.081 W1  5  0.2040  65.410306  27.904005
57631.98565 14.353  0.066 W1  5  0.2111  65.410362  27.904015
58727.88308 14.403  0.088 W1 10  0.2141  65.410377  27.904028
56712.82176 14.292  0.067 W1 10  0.2330  65.410362  27.904007
57430.53267 14.600  0.075 W1  0  0.2441  65.410392  27.904083
57798.19866 14.389  0.086 W1 10  0.2459  65.410243  27.904061
57430.46709 14.293  0.071 W1 10  0.2656  65.410335  27.903987
56903.62681 14.300  0.072 W1 10  0.2901  65.410363  27.903989
56712.62413 14.168  0.059 W1 10  0.2970  65.410397  27.904014
58518.90907 14.270  0.060 W1 10  0.3128  65.410403  27.904014
58886.21710 14.312  0.079 W1 10  0.3219  65.410336  27.903972
57071.93635 14.264  0.069 W1 10  0.3227  65.410421  27.904064
57071.60795 14.388  0.073 W1 10  0.3316  65.410396  27.903997
56712.42663 14.262  0.063 W1 10  0.3453  65.410385  27.903983
57430.33606 14.388  0.083 W1 10  0.3459  65.410409  27.904005
57079.22684 14.314  0.085 W1 10  0.3494  65.410410  27.904004
57430.20490 14.406  0.070 W1  5  0.3497  65.410341  27.903965
58361.11019 14.414  0.082 W1  5  0.3529  65.410274  27.903971
57265.37477 14.122  0.055 W1 10  0.3582  65.410359  27.903967
57265.11245 14.681  0.115 W1 10  0.3607  65.410250  27.904139
56712.69009 14.317  0.059 W1 10  0.3686  65.410419  27.904006
57996.22611 14.200  0.064 W1 10  0.3965  65.410348  27.903953
57632.44419 14.306  0.065 W1 10  0.3975  65.410408  27.903982
58519.03998 14.301  0.063 W1 10  0.4002  65.410407  27.903980
57632.83729 14.315  0.077 W1 10  0.4023  65.410402  27.903975
57072.06777 14.264  0.057 W1 10  0.4105  65.410417  27.903984
56712.49246 14.429  0.068 W1 10  0.4119  65.410377  27.903957
57632.70626 14.348  0.090 W1 10  0.4133  65.410374  27.903955
57264.91559 14.088  0.055 W1 10  0.4137  65.410401  27.903970
57265.11233 14.269  0.068 W1 10  0.4144  65.410432  27.904001
57264.78443 14.077  0.057 W1 10  0.4255  65.410451  27.904035
57632.24771 14.308  0.078 W1 10  0.4309  65.410438  27.904002
57997.07711 14.462  0.082 W1 10  0.4346  65.410289  27.903942
56902.90328 14.316  0.067 W1 10  0.4346  65.410405  27.903965
57265.04675 14.261  0.064 W1 10  0.4407  65.410455  27.904033
58519.36711 14.358  0.067 W1 10  0.4444  65.410456  27.904031
56711.96541 14.406  0.066 W1  5  0.4446  65.410449  27.904012
56903.03482 14.354  0.066 W1 10  0.4458  65.410387  27.903951
56903.56110 14.181  0.062 W1 10  0.4493  65.410415  27.903967
56903.16636 14.296  0.071 W1 10  0.4559  65.410352  27.903937
57797.74024 14.426  0.095 W1 10  0.4583  65.410387  27.903947
56712.22900 14.373  0.073 W1 10  0.4732  65.410311  27.903929
58727.29427 14.382  0.070 W1 10  0.4750  65.410454  27.904001
57265.76837 14.277  0.059 W1 10  0.4828  65.410462  27.904012
58518.97452 14.286  0.080 W1 10  0.4900  65.410396  27.903942
58519.23621 14.305  0.068 W1 10  0.4917  65.410363  27.903929
58364.38264 14.496  0.093 W1 10  0.4930  65.410436  27.903969
56712.09721 14.200  0.067 W1 10  0.4939  65.410441  27.903974
58727.81763 14.207  0.060 W1 10  0.4988  65.410392  27.903937
58154.54795 14.228  0.058 W1 10  0.5023  65.410386  27.903933
57996.94620 14.519  0.079 W1  5  0.5042  65.410385  27.903932
58886.08632 14.209  0.059 W1 10  0.5070  65.410451  27.903980
58360.39035 14.340  0.072 W1 10  0.5084  65.410469  27.904008
57431.18821 14.183  0.056 W1 10  0.5103  65.410433  27.903959
56903.42956 14.144  0.083 W1 10  0.5359  65.410445  27.903960
58727.75217 14.324  0.064 W1 10  0.5360  65.410458  27.903975
58155.13702 14.221  0.058 W1 10  0.5361  65.410465  27.903984
57996.61894 14.143  0.064 W1 10  0.5388  65.410483  27.904021
57797.54376 14.239  0.089 W1 10  0.5391  65.410316  27.903910
57797.80582 14.593  0.087 W1  5  0.5446  65.410149  27.904050
58728.14425 14.257  0.061 W1 10  0.5446  65.410335  27.903909
57798.06775 14.451  0.086 W1 10  0.5454  65.410348  27.903910
58360.25957 14.385  0.075 W1 10  0.5473  65.410470  27.903986
57798.19878 14.360  0.074 W1 10  0.5529  65.410365  27.903912
57430.92602 14.159  0.060 W1 10  0.5559  65.410423  27.903935
56903.29790 14.431  0.130 W1 10  0.5589  65.410346  27.903906
58360.71760 14.224  0.059 W1 10  0.5616  65.410487  27.904008
58728.27553 14.257  0.061 W1 10  0.5620  65.410441  27.903946
57996.68440 14.247  0.093 W1 10  0.5644  65.410422  27.903932
57996.48791 14.492  0.084 W1 10  0.5646  65.410323  27.903903
56712.09733 14.446  0.071 W1 10  0.5693  65.410428  27.903934
57071.93648 14.274  0.067 W1 10  0.5713  65.410331  27.903902
57071.54237 14.400  0.066 W1 10  0.5738  65.410434  27.903937
57997.07723 14.373  0.066 W1 10  0.5739  65.410468  27.903969
58154.41705 14.246  0.066 W1  5  0.5741  65.410427  27.903932
58885.89009 14.302  0.087 W1  5  0.5834  65.410277  27.903902
58155.00612 14.229  0.057 W1 10  0.5856  65.410449  27.903944
57071.47666 14.290  0.060 W1 10  0.5860  65.410448  27.903943
58886.28255 14.291  0.062 W1 10  0.5869  65.410408  27.903917
56903.49527 14.236  0.084 W1 10  0.5875  65.410453  27.903947
59092.04881 14.179  0.061 W1 10  0.5882  65.410289  27.903899
56712.95355 14.394  0.089 W1 10  0.5967  65.410340  27.903895
57631.85462 14.294  0.064 W1 10  0.5969  65.410503  27.904023
57632.57523 14.553  0.110 W1 10  0.6042  65.410475  27.903963
57430.79486 14.373  0.071 W1 10  0.6087  65.410377  27.903899
57265.30919 14.250  0.060 W1 10  0.6136  65.410449  27.903934
57797.21637 14.177  0.098 W1  5  0.6172  65.410447  27.903930
56903.75835 14.276  0.070 W1 10  0.6184  65.410436  27.903922
58154.28614 14.218  0.060 W1 10  0.6209  65.410440  27.903924
57071.21396 14.355  0.063 W1 10  0.6264  65.410351  27.903888
57430.72928 14.319  0.063 W1 10  0.6338  65.410426  27.903911
57430.59825 14.303  0.062 W1 10  0.6369  65.410381  27.903892
58727.62140 14.318  0.063 W1 10  0.6482  65.410445  27.903918
58361.24109 14.382  0.081 W1 10  0.6626  65.410437  27.903907
57996.81530 14.292  0.077 W1 10  0.6724  65.410491  27.903951
58360.58670 14.333  0.065 W1 10  0.6793  65.410392  27.903882
58727.42504 14.176  0.059 W1 10  0.6820  65.410426  27.903896
58519.10492 14.368  0.064 W1  0  0.6854  65.410477  27.903930
58360.39047 14.382  0.072 W1 10  0.6876  65.410445  27.903904
57797.67479 14.194  0.062 W1 10  0.6921  65.410473  27.903924
57071.08255 14.358  0.069 W1 10  0.6997  65.410356  27.903868
57632.31316 14.491  0.079 W1  5  0.7019  65.410494  27.903941
58886.15177 14.409  0.069 W1 10  0.7051  65.410379  27.903871
57265.50593 14.249  0.060 W1 10  0.7062  65.410453  27.903903
56903.36373 14.299  0.067 W1 10  0.7071  65.410513  27.903962
59092.17971 14.321  0.063 W1 10  0.7132  65.410417  27.903882
57996.09520 14.243  0.064 W1 10  0.7147  65.410421  27.903883
58360.65215 14.286  0.062 W1 10  0.7147  65.410488  27.903928
58886.60955 14.354  0.068 W1  5  0.7201  65.410485  27.903923
57071.80507 14.212  0.057 W1 10  0.7244  65.410458  27.903900
57996.35701 14.294  0.062 W1 10  0.7324  65.410469  27.903905
59091.59115 14.231  0.061 W1  5  0.7359  65.410413  27.903873
58885.62841 14.345  0.076 W1  5  0.7407  65.410496  27.903926
57265.63721 14.163  0.059 W1 10  0.7442  65.410517  27.903948
58518.77829 14.240  0.070 W1 10  0.7448  65.410310  27.903853
58886.34800 14.357  0.066 W1 10  0.7551  65.410489  27.903913
58886.47878 14.261  0.070 W1 10  0.7572  65.410483  27.903907
58728.01385 14.293  0.063 W1 10  0.7596  65.410494  27.903916
58885.75932 14.323  0.072 W1  5  0.7603  65.410446  27.903881
58519.49750 14.244  0.059 W1 10  0.7607  65.410505  27.903926
59091.98348 14.385  0.070 W1 10  0.7613  65.410454  27.903885
57071.60808 14.326  0.071 W1 10  0.7628  65.410409  27.903863
58519.17037 14.317  0.090 W1 10  0.7672  65.410515  27.903934
58886.02087 14.282  0.072 W1 10  0.7687  65.410498  27.903916
58360.78306 14.275  0.075 W1 10  0.7694  65.410483  27.903902
