# MJD mag magerr filter flag distance ra dec
55284.00449  9.517  0.026 W1 10  0.9094 277.934965  -2.129420
55284.33532  9.699  0.022 W1 10  0.9167 277.935106  -2.129402
55283.73989  9.761  0.026 W1 10  1.2003 277.935088  -2.129491
55283.93841  9.602  0.023 W1 10  1.2074 277.935120  -2.129483
55283.47528  9.746  0.027 W1 10  1.3150 277.935104  -2.129520
55283.80610  9.672  0.021 W1 10  1.4477 277.935132  -2.129550
55292.14215  9.604  0.026 W1 10  1.4732 277.935086  -2.129570
55284.46762  9.462  0.024 W1 10  1.4819 277.935086  -2.129573
55284.07071  9.697  0.027 W1 10  1.4847 277.935094  -2.129571
55283.60758  9.603  0.022 W1 10  1.5743 277.935071  -2.129602
55283.87219  9.686  0.024 W1 10  1.8502 277.935082  -2.129677
55284.20301  9.584  0.026 W1 10  1.9134 277.935107  -2.129691
56748.86842  9.528  0.020 W1 10  0.6792 277.935078  -2.129342
58937.71731  9.792  0.022 W1  5  0.7430 277.935073  -2.129363
57110.57835  9.542  0.021 W1  5  0.7439 277.935049  -2.129371
56927.80319  9.614  0.027 W1 10  0.7658 277.935034  -2.129380
56748.53938  9.386  0.022 W1  5  0.7749 277.935085  -2.129368
59101.76481  9.651  0.019 W1  5  0.7809 277.935057  -2.129379
56748.60522  9.691  0.021 W1 10  0.7875 277.935078  -2.129374
58937.45575  9.829  0.027 W1  5  0.8448 277.935040  -2.129401
59101.24170  9.645  0.021 W1  5  0.8552 277.935083  -2.129392
57110.51264  9.673  0.025 W1  5  0.8634 277.935084  -2.129395
58569.90227  9.641  0.024 W1  5  0.8747 277.935022  -2.129412
58009.42302  9.704  0.021 W1  5  0.8881 277.935085  -2.129402
58205.95343  9.650  0.021 W1  5  0.8937 277.935058  -2.129411
57289.61714  9.740  0.025 W1  5  0.9066 277.935077  -2.129410
59100.78392  9.685  0.023 W1  5  0.9147 277.935135  -2.129386
57649.25261  9.663  0.018 W1  5  0.9300 277.935082  -2.129415
57648.53200  9.782  0.021 W1  5  0.9451 277.935063  -2.129425
59100.91470  9.713  0.023 W1  5  0.9485 277.935060  -2.129427
