# MJD mag magerr filter distance ra dec
55263.58037 11.023  0.334 W1  1.4598  83.813803  -5.263042
55263.58037  9.960  0.244 W2  1.4598  83.813803  -5.263042
55263.58037  1.063  0.414 W1mW2  1.4598  83.813803  -5.263042
55264.18785 11.116  0.186 W1  1.1205  83.813662  -5.263034
55264.18785 10.241  0.330 W2  1.1205  83.813662  -5.263034
55264.18785  0.875  0.379 W1mW2  1.1205  83.813662  -5.263034
56728.48902 10.546  0.046 W1  0.9931  83.813794  -5.263201
56728.48902 10.214  0.036 W2  0.9931  83.813794  -5.263201
56728.48902  0.332  0.058 W1mW2  0.9931  83.813794  -5.263201
56919.74779 11.107  0.176 W1  1.0190  83.813807  -5.263212
56919.74779 10.132  0.149 W2  1.0190  83.813807  -5.263212
56919.74779  0.975  0.231 W1mW2  1.0190  83.813807  -5.263212
57087.42995 11.147  0.185 W1  1.0576  83.813801  -5.263174
57087.42995 10.191  0.130 W2  1.0576  83.813801  -5.263174
57087.42995  0.956  0.226 W1mW2  1.0576  83.813801  -5.263174
57281.67069 10.835  0.805 W1  1.2094  83.813724  -5.263067
57281.67069 10.187  0.143 W2  1.2094  83.813724  -5.263067
57281.67069  0.647  0.818 W1mW2  1.2094  83.813724  -5.263067
57282.23917 10.617  0.671 W1  0.9481  83.813657  -5.263190
57282.23917 10.250  0.189 W2  0.9481  83.813657  -5.263190
57282.23917  0.368  0.697 W1mW2  0.9481  83.813657  -5.263190
57446.78218 11.197  0.211 W1  1.0904  83.813834  -5.263386
57446.78218 10.062  0.114 W2  1.0904  83.813834  -5.263386
57446.78218  1.135  0.240 W1mW2  1.0904  83.813834  -5.263386
57447.04437 11.206  0.197 W1  0.2904  83.813583  -5.263242
57447.04437 10.127  0.079 W2  0.2904  83.813583  -5.263242
57447.04437  1.079  0.212 W1mW2  0.2904  83.813583  -5.263242
57645.81466 11.151  0.232 W1  0.8338  83.813634  -5.263127
57645.81466 10.157  0.175 W2  0.8338  83.813634  -5.263127
57645.81466  0.993  0.290 W1mW2  0.8338  83.813634  -5.263127
57646.25146 10.984  0.447 W1  1.0412  83.813595  -5.263124
57646.25146 10.251  0.184 W2  1.0412  83.813595  -5.263124
57646.25146  0.733  0.484 W1mW2  1.0412  83.813595  -5.263124
57654.26541 11.053  0.169 W1  0.9319  83.813692  -5.263100
57654.26541 10.165  0.168 W2  0.9319  83.813692  -5.263100
57654.26541  0.888  0.238 W1mW2  0.9319  83.813692  -5.263100
57810.83177 11.064  0.172 W1  0.7193  83.813726  -5.263386
57810.83177 10.073  0.139 W2  0.7193  83.813726  -5.263386
57810.83177  0.991  0.221 W1mW2  0.7193  83.813726  -5.263386
58012.86140 11.130  0.175 W1  0.2154  83.813551  -5.263251
58012.86140 10.248  0.150 W2  0.2154  83.813551  -5.263251
58012.86140  0.882  0.230 W1mW2  0.2154  83.813551  -5.263251
58013.31956 11.304  0.216 W1  1.1814  83.813707  -5.263593
58013.31956 10.039  0.138 W2  1.1814  83.813707  -5.263593
58013.31956  1.265  0.256 W1mW2  1.1814  83.813707  -5.263593
58167.63241 11.202  0.208 W1  1.4126  83.813836  -5.263051
58167.63241 10.079  0.181 W2  1.4126  83.813836  -5.263051
58167.63241  1.123  0.276 W1mW2  1.4126  83.813836  -5.263051
58168.22097 10.487  0.107 W1  0.7375  83.813740  -5.263263
58168.22097 10.071  0.156 W2  0.7375  83.813740  -5.263263
58168.22097  0.416  0.189 W1mW2  0.7375  83.813740  -5.263263
58173.98076 11.705  0.372 W1  1.0611  83.813797  -5.263163
58173.98076 10.315  0.153 W2  1.0611  83.813797  -5.263163
58173.98076  1.390  0.402 W1mW2  1.0611  83.813797  -5.263163
58376.62567 10.851  0.039 W1  0.9363  83.813650  -5.263074
58376.62567 10.121  0.183 W2  0.9363  83.813650  -5.263074
58376.62567  0.730  0.187 W1mW2  0.9363  83.813650  -5.263074
58377.43278 10.908  0.309 W1  0.9542  83.813485  -5.263207
58377.43278 10.232  0.189 W2  0.9542  83.813485  -5.263207
58377.43278  0.676  0.362 W1mW2  0.9542  83.813485  -5.263207
58740.90655 11.073  0.165 W1  0.7513  83.813665  -5.263478
58740.90655 10.232  0.167 W2  0.7513  83.813665  -5.263478
58740.90655  0.841  0.235 W1mW2  0.7513  83.813665  -5.263478
58741.38631 10.960  0.405 W1  0.8158  83.813519  -5.263375
58741.38631 10.204  0.197 W2  0.8158  83.813519  -5.263375
58741.38631  0.756  0.450 W1mW2  0.8158  83.813519  -5.263375
58742.01865 10.756  0.332 W1  0.7686  83.813715  -5.263192
58742.01865 10.268  0.205 W2  0.7686  83.813715  -5.263192
58742.01865  0.488  0.390 W1mW2  0.7686  83.813715  -5.263192
58898.70361 10.343  0.092 W1  1.0667  83.813814  -5.263194
58898.70361 10.222  0.165 W2  1.0667  83.813814  -5.263194
58898.70361  0.121  0.189 W1mW2  1.0667  83.813814  -5.263194
58899.22672 11.184  0.290 W1  1.6240  83.813849  -5.262980
58899.22672 10.360  0.165 W2  1.6240  83.813849  -5.262980
58899.22672  0.825  0.333 W1mW2  1.6240  83.813849  -5.262980
59108.46930 11.108  0.195 W1  0.8102  83.813551  -5.263118
59108.46930 10.159  0.100 W2  0.8102  83.813551  -5.263118
59108.46930  0.949  0.219 W1mW2  0.8102  83.813551  -5.263118
