# MJD mag magerr filter distance ra dec
55286.28662  5.055  0.155 W1  1.5731 279.619949   0.239111
55286.28662  4.676  0.204 W2  1.5731 279.619949   0.239111
55286.28662  0.379  0.256 W1mW2  1.5731 279.619949   0.239111
56750.56963  5.188  0.270 W1  1.9278 279.619928   0.239254
56750.56963  4.722  0.263 W2  1.9278 279.619928   0.239254
56750.56963  0.466  0.377 W1mW2  1.9278 279.619928   0.239254
56931.58736  5.049  0.301 W1  2.0333 279.620092   0.239063
56931.66737  4.832  0.269 W2  2.0291 279.620094   0.239050
56931.58736  0.217  0.404 W1mW2  2.0333 279.620092   0.239063
57112.30890  5.170  0.315 W1  1.6148 279.619849   0.239201
57112.30890  4.755  0.286 W2  1.6148 279.619849   0.239201
57112.30890  0.415  0.425 W1mW2  1.6148 279.619849   0.239201
57291.95703  5.093  0.369 W1  2.3749 279.620182   0.239054
57291.97069  4.790  0.282 W2  2.4436 279.620197   0.239096
57291.95703  0.303  0.464 W1mW2  2.3749 279.620182   0.239054
57477.94494  5.155  0.349 W1  1.9986 279.619933   0.239166
57477.87144  4.734  0.293 W2  1.9838 279.619921   0.239176
57477.94494  0.421  0.456 W1mW2  1.9986 279.619933   0.239166
57650.89897  5.025  0.302 W1  1.9256 279.620045   0.239070
57650.85438  4.736  0.277 W2  1.8940 279.620009   0.239098
57650.89897  0.288  0.410 W1mW2  1.9256 279.620045   0.239070
57843.47697  4.727  0.353 W1  1.5183 279.619842   0.239120
57843.50970  4.716  0.303 W2  1.5465 279.619869   0.239103
57843.47697  0.011  0.466 W1mW2  1.5183 279.619842   0.239120
58011.36219  4.960  0.387 W1  1.9568 279.620031   0.239141
58011.36219  4.828  0.342 W2  1.9568 279.620031   0.239141
58011.36219  0.132  0.517 W1mW2  1.9568 279.620031   0.239141
58207.75740  4.825  0.335 W1  2.2484 279.619998   0.239161
58207.75740  4.749  0.273 W2  2.2484 279.619998   0.239161
58207.75740  0.076  0.432 W1mW2  2.2484 279.619998   0.239161
58373.38550  5.037  0.342 W1  1.9231 279.620065   0.239005
58373.38550  4.883  0.347 W2  1.9231 279.620065   0.239005
58373.38550  0.155  0.487 W1mW2  1.9231 279.620065   0.239005
58574.82195  4.974  0.440 W1  1.9200 279.619954   0.239078
58574.82195  4.634  0.315 W2  1.9200 279.619954   0.239078
58574.82195  0.340  0.541 W1mW2  1.9200 279.619954   0.239078
58739.03534  5.250  0.718 W1  1.7901 279.620031   0.238964
58739.03534  4.904  0.380 W2  1.7901 279.620031   0.238964
58739.03534  0.346  0.812 W1mW2  1.7901 279.620031   0.238964
58939.19136  5.244  0.606 W1  1.8269 279.619931   0.239173
58939.16114  4.845  0.266 W2  1.9059 279.619916   0.239212
58939.19136  0.399  0.662 W1mW2  1.8269 279.619931   0.239173
59103.12593  4.843  0.346 W1  1.9661 279.620043   0.238947
59103.13517  4.967  0.586 W2  1.8589 279.619981   0.238959
59103.12593 -0.124  0.681 W1mW2  1.9661 279.620043   0.238947
