# MJD mag magerr filter distance ra dec
55285.76201 11.385  0.056 W2  1.5441 279.745427   0.552536
55286.20937 11.364  0.047 W2  1.5183 279.745418   0.552516
55292.34016 11.311  0.028 W2  1.4207 279.745394   0.552519
56749.98721 11.769  0.033 W2  1.3871 279.745385   0.552480
56750.47839 11.793  0.073 W2  1.5359 279.745425   0.552489
56929.64513 12.174  0.050 W2  1.6051 279.745402   0.552307
56930.33096 12.137  0.066 W2  1.5478 279.745390   0.552319
56932.73610 12.110  0.085 W2  1.4520 279.745359   0.552319
56933.34444 12.178  0.084 W2  1.3660 279.745336   0.552327
57112.51113 11.918  0.088 W2  1.5335 279.745422   0.552516
57113.00720 11.896  0.037 W2  1.5606 279.745433   0.552511
57291.83682 11.682  0.058 W2  1.4367 279.745365   0.552349
57292.31629 11.693  0.052 W2  1.3699 279.745352   0.552362
57476.59300 11.593  0.061 W2  1.4633 279.745405   0.552520
57477.16099 11.589  0.061 W2  1.4331 279.745397   0.552503
57479.55957 11.531  0.058 W2  1.4883 279.745410   0.552521
57480.11006 11.457  0.040 W2  1.4743 279.745329   0.552726
57650.72049 11.526  0.058 W2  1.4324 279.745371   0.552361
57651.20744 11.531  0.045 W2  1.2739 279.745324   0.552361
57843.61605 11.790  0.060 W2  1.4884 279.745411   0.552498
57844.13173 11.822  0.053 W2  1.4596 279.745405   0.552504
58010.92918 11.551  0.029 W2  1.5724 279.745403   0.552333
58011.51242 11.619  0.067 W2  1.4238 279.745344   0.552309
58012.04211 11.629  0.029 W2  1.4794 279.745367   0.552315
58207.71061 12.068  0.074 W2  1.3917 279.745385   0.552523
58208.19439 12.036  0.091 W2  1.5287 279.745416   0.552538
58216.09744 12.204  0.049 W2  1.3380 279.745370   0.552466
58371.73094 12.246  0.074 W2  1.5108 279.745354   0.552281
58372.33853 12.215  0.076 W2  1.3231 279.745306   0.552303
58379.79804 12.184  0.054 W2  1.4244 279.745324   0.552272
58574.72702 12.349  0.059 W2  1.5788 279.745434   0.552543
58575.25742 12.382  0.082 W2  1.5955 279.745434   0.552583
58738.75789 12.540  0.066 W2  1.4269 279.745336   0.552300
58739.34880 12.475  0.103 W2  1.3384 279.745316   0.552314
58938.89404 12.026  0.067 W2  1.5579 279.745427   0.552574
58939.37636 12.035  0.060 W2  1.4838 279.745406   0.552550
59102.87748 11.847  0.037 W2  1.3763 279.745368   0.552396
59103.40063 11.872  0.060 W2  1.4333 279.745367   0.552348
