# MJD mag magerr filter distance ra dec
55264.98085  8.905  0.040 W1  0.1329  85.677865 -10.419236
55264.98085  7.481  0.049 W2  0.1329  85.677865 -10.419236
55264.98085  1.424  0.063 W1mW2  0.1329  85.677865 -10.419236
55265.52220  8.915  0.051 W1  0.2250  85.677868 -10.419297
55265.52220  7.512  0.058 W2  0.2250  85.677868 -10.419297
55265.52220  1.403  0.077 W1mW2  0.2250  85.677868 -10.419297
55266.10563  8.890  0.039 W1  0.0888  85.677844 -10.419271
55266.10563  7.455  0.049 W2  0.0888  85.677844 -10.419271
55266.10563  1.435  0.063 W1mW2  0.0888  85.677844 -10.419271
56724.73459  8.871  0.034 W1  0.3889  85.677888 -10.419342
56724.73459  7.577  0.040 W2  0.3889  85.677888 -10.419342
56724.73459  1.294  0.052 W1mW2  0.3889  85.677888 -10.419342
56729.78307  8.865  0.040 W1  0.4082  85.677884 -10.419350
56729.78307  7.565  0.051 W2  0.4082  85.677884 -10.419350
56729.78307  1.300  0.065 W1mW2  0.4082  85.677884 -10.419350
56730.38566  8.761  0.069 W1  0.3806  85.677867 -10.419347
56730.38566  7.462  0.071 W2  0.3806  85.677867 -10.419347
56730.38566  1.300  0.099 W1mW2  0.3806  85.677867 -10.419347
56921.60343  8.766  0.041 W1  0.2652  85.677868 -10.419312
56921.60343  7.481  0.053 W2  0.2652  85.677868 -10.419312
56921.60343  1.285  0.067 W1mW2  0.2652  85.677868 -10.419312
56922.18224  8.728  0.073 W1  0.2333  85.677870 -10.419301
56922.18224  7.473  0.050 W2  0.2333  85.677870 -10.419301
56922.18224  1.255  0.088 W1mW2  0.2333  85.677870 -10.419301
57088.87371  8.922  0.052 W1  0.3437  85.677875 -10.419335
57088.87371  7.673  0.041 W2  0.3437  85.677875 -10.419335
57088.87371  1.249  0.066 W1mW2  0.3437  85.677875 -10.419335
57089.47485  8.876  0.039 W1  0.3726  85.677867 -10.419345
57089.47485  7.623  0.042 W2  0.3726  85.677867 -10.419345
57089.47485  1.253  0.057 W1mW2  0.3726  85.677867 -10.419345
57283.51626  8.907  0.046 W1  0.2839  85.677883 -10.419306
57283.51626  7.596  0.054 W2  0.2839  85.677883 -10.419306
57283.51626  1.310  0.071 W1mW2  0.2839  85.677883 -10.419306
57284.07679  8.944  0.035 W1  0.2684  85.677877 -10.419307
57284.07679  7.642  0.044 W2  0.2684  85.677877 -10.419307
57284.07679  1.302  0.056 W1mW2  0.2684  85.677877 -10.419307
57447.89550  8.742  0.036 W1  0.5182  85.677903 -10.419375
57447.89550  7.541  0.041 W2  0.5182  85.677903 -10.419375
57447.89550  1.201  0.055 W1mW2  0.5182  85.677903 -10.419375
57448.43182  8.820  0.047 W1  0.3585  85.677870 -10.419340
57448.43182  7.554  0.052 W2  0.3585  85.677870 -10.419340
57448.43182  1.266  0.070 W1mW2  0.3585  85.677870 -10.419340
57449.00983  8.907  0.034 W1  0.3639  85.677865 -10.419345
57449.00983  7.640  0.039 W2  0.3639  85.677865 -10.419345
57449.00983  1.267  0.052 W1mW2  0.3639  85.677865 -10.419345
57647.67379  8.813  0.060 W1  0.2881  85.677871 -10.419313
57647.64342  7.593  0.052 W2  0.2926  85.677877 -10.419312
57647.67379  1.219  0.079 W1mW2  0.2881  85.677871 -10.419313
57648.17405  8.735  0.036 W1  0.2621  85.677862 -10.419315
57648.17405  7.505  0.058 W2  0.2621  85.677862 -10.419315
57648.17405  1.231  0.068 W1mW2  0.2621  85.677862 -10.419315
57654.39746  8.631  0.034 W1  0.2669  85.677875 -10.419309
57654.39746  7.388  0.042 W2  0.2669  85.677875 -10.419309
57654.39746  1.243  0.054 W1mW2  0.2669  85.677875 -10.419309
57812.60994  8.784  0.095 W1  0.3817  85.677872 -10.419345
57812.60994  7.580  0.080 W2  0.3817  85.677872 -10.419345
57812.60994  1.204  0.124 W1mW2  0.3817  85.677872 -10.419345
57813.12297  8.717  0.033 W1  0.4188  85.677872 -10.419359
57813.12297  7.538  0.040 W2  0.4188  85.677872 -10.419359
57813.12297  1.179  0.052 W1mW2  0.4188  85.677872 -10.419359
57818.55842  8.728  0.033 W1  0.3087  85.677866 -10.419328
57818.55842  7.540  0.041 W2  0.3087  85.677866 -10.419328
57818.55842  1.188  0.053 W1mW2  0.3087  85.677866 -10.419328
58014.67575  8.694  0.061 W1  0.2633  85.677869 -10.419311
