# MJD mag magerr filter distance ra dec
55255.36856 11.377  0.066 W1  2.1526  71.319080  31.688289
55255.36856 11.188  0.045 W2  2.1526  71.319080  31.688289
55255.36856  0.189  0.080 W1mW2  2.1526  71.319080  31.688289
56717.48536 11.461  0.087 W1  2.6359  71.319148  31.688166
56717.48536 11.346  0.058 W2  2.6359  71.319148  31.688166
56717.48536  0.115  0.104 W1mW2  2.6359  71.319148  31.688166
56908.62018 11.439  0.057 W1  2.7409  71.319091  31.688123
56908.65812 11.351  0.062 W2  2.7387  71.319092  31.688124
56908.62018  0.088  0.084 W1mW2  2.7409  71.319091  31.688123
57077.27587 11.480  0.070 W1  2.6404  71.319124  31.688158
57077.27587 11.332  0.064 W2  2.6404  71.319124  31.688158
57077.27587  0.148  0.094 W1mW2  2.6404  71.319124  31.688158
57272.55153 11.443  0.046 W1  2.4895  71.319083  31.688193
57272.55153 11.275  0.065 W2  2.4895  71.319083  31.688193
57272.55153  0.168  0.079 W1mW2  2.4895  71.319083  31.688193
57438.60129 11.472  0.047 W1  2.6292  71.319103  31.688157
57438.60129 11.332  0.056 W2  2.6292  71.319103  31.688157
57438.60129  0.140  0.073 W1mW2  2.6292  71.319103  31.688157
57637.65182 11.498  0.077 W1  2.6526  71.319067  31.688145
57637.65182 11.361  0.073 W2  2.6526  71.319067  31.688145
57637.65182  0.137  0.106 W1mW2  2.6526  71.319067  31.688145
57802.79177 11.495  0.054 W1  2.7234  71.319116  31.688133
57802.79177 11.339  0.073 W2  2.7234  71.319116  31.688133
57802.79177  0.156  0.091 W1mW2  2.7234  71.319116  31.688133
58001.83799 11.509  0.046 W1  2.7550  71.319112  31.688123
58001.83799 11.391  0.071 W2  2.7550  71.319112  31.688123
58001.83799  0.118  0.085 W1mW2  2.7550  71.319112  31.688123
58009.18872 11.552  0.019 W1  2.7473  71.319057  31.688116
58009.18872 11.457  0.035 W2  2.7473  71.319057  31.688116
58009.18872  0.095  0.040 W1mW2  2.7473  71.319057  31.688116
58159.86364 11.504  0.060 W1  2.4753  71.319094  31.688199
58159.86364 11.284  0.039 W2  2.4753  71.319094  31.688199
58159.86364  0.219  0.072 W1mW2  2.4753  71.319094  31.688199
58368.87932 11.490  0.066 W1  2.6470  71.319100  31.688152
58368.87932 11.361  0.060 W2  2.6470  71.319100  31.688152
58368.87932  0.128  0.089 W1mW2  2.6470  71.319100  31.688152
58524.16559 11.494  0.067 W1  2.6509  71.319103  31.688151
58524.16559 11.339  0.056 W2  2.6509  71.319103  31.688151
58524.16559  0.155  0.087 W1mW2  2.6509  71.319103  31.688151
58733.02118 11.474  0.063 W1  2.6921  71.319084  31.688136
58733.02118 11.356  0.064 W2  2.6921  71.319084  31.688136
58733.02118  0.118  0.090 W1mW2  2.6921  71.319084  31.688136
58891.15286 11.516  0.134 W1  2.7079  71.319132  31.688140
58891.15286 11.377  0.120 W2  2.7079  71.319132  31.688140
58891.15286  0.139  0.179 W1mW2  2.7079  71.319132  31.688140
59097.20789 11.516  0.044 W1  2.6419  71.319081  31.688149
59097.20789 11.372  0.051 W2  2.6419  71.319081  31.688149
59097.20789  0.144  0.067 W1mW2  2.6419  71.319081  31.688149
