# MJD mag magerr filter distance ra dec
55263.50395 14.474  0.145 W1  0.4083  83.714347  -6.574087
55263.50395 14.053  0.262 W2  0.4083  83.714347  -6.574087
55263.50395  0.422  0.300 W1mW2  0.4083  83.714347  -6.574087
56728.10240 14.514  0.152 W1  0.5312  83.714362  -6.574108
56728.10240 14.137  0.270 W2  0.5312  83.714362  -6.574108
56728.10240  0.377  0.310 W1mW2  0.5312  83.714362  -6.574108
56919.19836 14.476  0.153 W1  0.5640  83.714388  -6.574082
56919.19836 14.029  0.296 W2  0.5640  83.714388  -6.574082
56919.19836  0.446  0.333 W1mW2  0.5640  83.714388  -6.574082
57087.41449 14.455  0.135 W1  0.6483  83.714403  -6.574041
57087.41449 14.063  0.241 W2  0.6483  83.714403  -6.574041
57087.41449  0.391  0.276 W1mW2  0.6483  83.714403  -6.574041
57281.67890 14.466  0.123 W1  0.5633  83.714372  -6.574069
57281.67890 14.114  0.313 W2  0.5633  83.714372  -6.574069
57281.67890  0.351  0.337 W1mW2  0.5633  83.714372  -6.574069
57446.54363 14.493  0.133 W1  0.5906  83.714403  -6.574087
57446.54363 14.243  0.343 W2  0.5906  83.714403  -6.574087
57446.54363  0.250  0.368 W1mW2  0.5906  83.714403  -6.574087
57646.42912 14.435  0.132 W1  0.4621  83.714356  -6.574092
57646.42912 14.020  0.212 W2  0.4621  83.714356  -6.574092
57646.42912  0.415  0.250 W1mW2  0.4621  83.714356  -6.574092
57810.78121 14.525  0.154 W1  0.4271  83.714360  -6.574093
57810.77155 14.181  0.337 W2  0.4398  83.714363  -6.574092
57810.78121  0.344  0.371 W1mW2  0.4271  83.714360  -6.574093
58012.85224 14.438  0.108 W1  0.6051  83.714399  -6.574091
58012.85224 14.104  0.293 W2  0.6051  83.714399  -6.574091
58012.85224  0.334  0.312 W1mW2  0.6051  83.714399  -6.574091
58168.27512 14.479  0.113 W1  0.4591  83.714363  -6.574098
58168.27512 14.119  0.238 W2  0.4591  83.714363  -6.574098
58168.27512  0.360  0.263 W1mW2  0.4591  83.714363  -6.574098
58377.05127 14.549  0.157 W1  0.4925  83.714350  -6.574113
58377.05127 14.247  0.308 W2  0.4925  83.714350  -6.574113
58377.05127  0.303  0.346 W1mW2  0.4925  83.714350  -6.574113
58534.85113 14.456  0.120 W1  0.5428  83.714363  -6.574055
58534.83352 14.149  0.269 W2  0.5487  83.714369  -6.574061
58534.85113  0.307  0.294 W1mW2  0.5428  83.714363  -6.574055
58741.76596 14.484  0.164 W1  0.5947  83.714402  -6.574103
58741.76596 14.110  0.332 W2  0.5947  83.714402  -6.574103
58741.76596  0.374  0.370 W1mW2  0.5947  83.714402  -6.574103
58899.01946 14.549  0.111 W1  0.5401  83.714377  -6.574112
58899.01946 14.234  0.300 W2  0.5401  83.714377  -6.574112
58899.01946  0.315  0.320 W1mW2  0.5401  83.714377  -6.574112
59108.46976 14.556  0.155 W1  0.5453  83.714382  -6.574102
59108.46976 14.214  0.356 W2  0.5453  83.714382  -6.574102
59108.46976  0.343  0.388 W1mW2  0.5453  83.714382  -6.574102
