# MJD mag magerr filter flag distance ra dec
55265.57794 10.788  0.143 W1 10  0.2968  85.440085  -1.856399
55265.71024 10.751  0.179 W1 10  0.4388  85.440057  -1.856427
55265.11481 10.816  0.140 W1 10  0.4671  85.440068  -1.856444
55265.51172 10.785  0.134 W1 10  0.5276  85.440016  -1.856238
55265.64403 11.058  0.201 W1 10  0.5592  85.440031  -1.856450
57654.39580 10.973  0.031 W1 10  0.2303  85.440096  -1.856384
58743.39180 10.888  0.151 W1 10  0.2648  85.440113  -1.856402
57448.68359 11.037  0.169 W1  5  0.2920  85.440061  -1.856373
56730.53088 10.730  0.144 W1  5  0.2981  85.440059  -1.856372
59110.88856 10.825  0.141 W1 10  0.3054  85.440064  -1.856383
58379.24259 10.807  0.141 W1 10  0.3173  85.440065  -1.856390
58742.99922 11.102  0.222 W1 10  0.3303  85.440084  -1.856409
57089.59763 10.868  0.184 W1  5  0.3645  85.440059  -1.856402
59110.56104 11.042  0.164 W1 10  0.4083  85.440033  -1.856388
57284.27200 11.351  0.291 W1  5  0.4105  85.440037  -1.856397
58743.45712 10.878  0.149 W1 10  0.4151  85.440054  -1.856417
58015.41402 11.222  0.200 W1 10  0.4273  85.440036  -1.856403
57812.79712 10.967  0.216 W1 10  0.4415  85.440033  -1.856406
58536.56821 11.002  0.178 W1 10  0.4582  85.440046  -1.856425
56730.72851 11.420  0.286 W1  5  0.4879  85.440019  -1.856408
59110.23455 10.948  0.158 W1  5  0.4925  85.440085  -1.856459
57813.25553 11.586  0.048 W1 10  0.4927  85.440059  -1.856447
58014.30108 10.853  0.156 W1 10  0.5315  85.440068  -1.856464
58379.56972 10.979  0.182 W1 10  0.6782  85.439990  -1.856457
55265.57794 10.209  0.110 W2 10  0.2968  85.440085  -1.856399
55265.71024 10.288  0.106 W2 10  0.4388  85.440057  -1.856427
55265.11481 10.016  0.059 W2 10  0.4671  85.440068  -1.856444
55265.51172 10.029  0.080 W2 10  0.5276  85.440016  -1.856238
55265.64403  9.990  0.081 W2 10  0.5592  85.440031  -1.856450
57654.39580 10.727  0.051 W2 10  0.2303  85.440096  -1.856384
58743.39180 10.539  0.116 W2 10  0.2648  85.440113  -1.856402
57448.68359 10.688  0.366 W2  5  0.2920  85.440061  -1.856373
56730.53088 10.331  0.080 W2  5  0.2981  85.440059  -1.856372
59110.88856 10.545  0.191 W2 10  0.3054  85.440064  -1.856383
58379.24259 10.379  0.164 W2 10  0.3173  85.440065  -1.856390
58742.99922 10.602  0.110 W2 10  0.3303  85.440084  -1.856409
57089.59763 10.631  0.237 W2  5  0.3645  85.440059  -1.856402
59110.56104 10.674  0.106 W2 10  0.4083  85.440033  -1.856388
57284.27200 10.645  0.143 W2  5  0.4105  85.440037  -1.856397
58743.45712 10.537  0.093 W2 10  0.4151  85.440054  -1.856417
58015.41402 10.465  0.100 W2 10  0.4273  85.440036  -1.856403
57812.79712 10.611  0.110 W2 10  0.4415  85.440033  -1.856406
58536.56821 10.596  0.107 W2 10  0.4582  85.440046  -1.856425
56730.72851 10.362  0.090 W2  5  0.4879  85.440019  -1.856408
59110.23455 10.594  0.114 W2  5  0.4925  85.440085  -1.856459
57813.25553 10.563  0.149 W2 10  0.4927  85.440059  -1.856447
58014.30108 10.473  0.077 W2 10  0.5315  85.440068  -1.856464
58743.45725 10.958  0.295 W2 10  0.5623  85.440098  -1.856483
58379.56972 10.814  0.448 W2 10  0.6782  85.439990  -1.856457
55265.57794  0.579  0.180 W1mW2 10  0.2968  85.440085  -1.856399
55265.71024  0.463  0.208 W1mW2 10  0.4388  85.440057  -1.856427
55265.11481  0.800  0.152 W1mW2 10  0.4671  85.440068  -1.856444
55265.51172  0.756  0.156 W1mW2 10  0.5276  85.440016  -1.856238
55265.64403  1.068  0.217 W1mW2 10  0.5592  85.440031  -1.856450
57654.39580  0.246  0.060 W1mW2 10  0.2303  85.440096  -1.856384
58743.39180  0.349  0.190 W1mW2 10  0.2648  85.440113  -1.856402
57448.68359  0.349  0.403 W1mW2  5  0.2920  85.440061  -1.856373
56730.53088  0.399  0.165 W1mW2  5  0.2981  85.440059  -1.856372
59110.88856  0.280  0.237 W1mW2 10  0.3054  85.440064  -1.856383
58379.24259  0.428  0.216 W1mW2 10  0.3173  85.440065  -1.856390
58742.99922  0.500  0.248 W1mW2 10  0.3303  85.440084  -1.856409
57089.59763  0.237  0.300 W1mW2  5  0.3645  85.440059  -1.856402
59110.56104  0.368  0.195 W1mW2 10  0.4083  85.440033  -1.856388
57284.27200  0.706  0.324 W1mW2  5  0.4105  85.440037  -1.856397
58743.45712  0.341  0.176 W1mW2 10  0.4151  85.440054  -1.856417
58015.41402  0.757  0.224 W1mW2 10  0.4273  85.440036  -1.856403
57812.79712  0.356  0.242 W1mW2 10  0.4415  85.440033  -1.856406
58536.56821  0.406  0.208 W1mW2 10  0.4582  85.440046  -1.856425
56730.72851  1.058  0.300 W1mW2  5  0.4879  85.440019  -1.856408
59110.23455  0.354  0.195 W1mW2  5  0.4925  85.440085  -1.856459
57813.25553  1.023  0.157 W1mW2 10  0.4927  85.440059  -1.856447
58014.30108  0.380  0.174 W1mW2 10  0.5315  85.440068  -1.856464
58379.56972  0.165  0.484 W1mW2 10  0.6782  85.439990  -1.856457
