# MJD mag magerr filter distance ra dec
55264.74959 12.098  0.031 W1  0.4130  85.199444  -8.851301
55264.74959 11.319  0.038 W2  0.4130  85.199444  -8.851301
55264.74959  0.779  0.049 W1mW2  0.4130  85.199444  -8.851301
55265.25526 12.119  0.067 W1  0.3590  85.199430  -8.851288
55265.25526 11.310  0.043 W2  0.3590  85.199430  -8.851288
55265.25526  0.809  0.079 W1mW2  0.3590  85.199430  -8.851288
56724.66901 11.973  0.025 W1  0.4782  85.199467  -8.851314
56724.66901 11.301  0.025 W2  0.4782  85.199467  -8.851314
56724.66901  0.672  0.035 W1mW2  0.4782  85.199467  -8.851314
56729.62658 12.061  0.051 W1  0.5103  85.199460  -8.851325
56729.62658 11.389  0.039 W2  0.5103  85.199460  -8.851325
56729.62658  0.672  0.064 W1mW2  0.5103  85.199460  -8.851325
56730.15100 12.107  0.046 W1  0.4504  85.199446  -8.851311
56730.15100 11.400  0.038 W2  0.4504  85.199446  -8.851311
56730.15100  0.707  0.060 W1mW2  0.4504  85.199446  -8.851311
56915.80217 12.083  0.066 W1  0.4965  85.199436  -8.851327
56915.80217 11.387  0.028 W2  0.4965  85.199436  -8.851327
56915.80217  0.695  0.071 W1mW2  0.4965  85.199436  -8.851327
56920.80075 12.077  0.048 W1  0.4828  85.199466  -8.851315
56920.80075 11.398  0.049 W2  0.4828  85.199466  -8.851315
56920.80075  0.678  0.069 W1mW2  0.4828  85.199466  -8.851315
56921.37957 12.088  0.043 W1  0.3804  85.199444  -8.851292
56921.37957 11.396  0.044 W2  0.3804  85.199444  -8.851292
56921.37957  0.692  0.062 W1mW2  0.3804  85.199444  -8.851292
57088.72624 12.103  0.044 W1  0.4340  85.199441  -8.851308
57088.72624 11.382  0.058 W2  0.4340  85.199441  -8.851308
57088.72624  0.721  0.073 W1mW2  0.4340  85.199441  -8.851308
57089.17609 12.034  0.032 W1  0.3624  85.199431  -8.851288
57089.17609 11.342  0.041 W2  0.3624  85.199431  -8.851288
57089.17609  0.692  0.052 W1mW2  0.3624  85.199431  -8.851288
57282.81382 12.125  0.048 W1  0.4060  85.199432  -8.851301
57282.81382 11.483  0.037 W2  0.4060  85.199432  -8.851301
57282.81382  0.642  0.060 W1mW2  0.4060  85.199432  -8.851301
57283.36433 12.172  0.054 W1  0.4192  85.199452  -8.851301
57283.36433 11.472  0.072 W2  0.4192  85.199452  -8.851301
57283.36433  0.700  0.090 W1mW2  0.4192  85.199452  -8.851301
57447.76474 12.026  0.041 W1  0.4818  85.199469  -8.851313
57447.76474 11.319  0.042 W2  0.4818  85.199469  -8.851313
57447.76474  0.708  0.059 W1mW2  0.4818  85.199469  -8.851313
57448.22356 12.087  0.038 W1  0.4431  85.199445  -8.851305
57448.22356 11.354  0.045 W2  0.4431  85.199445  -8.851305
57448.22356  0.733  0.059 W1mW2  0.4431  85.199445  -8.851305
57646.86355 12.123  0.027 W1  0.4224  85.199451  -8.851302
57646.86355 11.453  0.054 W2  0.4224  85.199451  -8.851302
57646.86355  0.671  0.061 W1mW2  0.4224  85.199451  -8.851302
57647.42337 12.169  0.041 W1  0.3904  85.199448  -8.851293
57647.42337 11.457  0.057 W2  0.3904  85.199448  -8.851293
57647.42337  0.712  0.070 W1mW2  0.3904  85.199448  -8.851293
57654.33163 12.076  0.022 W1  0.4854  85.199436  -8.851324
57654.33163 11.356  0.027 W2  0.4854  85.199436  -8.851324
57654.33163  0.720  0.035 W1mW2  0.4854  85.199436  -8.851324
57811.81348 12.127  0.040 W1  0.4193  85.199447  -8.851302
57811.81348 11.412  0.049 W2  0.4193  85.199447  -8.851302
57811.81348  0.715  0.063 W1mW2  0.4193  85.199447  -8.851302
57812.32427 12.108  0.031 W1  0.3845  85.199427  -8.851295
57812.32427 11.393  0.044 W2  0.3845  85.199427  -8.851295
57812.32427  0.715  0.054 W1mW2  0.3845  85.199427  -8.851295
57818.49322 12.058  0.024 W1  0.4433  85.199437  -8.851312
57818.49322 11.364  0.035 W2  0.4433  85.199437  -8.851312
57818.49322  0.694  0.042 W1mW2  0.4433  85.199437  -8.851312
58013.82221 12.106  0.046 W1  0.4921  85.199448  -8.851323
58013.82221 11.433  0.037 W2  0.4921  85.199448  -8.851323
58013.82221  0.673  0.060 W1mW2  0.4921  85.199448  -8.851323
58014.43323 12.099  0.038 W1  0.3480  85.199437  -8.851282
58014.43323 11.409  0.062 W2  0.3480  85.199437  -8.851282
58014.43323  0.690  0.073 W1mW2  0.3480  85.199437  -8.851282
58168.87536 11.974  0.048 W1  0.5010  85.199416  -8.851329
58168.87536 11.335  0.035 W2  0.5010  85.199416  -8.851329
58168.87536  0.639  0.060 W1mW2  0.5010  85.199416  -8.851329
58169.37711 12.052  0.039 W1  0.4509  85.199440  -8.851311
58169.37711 11.394  0.040 W2  0.4509  85.199440  -8.851311
58169.37711  0.657  0.056 W1mW2  0.4509  85.199440  -8.851311
58174.11090 12.142  0.023 W1  0.4767  85.199452  -8.851318
58174.11090 11.399  0.034 W2  0.4767  85.199452  -8.851318
58174.11090  0.743  0.041 W1mW2  0.4767  85.199452  -8.851318
58377.93508 12.147  0.022 W1  0.4553  85.199416  -8.851316
58377.93508 11.419  0.026 W2  0.4553  85.199416  -8.851316
58377.93508  0.728  0.034 W1mW2  0.4553  85.199416  -8.851316
58378.48882 12.174  0.053 W1  0.3999  85.199436  -8.851296
58378.48882 11.466  0.041 W2  0.3999  85.199436  -8.851296
58378.48882  0.708  0.067 W1mW2  0.3999  85.199436  -8.851296
58379.04751 12.168  0.026 W1  0.3965  85.199417  -8.851300
58379.04751 11.408  0.030 W2  0.3965  85.199417  -8.851300
58379.04751  0.760  0.040 W1mW2  0.3965  85.199417  -8.851300
