# MJD mag magerr filter distance ra dec
55278.96114  7.707  0.054 W1  0.6669 272.868496  -2.529798
55278.96114  7.667  0.054 W2  0.6669 272.868496  -2.529798
55278.96114  0.040  0.077 W1mW2  0.6669 272.868496  -2.529798
56743.34341  7.806  0.049 W1  0.6196 272.868481  -2.529803
56743.34341  7.827  0.046 W2  0.6196 272.868481  -2.529803
56743.34341 -0.021  0.067 W1mW2  0.6196 272.868481  -2.529803
56923.18138  7.661  0.068 W1  0.6393 272.868478  -2.529818
56923.18138  7.664  0.043 W2  0.6393 272.868478  -2.529818
56923.18138 -0.003  0.080 W1mW2  0.6393 272.868478  -2.529818
57105.56081  7.677  0.056 W1  0.5993 272.868475  -2.529801
57105.56081  7.616  0.045 W2  0.5993 272.868475  -2.529801
57105.56081  0.061  0.072 W1mW2  0.5993 272.868475  -2.529801
57282.17471  7.761  0.048 W1  0.6137 272.868477  -2.529804
57282.17471  7.728  0.045 W2  0.6137 272.868477  -2.529804
57282.17471  0.034  0.066 W1mW2  0.6137 272.868477  -2.529804
57287.19015  7.794  0.051 W1  0.6314 272.868476  -2.529815
57287.19015  7.721  0.047 W2  0.6314 272.868476  -2.529815
57287.19015  0.074  0.069 W1mW2  0.6314 272.868476  -2.529815
57469.70670  7.707  0.064 W1  0.6176 272.868480  -2.529801
57469.70670  7.645  0.045 W2  0.6176 272.868480  -2.529801
57469.70670  0.063  0.078 W1mW2  0.6176 272.868480  -2.529801
57642.50508  7.695  0.055 W1  0.6144 272.868479  -2.529802
57642.50508  7.635  0.043 W2  0.6144 272.868479  -2.529802
57642.50508  0.059  0.070 W1mW2  0.6144 272.868479  -2.529802
57836.86965  7.787  0.046 W1  0.5894 272.868466  -2.529811
57836.86965  7.733  0.047 W2  0.5894 272.868466  -2.529811
57836.86965  0.054  0.065 W1mW2  0.5894 272.868466  -2.529811
58004.49499  7.724  0.056 W1  0.6351 272.868478  -2.529814
58004.49499  7.706  0.043 W2  0.6351 272.868478  -2.529814
58004.49499  0.018  0.071 W1mW2  0.6351 272.868478  -2.529814
58201.00185  7.716  0.054 W1  0.5957 272.868470  -2.529807
58201.00185  7.702  0.044 W2  0.5957 272.868470  -2.529807
58201.00185  0.014  0.069 W1mW2  0.5957 272.868470  -2.529807
58364.74744  7.747  0.049 W1  0.5891 272.868468  -2.529805
58364.74744  7.718  0.044 W2  0.5891 272.868468  -2.529805
58364.74744  0.029  0.066 W1mW2  0.5891 272.868468  -2.529805
58365.30348  7.746  0.069 W1  0.6547 272.868481  -2.529820
58365.30348  7.722  0.043 W2  0.6547 272.868481  -2.529820
58365.30348  0.024  0.081 W1mW2  0.6547 272.868481  -2.529820
58565.92170  7.728  0.061 W1  0.6007 272.868470  -2.529809
58565.92170  7.716  0.045 W2  0.6007 272.868470  -2.529809
58565.92170  0.012  0.076 W1mW2  0.6007 272.868470  -2.529809
58729.53420  7.679  0.059 W1  0.6109 272.868471  -2.529812
58729.53420  7.680  0.042 W2  0.6109 272.868471  -2.529812
58729.53420 -0.001  0.072 W1mW2  0.6109 272.868471  -2.529812
58932.32944  7.715  0.052 W1  0.5975 272.868466  -2.529811
58932.32944  7.697  0.043 W2  0.5975 272.868466  -2.529811
58932.32944  0.017  0.068 W1mW2  0.5975 272.868466  -2.529811
59096.26705  7.788  0.055 W1  0.6425 272.868485  -2.529807
59096.26705  7.728  0.045 W2  0.6425 272.868485  -2.529807
59096.26705  0.060  0.071 W1mW2  0.6425 272.868485  -2.529807
