# MJD mag magerr filter distance ra dec
55263.70255 12.682  0.548 W1  1.1025  83.739670  -5.842173
55263.79082 12.803  0.352 W2  0.8571  83.739762  -5.842210
55263.70255 -0.121  0.652 W1mW2  1.1025  83.739670  -5.842173
56724.53785 13.506  0.443 W1  1.4422  83.739928  -5.842531
56724.53785 12.627  0.281 W2  1.4422  83.739928  -5.842531
56724.53785  0.879  0.525 W1mW2  1.4422  83.739928  -5.842531
56727.89614 13.830  0.453 W1  1.6334  83.739953  -5.842591
56727.89614 13.206  0.215 W2  1.6334  83.739953  -5.842591
56727.89614  0.624  0.501 W1mW2  1.6334  83.739953  -5.842591
56728.42300 13.274  0.722 W1  1.4469  83.739934  -5.842521
56728.46251 12.770  0.364 W2  1.5457  83.739937  -5.842564
56728.42300  0.504  0.809 W1mW2  1.4469  83.739934  -5.842521
56729.01569 12.651  0.312 W2  1.9860  83.740045  -5.842631
56915.73588 13.534  0.479 W1  0.9687  83.739703  -5.842570
56915.73588 12.831  0.317 W2  0.9687  83.739703  -5.842570
56915.73588  0.703  0.574 W1mW2  0.9687  83.739703  -5.842570
56919.45192 12.427  0.309 W1  1.3366  83.739809  -5.842559
56919.59662 12.648  0.396 W2  1.4524  83.739851  -5.842599
56919.45192 -0.221  0.502 W1mW2  1.3366  83.739809  -5.842559
56920.17539 12.434  0.166 W1  1.0063  83.739765  -5.842541
56920.15894 12.746  0.355 W2  1.1387  83.739797  -5.842560
56920.17539 -0.312  0.392 W1mW2  1.0063  83.739765  -5.842541
57086.97001 14.005  0.512 W1  1.6335  83.740025  -5.842430
57086.97001 13.392  0.354 W2  1.6335  83.740025  -5.842430
57086.97001  0.613  0.622 W1mW2  1.6335  83.740025  -5.842430
57087.51425 13.379  0.803 W1  1.5193  83.739917  -5.842573
57087.53924 12.729  0.332 W2  1.6850  83.739939  -5.842618
57087.51425  0.650  0.869 W1mW2  1.5193  83.739917  -5.842573
57088.08651 12.687  0.329 W2  1.3534  83.739907  -5.842519
57281.69264 12.819  0.761 W1  1.1598  83.739787  -5.842573
57281.55419 12.691  0.328 W2  1.3103  83.739863  -5.842551
57281.69264  0.128  0.829 W1mW2  1.1598  83.739787  -5.842573
57282.17372 13.032  0.916 W1  1.1160  83.739812  -5.842534
57282.30488 12.621  0.281 W2  1.1683  83.739804  -5.842566
57446.37247 12.658  0.676 W1  1.6650  83.739960  -5.842572
