# MJD mag magerr filter distance ra dec
55286.42360 11.371  0.053 W2  1.5242 279.745421   0.552526
56750.44330 11.791  0.071 W2  1.5253 279.745422   0.552488
56932.08131 12.145  0.081 W2  1.4579 279.745362   0.552321
57112.56074 11.915  0.084 W2  1.5362 279.745423   0.552515
57292.09500 11.688  0.054 W2  1.4007 279.745358   0.552356
57478.19316 11.555  0.070 W2  1.4709 279.745400   0.552536
57650.98610 11.529  0.050 W2  1.3460 279.745345   0.552361
57843.75669 11.799  0.058 W2  1.4806 279.745409   0.552500
58011.50830 11.615  0.066 W2  1.4395 279.745351   0.552311
58208.57077 12.069  0.088 W2  1.4329 279.745394   0.552523
58372.55229 12.227  0.075 W2  1.4175 279.745330   0.552290
58575.06455 12.370  0.075 W2  1.5894 279.745434   0.552568
58739.21244 12.490  0.099 W2  1.3588 279.745320   0.552311
58939.27990 12.033  0.059 W2  1.4987 279.745410   0.552555
59103.34831 11.870  0.058 W2  1.4276 279.745367   0.552352
