# MJD mag magerr filter distance ra dec
55263.72473 12.999  0.294 W2  1.0210  83.918954  -4.987137
55264.38644 12.772  0.091 W2  0.7576  83.918791  -4.986779
56724.60394 14.116  0.288 W2  1.1416  83.918755  -4.986679
56728.75236 13.489  0.430 W1  1.6912  83.918452  -4.986774
56728.62069 14.106  0.322 W2  1.5405  83.918550  -4.986848
56729.14748 14.600  0.422 W2  1.1506  83.918594  -4.986825
56919.87921 14.149  0.271 W2  0.3291  83.918885  -4.987061
56920.20812 13.440  0.436 W1  1.4656  83.918493  -4.987100
56920.22455 13.664  0.713 W2  1.0589  83.918658  -4.986867
57087.75829 13.810  0.285 W2  1.2103  83.918632  -4.986752
57088.15234 14.189  0.628 W2  0.5808  83.918726  -4.986992
57282.43591 13.626  0.079 W1  0.2286  83.918868  -4.986908
57282.27196 14.498  0.519 W2  0.3098  83.918922  -4.986965
57446.32351 13.860  0.366 W1  0.2869  83.918946  -4.987015
57446.45461 14.445  0.901 W2  0.7532  83.918793  -4.986873
57447.30669 13.486  0.076 W1  1.3618  83.919169  -4.986725
57447.30669 14.557  0.510 W2  1.3618  83.919169  -4.986725
57447.30669 -1.071  0.516 W1mW2  1.3618  83.919169  -4.986725
57646.60079 13.828  0.221 W2  1.2707  83.918526  -4.986979
57654.26541 13.591  0.140 W1  0.6769  83.918694  -4.987000
57810.70087 13.973  0.245 W2  0.5532  83.918764  -4.986869
57811.29032 14.696  0.510 W2  0.4478  83.918783  -4.986891
58012.86128 13.450  0.436 W1  1.2445  83.918616  -4.986759
58012.73037 13.973  0.333 W2  1.5814  83.918493  -4.986759
58013.25411 14.339  0.421 W2  2.3179  83.918265  -4.986772
58168.28706 14.584  0.463 W2  2.0017  83.919388  -4.986739
58376.88735 13.897  0.227 W2  1.1762  83.918798  -4.987286
58535.58618 13.506  0.437 W1  0.7854  83.918854  -4.986753
58535.37356 14.416  0.549 W2  0.7734  83.918785  -4.986849
58741.29907 13.455  0.414 W1  1.5612  83.918595  -4.987020
58741.62613 14.624  0.542 W2  0.6490  83.918890  -4.987150
58742.01859 14.432  0.456 W2  1.0440  83.918880  -4.986680
58898.96529 14.290  0.343 W2  0.0806  83.918888  -4.986991
58899.55347 13.535  0.416 W1  1.9788  83.918630  -4.986480
58899.58671 14.310  0.460 W2  1.4061  83.918613  -4.986684
59108.75289 14.197  0.413 W2  1.0691  83.918719  -4.986906
59109.18885 13.738  0.212 W2  0.7133  83.918774  -4.986802
