# MJD mag magerr filter distance ra dec
55283.15018  7.452  0.062 W1  1.5366 277.192888  -3.252959
55283.15018  6.139  0.081 W2  1.5366 277.192888  -3.252959
55283.15018  1.314  0.102 W1mW2  1.5366 277.192888  -3.252959
56747.83329  8.148  0.051 W1  1.5369 277.192866  -3.253000
56747.83329  6.828  0.057 W2  1.5369 277.192866  -3.253000
56747.83329  1.320  0.077 W1mW2  1.5369 277.192866  -3.253000
56927.78651  8.533  0.116 W1  1.4974 277.192875  -3.252954
56927.78651  7.135  0.060 W2  1.4974 277.192875  -3.252954
56927.78651  1.399  0.131 W1mW2  1.4974 277.192875  -3.252954
57109.73689  7.568  0.085 W1  1.4347 277.192867  -3.252936
57109.73689  6.243  0.116 W2  1.4347 277.192867  -3.252936
57109.73689  1.326  0.144 W1mW2  1.4347 277.192867  -3.252936
57287.86018  7.794  0.049 W1  1.4880 277.192870  -3.252964
57287.86018  6.446  0.101 W2  1.4880 277.192870  -3.252964
57287.86018  1.348  0.112 W1mW2  1.4880 277.192870  -3.252964
57474.56069  8.411  0.081 W1  1.5318 277.192855  -3.253008
57474.56069  7.099  0.084 W2  1.5318 277.192855  -3.253008
57474.56069  1.312  0.116 W1mW2  1.5318 277.192855  -3.253008
57648.22213  7.677  0.073 W1  1.5194 277.192874  -3.252975
57648.22213  6.362  0.097 W2  1.5194 277.192874  -3.252975
57648.22213  1.315  0.121 W1mW2  1.5194 277.192874  -3.252975
57841.03690  7.472  0.090 W1  1.4355 277.192867  -3.252935
57841.03690  6.182  0.117 W2  1.4355 277.192867  -3.252935
57841.03690  1.289  0.147 W1mW2  1.4355 277.192867  -3.252935
58008.67642  8.182  0.054 W1  1.5169 277.192865  -3.252990
58008.67642  6.914  0.063 W2  1.5169 277.192865  -3.252990
58008.67642  1.268  0.083 W1mW2  1.5169 277.192865  -3.252990
58205.22362  7.858  0.050 W1  1.4861 277.192870  -3.252962
58205.22362  6.585  0.087 W2  1.4861 277.192870  -3.252962
58205.22362  1.273  0.100 W1mW2  1.4861 277.192870  -3.252962
58369.22965  7.284  0.132 W1  1.5323 277.192861  -3.253001
58369.22965  5.944  0.149 W2  1.5323 277.192861  -3.253001
58369.22965  1.340  0.199 W1mW2  1.5323 277.192861  -3.253001
58570.58683  7.936  0.050 W1  1.4851 277.192862  -3.252977
58570.58683  6.728  0.072 W2  1.4851 277.192862  -3.252977
58570.58683  1.209  0.088 W1mW2  1.4851 277.192862  -3.252977
58734.87703  8.133  0.053 W1  1.4849 277.192861  -3.252978
58734.87703  6.877  0.060 W2  1.4849 277.192861  -3.252978
58734.87703  1.255  0.080 W1mW2  1.4849 277.192861  -3.252978
58936.67113  7.256  0.119 W1  1.3911 277.192852  -3.252938
58936.67113  5.871  0.153 W2  1.3911 277.192852  -3.252938
58936.67113  1.386  0.194 W1mW2  1.3911 277.192852  -3.252938
59100.50431  7.661  0.057 W1  1.5022 277.192873  -3.252967
59100.50431  6.408  0.099 W2  1.5022 277.192873  -3.252967
59100.50431  1.253  0.114 W1mW2  1.5022 277.192873  -3.252967
