# MJD mag magerr filter distance ra dec
55265.44557 13.934  0.481 W1  0.5053  85.441411  -1.760531
55265.24712 13.239  0.384 W2  0.4080  85.441380  -1.760522
56730.39922 14.215  0.526 W1  0.0794  85.441352  -1.760425
57088.94094 12.899  0.353 W2  0.7611  85.441541  -1.760427
57647.61568 13.922  0.353 W1  0.4770  85.441451  -1.760466
58015.34844 13.897  0.551 W1  0.5861  85.441464  -1.760450
58169.79297 14.513  0.501 W1  0.4754  85.441417  -1.760519
58170.05478 13.897  0.231 W1  0.4562  85.441440  -1.760484
58378.71910 13.278  0.125 W1  0.6187  85.441433  -1.760558
58379.17714 13.545  0.289 W1  0.8577  85.441553  -1.760504
58901.12380 13.788  0.220 W1  0.4374  85.441383  -1.760529
59109.90754 13.489  0.492 W1  0.5586  85.441480  -1.760380
59110.69216 13.189  0.321 W1  0.2974  85.441380  -1.760444
