# MJD mag magerr filter flag distance ra dec
58899.03074 10.214  0.093 W1  5  1.0662  83.792146  -5.339342
59108.73120 10.245  0.103 W1  5  1.6683  83.791870  -5.339181
58899.03074 11.103    NaN W2  5  1.0662  83.792146  -5.339342
59108.73120 11.012    NaN W2  5  1.6683  83.791870  -5.339181
58899.03074 -0.889    NaN W1mW2  5  1.0662  83.792146  -5.339342
59108.73120 -0.767    NaN W1mW2  5  1.6683  83.791870  -5.339181
