# MJD mag magerr filter distance ra dec
55264.79911 10.455  0.046 W1  0.1264  85.292181  -9.265205
55264.79911 10.001  0.049 W2  0.1264  85.292181  -9.265205
55264.79911  0.454  0.067 W1mW2  0.1264  85.292181  -9.265205
55265.31189 10.496  0.033 W1  0.1103  85.292182  -9.265211
55265.31189  9.999  0.037 W2  0.1103  85.292182  -9.265211
55265.31189  0.496  0.049 W1mW2  0.1103  85.292182  -9.265211
56724.66901 10.496  0.016 W1  0.1485  85.292173  -9.265239
56724.66901  9.978  0.017 W2  0.1485  85.292173  -9.265239
56724.66901  0.518  0.023 W1mW2  0.1485  85.292173  -9.265239
56729.74875 10.593  0.034 W1  0.0739  85.292199  -9.265226
56729.74875 10.047  0.037 W2  0.0739  85.292199  -9.265226
56729.74875  0.546  0.050 W1mW2  0.0739  85.292199  -9.265226
56730.21348 10.562  0.025 W1  0.1231  85.292184  -9.265225
56730.21348  9.997  0.033 W2  0.1231  85.292184  -9.265225
56730.21348  0.565  0.042 W1mW2  0.1231  85.292184  -9.265225
56915.80223 10.312  0.015 W1  0.1800  85.292210  -9.265270
56915.80223  9.768  0.015 W2  0.1800  85.292210  -9.265270
56915.80223  0.544  0.021 W1mW2  0.1800  85.292210  -9.265270
56920.86665 10.532  0.030 W1  0.1226  85.292214  -9.265248
56920.86665  9.934  0.039 W2  0.1226  85.292214  -9.265248
56920.86665  0.598  0.049 W1mW2  0.1226  85.292214  -9.265248
56921.42865 10.447  0.031 W1  0.0815  85.292205  -9.265225
56921.42865  9.874  0.052 W2  0.0815  85.292205  -9.265225
56921.42865  0.573  0.060 W1mW2  0.0815  85.292205  -9.265225
57088.70506 10.448  0.044 W1  0.1060  85.292200  -9.265243
57088.70506  9.873  0.038 W2  0.1060  85.292200  -9.265243
57088.70506  0.575  0.058 W1mW2  0.1060  85.292200  -9.265243
57089.22103 10.521  0.028 W1  0.0930  85.292186  -9.265222
57089.22103  9.940  0.025 W2  0.0930  85.292186  -9.265222
57089.22103  0.581  0.038 W1mW2  0.0930  85.292186  -9.265222
57282.76470 10.433  0.042 W1  0.1022  85.292189  -9.265235
57282.76470  9.837  0.047 W2  0.1022  85.292189  -9.265235
57282.76470  0.596  0.063 W1mW2  0.1022  85.292189  -9.265235
57283.36697 10.377  0.033 W1  0.0840  85.292205  -9.265231
57283.36697  9.834  0.030 W2  0.0840  85.292205  -9.265231
57283.36697  0.544  0.044 W1mW2  0.0840  85.292205  -9.265231
57447.80399 10.293  0.026 W1  0.0990  85.292216  -9.265237
57447.80399  9.738  0.093 W2  0.0990  85.292216  -9.265237
