# MJD mag magerr filter flag distance ra dec
58937.12888 14.013  0.090 W1  5  1.0465 277.801230  -2.723350
58937.12888 14.602  0.509 W2  5  1.0465 277.801230  -2.723350
58937.12888 -0.589  0.517 W1mW2  5  1.0465 277.801230  -2.723350
