# MJD mag magerr filter distance ra dec
56747.88092 14.064  0.393 W1  0.5536 277.743422  -2.103454
56927.93473 13.567  0.246 W1  1.1877 277.743514  -2.103604
57289.94517 14.198  0.453 W1  0.4874 277.743396  -2.103448
57474.51820 14.108  0.475 W1  0.7984 277.743255  -2.103492
57648.85951 14.164  0.458 W1  0.6133 277.743334  -2.103500
57841.44752 13.934  0.331 W1  0.8973 277.743247  -2.103565
57841.44752 14.174  0.461 W2  0.8973 277.743247  -2.103565
57841.44752 -0.240  0.568 W1mW2  0.8973 277.743247  -2.103565
58009.42289 14.045  0.462 W1  0.6353 277.743392  -2.103495
58206.01888 14.195  0.433 W1  0.6283 277.743381  -2.103497
58369.78609 14.029  0.334 W1  0.7403 277.743453  -2.103495
58737.47085 14.200  0.145 W1  0.6311 277.743225  -2.103471
59101.24170 14.422  0.399 W1  0.6127 277.743331  -2.103500
