# MJD mag magerr filter distance ra dec
55265.42882 13.095  0.183 W1  0.1589  85.626807 -10.010605
55265.42882 12.309  0.214 W2  0.1589  85.626807 -10.010605
55265.42882  0.787  0.282 W1mW2  0.1589  85.626807 -10.010605
56729.78313 13.079  0.051 W1  0.1467  85.626805 -10.010601
56729.78313 12.459  0.097 W2  0.1467  85.626805 -10.010601
56729.78313  0.619  0.110 W1mW2  0.1467  85.626805 -10.010601
56921.64081 13.046  0.057 W1  0.1478  85.626816 -10.010596
56921.64081 12.441  0.065 W2  0.1478  85.626816 -10.010596
56921.64081  0.605  0.086 W1mW2  0.1478  85.626816 -10.010596
57089.34863 13.055  0.046 W1  0.1793  85.626809 -10.010613
57089.34863 12.428  0.071 W2  0.1793  85.626809 -10.010613
57089.34863  0.627  0.085 W1mW2  0.1793  85.626809 -10.010613
57283.54693 13.071  0.059 W1  0.1472  85.626806 -10.010602
57283.54693 12.415  0.074 W2  0.1472  85.626806 -10.010602
57283.54693  0.655  0.095 W1mW2  0.1472  85.626806 -10.010602
57448.43869 13.072  0.068 W1  0.1512  85.626798 -10.010599
57448.43869 12.464  0.071 W2  0.1512  85.626798 -10.010599
57448.43869  0.609  0.099 W1mW2  0.1512  85.626798 -10.010599
57648.23478 13.086  0.059 W1  0.1518  85.626808 -10.010598
57648.23478 12.455  0.089 W2  0.1518  85.626808 -10.010598
57648.23478  0.632  0.107 W1mW2  0.1518  85.626808 -10.010598
57813.01074 13.099  0.081 W1  0.2069  85.626810 -10.010610
57813.01074 12.494  0.111 W2  0.2069  85.626810 -10.010610
57813.01074  0.605  0.137 W1mW2  0.2069  85.626810 -10.010610
58014.77084 13.098  0.062 W1  0.1554  85.626806 -10.010594
58014.77084 12.472  0.085 W2  0.1554  85.626806 -10.010594
58014.77084  0.626  0.105 W1mW2  0.1554  85.626806 -10.010594
58170.03303 13.145  0.271 W1  0.1760  85.626807 -10.010597
58170.03303 12.531  0.192 W2  0.1760  85.626807 -10.010597
58170.03303  0.614  0.332 W1mW2  0.1760  85.626807 -10.010597
58378.92561 13.076  0.057 W1  0.1548  85.626825 -10.010596
58378.92561 12.493  0.091 W2  0.1548  85.626825 -10.010596
58378.92561  0.582  0.107 W1mW2  0.1548  85.626825 -10.010596
58536.66480 13.090  0.056 W1  0.1490  85.626804 -10.010608
58536.66480 12.470  0.069 W2  0.1490  85.626804 -10.010608
58536.66480  0.620  0.089 W1mW2  0.1490  85.626804 -10.010608
58743.51947 13.083  0.059 W1  0.1604  85.626814 -10.010599
58743.51947 12.510  0.084 W2  0.1604  85.626814 -10.010599
58743.51947  0.573  0.103 W1mW2  0.1604  85.626814 -10.010599
58900.83304 13.085  0.085 W1  0.1174  85.626804 -10.010596
58900.83304 12.504  0.075 W2  0.1174  85.626804 -10.010596
58900.83304  0.581  0.114 W1mW2  0.1174  85.626804 -10.010596
59110.32478 13.098  0.074 W1  0.1965  85.626824 -10.010611
59110.32478 12.480  0.109 W2  0.1965  85.626824 -10.010611
59110.32478  0.618  0.132 W1mW2  0.1965  85.626824 -10.010611
