# MJD mag magerr filter flag distance ra dec
55254.30218  4.588  0.095 W1 10  0.5910 246.523926 -24.715242
55254.10366  4.594  0.116 W1 10  0.5962 246.523919 -24.715217
55254.56679  4.625  0.095 W1 10  0.6515 246.523940 -24.715334
55253.83905  4.585  0.099 W1 10  0.8051 246.523996 -24.715286
55254.43448  4.641  0.104 W1 10  0.8602 246.524013 -24.715277
55253.70675  4.644  0.101 W1 10  0.8607 246.524003 -24.715214
55254.03757  4.675  0.097 W1 10  1.0615 246.524043 -24.715153
55254.23609  4.656  0.099 W1 10  1.0990 246.524084 -24.715316
55254.16987  4.659  0.104 W1 10  1.1476 246.524070 -24.715410
55254.69922  4.807  0.098 W1 10  1.1512 246.524101 -24.715308
55253.97135  4.588  0.113 W1 10  1.2227 246.524115 -24.715206
55254.23596  4.706  0.089 W1 10  1.3278 246.524156 -24.715270
57259.17645  4.967  0.259 W1 10  0.2835 246.523705 -24.715347
57812.31106  5.052  0.246 W1 10  0.3079 246.523673 -24.715329
57256.55240  4.306  0.339 W1  5  0.3598 246.523690 -24.715364
57812.04913  4.832  0.278 W1 10  0.3705 246.523862 -24.715294
57978.97553  4.134  0.351 W1 10  0.3775 246.523636 -24.715296
57259.76679  4.729  0.298 W1 10  0.3784 246.523865 -24.715273
56719.11072  4.810  0.280 W1 10  0.3979 246.523868 -24.715252
57618.26155  4.493  0.329 W1 10  0.4709 246.523822 -24.715166
57081.22948  4.965  0.267 W1 10  0.4866 246.523848 -24.715179
56897.80606  4.231  0.341 W1 10  0.5087 246.523855 -24.715176
58907.50637  4.984  0.255 W1 10  0.5136 246.523666 -24.715401
58175.98266  4.882  0.267 W1 10  0.5427 246.523835 -24.715409
59071.15626  4.515  0.314 W1 10  0.5463 246.523910 -24.715322
58339.54936  4.706  0.301 W1 10  0.5705 246.523815 -24.715427
58702.99324  4.255  0.361 W1  0  0.5913 246.523737 -24.715444
58703.38569  4.037  0.341 W1 10  0.6053 246.523935 -24.715270
57444.59222  4.802  0.285 W1 10  0.6119 246.523937 -24.715278
57080.70409  5.133  0.233 W1 10  0.6291 246.523905 -24.715384
58907.63714  4.473  0.334 W1 10  0.6687 246.523888 -24.715417
57978.84462  4.259  0.350 W1 10  0.6939 246.523962 -24.715285
57618.58906  4.585  0.309 W1 10  0.6945 246.523672 -24.715100
58907.37546  3.816  0.345 W1 10  0.7030 246.523637 -24.715446
57978.77917  4.836  0.275 W1 10  0.7042 246.523611 -24.715130
58706.52508  4.229  0.345 W1  5  0.7046 246.523902 -24.715141
57444.46106  4.379  0.354 W1 10  0.7268 246.523614 -24.715439
