# MJD mag magerr filter distance ra dec
55248.17036 14.767  0.159 W1  0.3650  65.197888  26.918593
55248.16254 14.540  0.442 W2  0.3737  65.197898  26.918589
55248.17036  0.227  0.470 W1mW2  0.3650  65.197888  26.918593
56712.18089 14.777  0.158 W1  0.5340  65.197951  26.918512
56712.18089 14.315  0.324 W2  0.5340  65.197951  26.918512
56712.18089  0.462  0.360 W1mW2  0.5340  65.197951  26.918512
56903.16655 14.648  0.124 W1  0.4176  65.197931  26.918537
56903.17253 14.454  0.314 W2  0.4134  65.197939  26.918521
56903.16655  0.194  0.338 W1mW2  0.4176  65.197931  26.918537
57071.97206 14.728  0.117 W1  0.4021  65.197916  26.918549
57071.24660 14.569  0.431 W2  0.3953  65.197915  26.918533
57071.97206  0.159  0.446 W1mW2  0.4021  65.197916  26.918549
57265.27654 14.716  0.148 W1  0.3814  65.197925  26.918551
57265.27654 14.347  0.303 W2  0.3814  65.197925  26.918551
57265.27654  0.369  0.337 W1mW2  0.3814  65.197925  26.918551
57430.87666 14.766  0.146 W1  0.4538  65.197948  26.918531
57430.87666 14.432  0.355 W2  0.4538  65.197948  26.918531
57430.87666  0.334  0.384 W1mW2  0.4538  65.197948  26.918531
57631.93223 14.760  0.163 W1  0.4169  65.197909  26.918569
57631.93223 14.393  0.343 W2  0.4169  65.197909  26.918569
57631.93223  0.366  0.379 W1mW2  0.4169  65.197909  26.918569
57797.41266 14.743  0.107 W1  0.4418  65.197940  26.918509
57797.41266 14.413  0.386 W2  0.4418  65.197940  26.918509
57797.41266  0.330  0.400 W1mW2  0.4418  65.197940  26.918509
57996.21435 14.897  0.180 W1  0.4701  65.197912  26.918554
57996.18042 14.496  0.373 W2  0.4388  65.197893  26.918553
57996.21435  0.401  0.414 W1mW2  0.4701  65.197912  26.918554
58154.56786 14.771  0.163 W1  0.3930  65.197908  26.918530
58154.56786 14.396  0.320 W2  0.3930  65.197908  26.918530
58154.56786  0.375  0.359 W1mW2  0.3930  65.197908  26.918530
58360.41022 14.818  0.197 W1  0.5740  65.197956  26.918481
58360.36151 14.444  0.334 W2  0.6021  65.197957  26.918473
58360.41022  0.374  0.388 W1mW2  0.5740  65.197956  26.918481
58518.73638 14.848  0.201 W1  0.5586  65.197976  26.918546
58518.73638 14.495  0.371 W2  0.5586  65.197976  26.918546
58518.73638  0.354  0.422 W1mW2  0.5586  65.197976  26.918546
58727.43124 14.768  0.167 W1  0.4778  65.197965  26.918560
58727.43124 14.405  0.317 W2  0.4778  65.197965  26.918560
58727.43124  0.363  0.358 W1mW2  0.4778  65.197965  26.918560
58885.55105 14.800  0.247 W1  0.4141  65.197928  26.918539
58885.55105 14.421  0.398 W2  0.4141  65.197928  26.918539
58885.55105  0.380  0.469 W1mW2  0.4141  65.197928  26.918539
59091.56951 14.787  0.220 W1  0.5922  65.197967  26.918540
59091.53780 14.419  0.442 W2  0.5751  65.197957  26.918544
59091.56951  0.368  0.494 W1mW2  0.5922  65.197967  26.918540
