# MJD mag magerr filter flag distance ra dec
57446.19222  9.814  0.046 W1  5  2.6598  83.872980  -5.426268
57446.19222 10.795  0.188 W2  5  2.6598  83.872980  -5.426268
57446.19222 -0.981  0.194 W1mW2  5  2.6598  83.872980  -5.426268
