# MJD mag magerr filter distance ra dec
55284.41678 11.158  0.049 W1  0.5635 277.742190  -2.133995
55284.41678 10.476  0.060 W2  0.5635 277.742190  -2.133995
55284.41678  0.682  0.078 W1mW2  0.5635 277.742190  -2.133995
56748.35278 10.680  0.039 W1  0.7497 277.742213  -2.134048
56748.35278 10.021  0.033 W2  0.7497 277.742213  -2.134048
56748.35278  0.659  0.051 W1mW2  0.7497 277.742213  -2.134048
56928.01840 11.095  0.035 W1  0.6506 277.742184  -2.134037
56928.01840 10.507  0.044 W2  0.6506 277.742184  -2.134037
56928.01840  0.587  0.056 W1mW2  0.6506 277.742184  -2.134037
57110.28033 11.254  0.246 W1  0.6860 277.742183  -2.134040
57110.28033 10.702  0.213 W2  0.6860 277.742183  -2.134040
57110.28033  0.552  0.325 W1mW2  0.6860 277.742183  -2.134040
57289.29328 11.265  0.041 W1  0.6224 277.742183  -2.134027
57289.29328 10.723  0.074 W2  0.6224 277.742183  -2.134027
57289.29328  0.542  0.085 W1mW2  0.6224 277.742183  -2.134027
57474.89110 11.201  0.053 W1  0.6634 277.742182  -2.134033
57474.89110 10.554  0.078 W2  0.6634 277.742182  -2.134033
57474.89110  0.647  0.094 W1mW2  0.6634 277.742182  -2.134033
57648.81924 11.258  0.068 W1  0.6775 277.742184  -2.134045
57648.81924 10.662  0.053 W2  0.6775 277.742184  -2.134045
57648.81924  0.596  0.086 W1mW2  0.6775 277.742184  -2.134045
57841.64895 11.242  0.053 W1  0.6772 277.742193  -2.134038
57841.64895 10.639  0.042 W2  0.6772 277.742193  -2.134038
57841.64895  0.602  0.067 W1mW2  0.6772 277.742193  -2.134038
58009.33242 11.347  0.047 W1  0.7015 277.742191  -2.134049
58009.33242 10.778  0.043 W2  0.7015 277.742191  -2.134049
58009.33242  0.569  0.064 W1mW2  0.7015 277.742191  -2.134049
58205.77490 11.130  0.043 W1  0.6566 277.742186  -2.134035
58205.77490 10.597  0.040 W2  0.6566 277.742186  -2.134035
58205.77490  0.533  0.059 W1mW2  0.6566 277.742186  -2.134035
58369.80622 11.343  0.042 W1  0.6907 277.742182  -2.134052
58369.80622 10.816  0.046 W2  0.6907 277.742182  -2.134052
58369.80622  0.527  0.063 W1mW2  0.6907 277.742182  -2.134052
58571.81064 11.232  0.069 W1  0.6831 277.742200  -2.134032
58571.81064 10.719  0.052 W2  0.6831 277.742200  -2.134032
58571.81064  0.513  0.086 W1mW2  0.6831 277.742200  -2.134032
58736.37046 11.352  0.145 W1  0.6895 277.742172  -2.134038
58736.37046 10.798  0.116 W2  0.6895 277.742172  -2.134038
58736.37046  0.555  0.186 W1mW2  0.6895 277.742172  -2.134038
58937.11783 11.247  0.036 W1  0.7109 277.742206  -2.134040
58937.11783 10.703  0.040 W2  0.7109 277.742206  -2.134040
58937.11783  0.544  0.054 W1mW2  0.7109 277.742206  -2.134040
59101.17629 11.221  0.051 W1  0.6232 277.742182  -2.134029
59101.17629 10.694  0.042 W2  0.6232 277.742182  -2.134029
59101.17629  0.528  0.067 W1mW2  0.6232 277.742182  -2.134029
