# MJD mag magerr filter distance ra dec
55265.54951 12.209  0.165 W1  0.5517  85.447748  -1.953309
55265.54951 10.898  0.134 W2  0.5517  85.447748  -1.953309
55265.54951  1.311  0.212 W1mW2  0.5517  85.447748  -1.953309
56730.69553 12.217  0.166 W1  0.7181  85.447828  -1.953480
56730.69553 11.266  0.106 W2  0.7181  85.447828  -1.953480
56730.69553  0.951  0.197 W1mW2  0.7181  85.447828  -1.953480
56921.76963 12.163  0.134 W1  0.6463  85.447846  -1.953360
56921.76963 11.319  0.233 W2  0.6463  85.447846  -1.953360
56921.76963  0.844  0.269 W1mW2  0.6463  85.447846  -1.953360
57089.46628 12.009  0.188 W1  0.6113  85.447799  -1.953437
57089.46628 11.351  0.187 W2  0.6113  85.447799  -1.953437
57089.46628  0.658  0.265 W1mW2  0.6113  85.447799  -1.953437
57283.81288 12.143  0.084 W1  0.8014  85.447877  -1.953435
57283.81288 11.260  0.112 W2  0.8014  85.447877  -1.953435
57283.81288  0.883  0.140 W1mW2  0.8014  85.447877  -1.953435
57448.58526 12.123  0.065 W1  0.5401  85.447785  -1.953358
57448.58526 11.090  0.058 W2  0.5401  85.447785  -1.953358
57448.58526  1.034  0.087 W1mW2  0.5401  85.447785  -1.953358
57647.84499 12.070  0.096 W1  0.7260  85.447853  -1.953365
57647.84499 11.260  0.174 W2  0.7260  85.447853  -1.953365
57647.84499  0.810  0.199 W1mW2  0.7260  85.447853  -1.953365
57813.25541 12.040  0.027 W1  0.2802  85.447746  -1.953345
57813.25541 11.181  0.026 W2  0.2802  85.447746  -1.953345
57813.25541  0.859  0.037 W1mW2  0.2802  85.447746  -1.953345
58014.78115 12.046  0.051 W1  0.8117  85.447884  -1.953377
58014.78115 11.045  0.128 W2  0.8117  85.447884  -1.953377
58014.78115  1.002  0.138 W1mW2  0.8117  85.447884  -1.953377
58379.17720 12.092  0.070 W1  0.6311  85.447839  -1.953361
58379.17720 11.353  0.194 W2  0.6311  85.447839  -1.953361
58379.17720  0.739  0.206 W1mW2  0.6311  85.447839  -1.953361
58536.73168 12.141  0.078 W1  0.6221  85.447827  -1.953404
58536.73168 11.200  0.090 W2  0.6221  85.447827  -1.953404
58536.73168  0.941  0.119 W1mW2  0.6221  85.447827  -1.953404
58743.50627 12.032  0.051 W1  0.7248  85.447870  -1.953371
58743.50627 11.361  0.226 W2  0.7248  85.447870  -1.953371
58743.50627  0.671  0.232 W1mW2  0.7248  85.447870  -1.953371
58901.51664 12.055  0.026 W1  1.0960  85.447949  -1.953483
58901.51664 11.108  0.027 W2  1.0960  85.447949  -1.953483
58901.51664  0.947  0.037 W1mW2  1.0960  85.447949  -1.953483
59110.20195 12.045  0.036 W1  0.5409  85.447812  -1.953409
59110.20195 11.140  0.045 W2  0.5409  85.447812  -1.953409
59110.20195  0.905  0.058 W1mW2  0.5409  85.447812  -1.953409
