# MJD mag magerr filter flag distance ra dec
55263.72466 10.077  0.066 W1 10  0.1695  83.827966  -5.300571
55264.12170  9.885  0.042 W1 10  0.2338  83.827981  -5.300536
55263.79088  9.916  0.039 W1 10  0.2339  83.827950  -5.300618
55263.26154  9.813  0.036 W1 10  0.3362  83.828013  -5.300567
55263.39384 10.018  0.062 W1 10  0.3588  83.828017  -5.300583
55264.25401  9.801  0.035 W1 10  0.3659  83.828021  -5.300547
55263.59236 10.095  0.070 W1 10  0.4181  83.828036  -5.300554
55263.92318  9.660  0.026 W1 10  0.5487  83.828061  -5.300499
55263.65858  9.788  0.039 W1 10  0.5999  83.828086  -5.300585
57646.07679  9.808  0.055 W1 10  0.0444  83.827932  -5.300563
58167.63241  9.765  0.022 W1 10  0.1325  83.827957  -5.300558
58741.42991  9.620  0.019 W1 10  0.2098  83.827963  -5.300521
58741.03745  9.877  0.030 W1 10  0.2851  83.827992  -5.300527
58740.90655  9.780  0.047 W1 10  0.3123  83.827998  -5.300598
57281.45210  9.890  0.054 W1 10  0.3333  83.828012  -5.300545
57646.60091  9.856  0.054 W1 10  0.3340  83.827996  -5.300506
59108.20797  9.846  0.030 W1 10  0.3389  83.828014  -5.300565
57446.78218  9.857  0.030 W1 10  0.3545  83.828018  -5.300571
58377.73809  9.606  0.027 W1  5  0.3557  83.827972  -5.300476
57646.60079  9.678  0.022 W1  5  0.3868  83.828028  -5.300562
59108.46901 10.114  0.072 W1 10  0.4098  83.828024  -5.300607
56728.55473  9.852  0.048 W1  0  0.4255  83.828034  -5.300594
59108.73107  9.704  0.025 W1  5  0.4633  83.828031  -5.300626
58013.31956  9.862  0.062 W1 10  0.4997  83.828059  -5.300558
57645.88018  9.826  0.037 W1 10  0.5444  83.828069  -5.300587
58741.56068  9.398  0.023 W1 10  0.6101  83.828067  -5.300475
57654.26541  9.791  0.022 W1 10  0.7832  83.828120  -5.300472
55263.72466  9.555  0.039 W2 10  0.1695  83.827966  -5.300571
55264.12170  9.607  0.031 W2 10  0.2338  83.827981  -5.300536
55263.79088  9.593  0.037 W2 10  0.2339  83.827950  -5.300618
55263.26154  9.572  0.036 W2 10  0.3362  83.828013  -5.300567
55263.39384  9.481  0.034 W2 10  0.3588  83.828017  -5.300583
55264.25401  9.779  0.077 W2 10  0.3659  83.828021  -5.300547
55263.59236  9.643  0.037 W2 10  0.4181  83.828036  -5.300554
55263.92318  9.342  0.023 W2 10  0.5487  83.828061  -5.300499
55263.65858  9.513  0.075 W2 10  0.5999  83.828086  -5.300585
57646.60079 13.082  0.406 W2  5  0.3868  83.828028  -5.300562
58741.56068 10.495  0.097 W2 10  0.6101  83.828067  -5.300475
55263.72466  0.522  0.077 W1mW2 10  0.1695  83.827966  -5.300571
55264.12170  0.278  0.052 W1mW2 10  0.2338  83.827981  -5.300536
55263.79088  0.323  0.054 W1mW2 10  0.2339  83.827950  -5.300618
55263.26154  0.241  0.051 W1mW2 10  0.3362  83.828013  -5.300567
55263.39384  0.537  0.071 W1mW2 10  0.3588  83.828017  -5.300583
55264.25401  0.022  0.085 W1mW2 10  0.3659  83.828021  -5.300547
55263.59236  0.452  0.079 W1mW2 10  0.4181  83.828036  -5.300554
55263.92318  0.318  0.035 W1mW2 10  0.5487  83.828061  -5.300499
55263.65858  0.275  0.085 W1mW2 10  0.5999  83.828086  -5.300585
57646.60079 -3.404  0.407 W1mW2  5  0.3868  83.828028  -5.300562
58741.56068 -1.097  0.100 W1mW2 10  0.6101  83.828067  -5.300475
