# MJD mag magerr filter flag distance ra dec
55283.80610 12.910  0.056 W1 10  0.5122 277.688449  -2.125909
55292.14215 12.919  0.057 W1 10  0.6777 277.688414  -2.125999
55284.07071 12.922  0.058 W1 10  0.7857 277.688507  -2.125958
55283.60758 12.703  0.042 W1 10  0.8153 277.688548  -2.125891
55283.47528 12.916  0.055 W1 10  0.8404 277.688417  -2.126047
55284.20301 12.924  0.060 W1 10  0.8662 277.688570  -2.125853
55283.54137 13.008  0.065 W1 10  1.1929 277.688401  -2.126154
55283.34297 12.865  0.044 W1 10  1.3622 277.688607  -2.126088
55283.87219 13.188  0.066 W1 10  1.4920 277.688566  -2.126171
57474.67106 12.949  0.059 W1  0  0.0693 277.688323  -2.125848
58736.94762 13.045  0.064 W1  0  0.1907 277.688311  -2.125780
57648.72848 12.704  0.045 W1  5  0.2549 277.688394  -2.125860
58572.38867 12.916  0.055 W1  5  0.2658 277.688376  -2.125888
57648.99055 13.096  0.051 W1 10  0.2905 277.688279  -2.125892
58937.06330 12.920  0.050 W1  0  0.3090 277.688416  -2.125834
57110.31565 12.626  0.038 W1  5  0.3109 277.688375  -2.125904
58206.14966 12.966  0.053 W1  5  0.3435 277.688272  -2.125754
58205.42982 12.770  0.039 W1  5  0.3499 277.688331  -2.125927
56927.80319 12.938  0.062 W1 10  0.3519 277.688347  -2.125926
58370.17829 12.833  0.043 W1  5  0.4076 277.688442  -2.125846
56748.01271 12.746  0.057 W1  5  0.4117 277.688444  -2.125833
56748.34175 12.880  0.047 W1  5  0.4671 277.688452  -2.125787
57474.93324 12.750  0.034 W1  5  0.4962 277.688373  -2.125961
58733.61188 12.962  0.046 W1  5  0.4978 277.688467  -2.125846
57286.46871 12.730  0.062 W1  5  0.5020 277.688442  -2.125913
59100.52237 12.771  0.042 W1  5  0.5051 277.688430  -2.125929
58569.90227 12.737  0.034 W1  5  0.5075 277.688461  -2.125882
56748.27592 12.803  0.055 W1 10  0.5420 277.688437  -2.125724
59100.98015 12.815  0.044 W1  5  0.5458 277.688482  -2.125822
56748.47342 12.650  0.035 W1  5  0.5505 277.688466  -2.125901
56927.93473 12.702  0.029 W1  5  0.5521 277.688478  -2.125869
57648.26994 12.725  0.038 W1 10  0.5591 277.688460  -2.125914
58369.72064 12.809  0.060 W1  5  0.5633 277.688482  -2.125867
57841.70933 12.877  0.052 W1  5  0.5682 277.688484  -2.125865
58009.29250 12.924  0.056 W1  5  0.5756 277.688446  -2.125940
57474.47445 12.852  0.043 W1  5  0.5809 277.688480  -2.125769
58569.37891 12.812  0.050 W1  5  0.6053 277.688472  -2.125920
