# MJD mag magerr filter distance ra dec
55265.48379  7.890  0.076 W1  0.4597  85.645252 -10.029628
55265.48379  7.150  0.054 W2  0.4597  85.645252 -10.029628
55265.48379  0.740  0.094 W1mW2  0.4597  85.645252 -10.029628
56724.73472  7.843  0.039 W1  0.2682  85.645337 -10.029604
56724.73472  7.044  0.047 W2  0.2682  85.645337 -10.029604
56724.73472  0.799  0.061 W1mW2  0.2682  85.645337 -10.029604
56729.80506  7.822  0.041 W1  0.3185  85.645327 -10.029618
56729.80506  7.061  0.047 W2  0.3185  85.645327 -10.029618
56729.80506  0.761  0.062 W1mW2  0.3185  85.645327 -10.029618
56730.35582  7.830  0.053 W1  0.3181  85.645309 -10.029613
56730.35582  7.048  0.053 W2  0.3181  85.645309 -10.029613
56730.35582  0.782  0.075 W1mW2  0.3181  85.645309 -10.029613
56921.60338  7.524  0.086 W1  0.1762  85.645342 -10.029571
56921.60338  6.749  0.070 W2  0.1762  85.645342 -10.029571
56921.60338  0.775  0.111 W1mW2  0.1762  85.645342 -10.029571
56922.18211  7.541  0.062 W1  0.1816  85.645309 -10.029575
56922.18211  6.757  0.069 W2  0.1816  85.645309 -10.029575
56922.18211  0.784  0.092 W1mW2  0.1816  85.645309 -10.029575
57088.87378  7.469  0.070 W1  0.2258  85.645346 -10.029591
57088.87378  6.696  0.062 W2  0.2258  85.645346 -10.029591
57088.87378  0.773  0.093 W1mW2  0.2258  85.645346 -10.029591
57089.43497  7.480  0.070 W1  0.2606  85.645318 -10.029598
57089.43497  6.706  0.068 W2  0.2606  85.645318 -10.029598
57089.43497  0.774  0.098 W1mW2  0.2606  85.645318 -10.029598
57283.51918  7.645  0.057 W1  0.2076  85.645319 -10.029583
57283.51918  6.917  0.052 W2  0.2076  85.645319 -10.029583
57283.51918  0.728  0.077 W1mW2  0.2076  85.645319 -10.029583
57284.07672  7.614  0.098 W1  0.2435  85.645299 -10.029587
57284.07672  6.938  0.054 W2  0.2435  85.645299 -10.029587
57284.07672  0.676  0.113 W1mW2  0.2435  85.645299 -10.029587
57447.89563  7.492  0.066 W1  0.3756  85.645396 -10.029611
57447.89563  6.805  0.056 W2  0.3756  85.645396 -10.029611
57447.89563  0.687  0.087 W1mW2  0.3756  85.645396 -10.029611
57448.43636  7.494  0.078 W1  0.2721  85.645342 -10.029601
57448.43636  6.765  0.074 W2  0.2721  85.645342 -10.029601
57448.43636  0.729  0.107 W1mW2  0.2721  85.645342 -10.029601
57449.00983  7.488  0.066 W1  0.2407  85.645318 -10.029596
57449.00983  6.780  0.057 W2  0.2407  85.645318 -10.029596
57449.00983  0.708  0.087 W1mW2  0.2407  85.645318 -10.029596
57647.62805  7.860  0.046 W1  0.2378  85.645312 -10.029589
57647.62805  7.089  0.049 W2  0.2378  85.645312 -10.029589
57647.62805  0.771  0.068 W1mW2  0.2378  85.645312 -10.029589
57648.17393  7.838  0.066 W1  0.2634  85.645286 -10.029584
57648.17393  7.087  0.058 W2  0.2634  85.645286 -10.029584
57648.17393  0.751  0.088 W1mW2  0.2634  85.645286 -10.029584
57654.39733  7.814  0.042 W1  0.1243  85.645306 -10.029555
57654.39733  7.104  0.045 W2  0.1243  85.645306 -10.029555
57654.39733  0.710  0.062 W1mW2  0.1243  85.645306 -10.029555
57812.57727  7.723  0.061 W1  0.2807  85.645321 -10.029603
57812.57727  6.992  0.051 W2  0.2807  85.645321 -10.029603
57812.57727  0.730  0.080 W1mW2  0.2807  85.645321 -10.029603
57813.12297  7.703  0.045 W1  0.2130  85.645338 -10.029589
