# MJD mag magerr filter distance ra dec
55263.85697 10.377  0.027 W1  1.5720  83.896206  -5.439196
56728.42306 10.386  0.067 W1  0.6726  83.896014  -5.439381
56918.16932 10.159  0.801 W1  0.8314  83.895650  -5.439372
57087.49553 10.643  0.161 W1  2.4815  83.895150  -5.439290
57281.88938 11.654  1.555 W1  1.7230  83.895572  -5.439336
57654.26554 10.358  0.023 W1  0.8429  83.895596  -5.439401
58013.31969 11.141  1.283 W1  2.2564  83.895821  -5.439239
58377.44369 11.373  1.289 W1  2.3207  83.895854  -5.439531
58535.12814 10.644  0.169 W1  2.6899  83.895766  -5.438676
58741.88781 10.315  0.021 W1  0.7145  83.895682  -5.439287
58741.62626 12.545  0.211 W2  2.7553  83.895235  -5.438935
58741.88781 -2.230  0.212 W1mW2  0.7145  83.895682  -5.439287
58899.55347 10.703  0.392 W1  0.7132  83.895700  -5.439270
59108.66581 11.916  1.837 W1  1.9542  83.895436  -5.439052
