# MJD mag magerr filter distance ra dec
55266.73612 10.673  0.041 W1  0.2393  86.741832   0.241090
55266.73612 10.138  0.040 W2  0.2393  86.741832   0.241090
55266.73612  0.536  0.057 W1mW2  0.2393  86.741832   0.241090
55267.23235 10.662  0.049 W1  0.2175  86.741829   0.241099
55267.23235 10.117  0.055 W2  0.2175  86.741829   0.241099
55267.23235  0.545  0.073 W1mW2  0.2175  86.741829   0.241099
56731.57825 10.473  0.054 W1  0.2587  86.741822   0.241078
56731.57825  9.841  0.030 W2  0.2587  86.741822   0.241078
56731.57825  0.632  0.062 W1mW2  0.2587  86.741822   0.241078
56732.11166 10.461  0.016 W1  0.2304  86.741828   0.241089
56732.11166  9.810  0.023 W2  0.2304  86.741828   0.241089
56732.11166  0.651  0.028 W1mW2  0.2304  86.741828   0.241089
56922.77220 10.531  0.030 W1  0.2269  86.741818   0.241085
56922.77220  9.932  0.018 W2  0.2269  86.741818   0.241085
56922.77220  0.599  0.035 W1mW2  0.2269  86.741818   0.241085
56923.34225 10.591  0.044 W1  0.2104  86.741824   0.241095
56923.34225  9.979  0.022 W2  0.2104  86.741824   0.241095
56923.34225  0.612  0.050 W1mW2  0.2104  86.741824   0.241095
57090.67065 10.608  0.038 W1  0.2797  86.741820   0.241071
57090.67065 10.070  0.032 W2  0.2797  86.741820   0.241071
57090.67065  0.538  0.050 W1mW2  0.2797  86.741820   0.241071
57091.17414 10.660  0.015 W1  0.2251  86.741819   0.241086
57091.17414 10.098  0.018 W2  0.2251  86.741819   0.241086
57091.17414  0.562  0.023 W1mW2  0.2251  86.741819   0.241086
57284.82261 10.730  0.046 W1  0.1901  86.741817   0.241097
57284.82261 10.167  0.032 W2  0.1901  86.741817   0.241097
57284.82261  0.563  0.056 W1mW2  0.1901  86.741817   0.241097
57285.32115 10.676  0.056 W1  0.2162  86.741819   0.241090
57285.32115 10.180  0.036 W2  0.2162  86.741819   0.241090
57285.32115  0.495  0.066 W1mW2  0.2162  86.741819   0.241090
57449.73275 10.436  0.039 W1  0.2150  86.741815   0.241087
57449.73275  9.829  0.027 W2  0.2150  86.741815   0.241087
57449.73275  0.607  0.047 W1mW2  0.2150  86.741815   0.241087
57450.19157 10.445  0.024 W1  0.2154  86.741807   0.241087
57450.19157  9.822  0.044 W2  0.2154  86.741807   0.241087
57450.19157  0.623  0.050 W1mW2  0.2154  86.741807   0.241087
57648.82724 10.577  0.018 W1  0.1906  86.741800   0.241088
57648.82724  9.970  0.022 W2  0.1906  86.741800   0.241088
57648.82724  0.607  0.028 W1mW2  0.1906  86.741800   0.241088
57649.32506 10.567  0.048 W1  0.2233  86.741816   0.241086
57649.32506  9.980  0.036 W2  0.2233  86.741816   0.241086
57649.32506  0.586  0.060 W1mW2  0.2233  86.741816   0.241086
57654.52651 10.506  0.023 W1  0.2197  86.741810   0.241082
57654.52651  9.970  0.020 W2  0.2197  86.741810   0.241082
57654.52651  0.537  0.031 W1mW2  0.2197  86.741810   0.241082
57813.80594 10.538  0.045 W1  0.2901  86.741826   0.241072
57813.80594 10.006  0.019 W2  0.2901  86.741826   0.241072
57813.80594  0.532  0.049 W1mW2  0.2901  86.741826   0.241072
57814.29429 10.580  0.039 W1  0.2334  86.741814   0.241080
57814.29429  9.990  0.026 W2  0.2334  86.741814   0.241080
57814.29429  0.591  0.047 W1mW2  0.2334  86.741814   0.241080
57818.62578 10.467  0.016 W1  0.2997  86.741811   0.241059
57818.62578  9.932  0.016 W2  0.2997  86.741811   0.241059
57818.62578  0.535  0.023 W1mW2  0.2997  86.741811   0.241059
58015.80635 10.566  0.018 W1  0.2758  86.741851   0.241094
58015.80635  9.957  0.017 W2  0.2758  86.741851   0.241094
58015.80635  0.609  0.025 W1mW2  0.2758  86.741851   0.241094
58016.35631 10.515  0.041 W1  0.1990  86.741817   0.241095
58016.35631  9.950  0.024 W2  0.1990  86.741817   0.241095
58016.35631  0.565  0.048 W1mW2  0.1990  86.741817   0.241095
58170.88422 10.395  0.030 W1  0.2537  86.741825   0.241080
58170.88422  9.882  0.021 W2  0.2537  86.741825   0.241080
58170.88422  0.513  0.036 W1mW2  0.2537  86.741825   0.241080
58171.29051 10.422  0.030 W1  0.2352  86.741828   0.241092
58171.29051  9.906  0.026 W2  0.2352  86.741828   0.241092
58171.29051  0.516  0.040 W1mW2  0.2352  86.741828   0.241092
58174.37437 10.607  0.026 W1  0.2107  86.741823   0.241092
58174.37437 10.027  0.023 W2  0.2107  86.741823   0.241092
58174.37437  0.579  0.035 W1mW2  0.2107  86.741823   0.241092
58379.89609 10.522  0.016 W1  0.2898  86.741829   0.241070
58379.89609  9.966  0.017 W2  0.2898  86.741829   0.241070
58379.89609  0.556  0.023 W1mW2  0.2898  86.741829   0.241070
58380.45231 10.524  0.029 W1  0.2289  86.741817   0.241090
58380.45231  9.971  0.024 W2  0.2289  86.741817   0.241090
58380.45231  0.552  0.038 W1mW2  0.2289  86.741817   0.241090
58537.79524 10.519  0.033 W1  0.2439  86.741812   0.241081
58537.79524  9.950  0.027 W2  0.2439  86.741812   0.241081
