# MJD mag magerr filter distance ra dec
55250.80603  6.918  0.086 W1  0.4127 197.026005 -77.918168
55250.80603  6.166  0.062 W2  0.4127 197.026005 -77.918168
55250.80603  0.752  0.106 W1mW2  0.4127 197.026005 -77.918168
55251.56694  6.955  0.103 W1  0.3967 197.026054 -77.918159
55251.56694  6.248  0.107 W2  0.3967 197.026054 -77.918159
55251.56694  0.707  0.148 W1mW2  0.3967 197.026054 -77.918159
55252.19550  6.987  0.079 W1  0.3859 197.026015 -77.918159
55252.19550  6.207  0.074 W2  0.3859 197.026015 -77.918159
55252.19550  0.780  0.108 W1mW2  0.3859 197.026015 -77.918159
56710.49351  7.312  0.090 W1  0.1888 197.025859 -77.918112
56710.49351  6.557  0.069 W2  0.1888 197.025859 -77.918112
56710.49351  0.755  0.113 W1mW2  0.1888 197.025859 -77.918112
56715.69676  7.103  0.177 W1  0.2892 197.025898 -77.918128
56715.69676  6.367  0.103 W2  0.2892 197.025898 -77.918128
56715.69676  0.736  0.204 W1mW2  0.2892 197.025898 -77.918128
56716.37333  7.032  0.150 W1  0.2713 197.025888 -77.918129
56716.37333  6.345  0.094 W2  0.2713 197.025888 -77.918129
56716.37333  0.687  0.176 W1mW2  0.2713 197.025888 -77.918129
56717.01397  6.959  0.126 W1  0.4428 197.026112 -77.918168
56717.01397  6.424  0.083 W2  0.4428 197.026112 -77.918168
56717.01397  0.535  0.151 W1mW2  0.4428 197.026112 -77.918168
56893.98044  7.146  0.121 W1  0.4658 197.025990 -77.918185
56893.98044  6.253  0.101 W2  0.4658 197.025990 -77.918185
56893.98044  0.893  0.158 W1mW2  0.4658 197.025990 -77.918185
56894.62500  7.115  0.158 W1  0.4803 197.025693 -77.918176
56894.62500  6.298  0.129 W2  0.4803 197.025693 -77.918176
56894.62500  0.817  0.204 W1mW2  0.4803 197.025693 -77.918176
56895.36996  7.072  0.155 W1  0.5129 197.025565 -77.918183
56895.36996  6.304  0.108 W2  0.5129 197.025565 -77.918183
56895.36996  0.768  0.189 W1mW2  0.5129 197.025565 -77.918183
57077.62228  7.306  0.109 W1  0.3242 197.025841 -77.918148
57077.62228  6.559  0.085 W2  0.3242 197.025841 -77.918148
57077.62228  0.747  0.138 W1mW2  0.3242 197.025841 -77.918148
57078.46515  7.105  0.151 W1  0.3857 197.025771 -77.918155
57078.46515  6.375  0.096 W2  0.3857 197.025771 -77.918155
57078.46515  0.730  0.178 W1mW2  0.3857 197.025771 -77.918155
57252.95585  7.581  0.077 W1  0.4640 197.025728 -77.918186
57252.95585  6.828  0.057 W2  0.4640 197.025728 -77.918186
57252.95585  0.753  0.096 W1mW2  0.4640 197.025728 -77.918186
57253.65558  7.609  0.075 W1  0.4340 197.025704 -77.918176
57253.65558  6.822  0.060 W2  0.4340 197.025704 -77.918176
57253.65558  0.787  0.096 W1mW2  0.4340 197.025704 -77.918176
57254.33031  7.619  0.059 W1  0.4470 197.025658 -77.918178
57254.33031  6.813  0.061 W2  0.4470 197.025658 -77.918178
57254.33031  0.806  0.085 W1mW2  0.4470 197.025658 -77.918178
57257.72263  7.242  0.102 W1  0.3931 197.025668 -77.918164
57257.72263  6.546  0.069 W2  0.3931 197.025668 -77.918164
57257.72263  0.696  0.123 W1mW2  0.3931 197.025668 -77.918164
57441.76787  7.263  0.147 W1  0.3066 197.025810 -77.918144
57441.76787  6.491  0.094 W2  0.3066 197.025810 -77.918144
57441.76787  0.772  0.175 W1mW2  0.3066 197.025810 -77.918144
57442.50526  7.144  0.142 W1  0.3104 197.025836 -77.918143
57442.50526  6.412  0.106 W2  0.3104 197.025836 -77.918143
57442.50526  0.732  0.178 W1mW2  0.3104 197.025836 -77.918143
57448.92878  7.021  0.161 W1  0.2752 197.025726 -77.918126
57448.92878  6.316  0.095 W2  0.2752 197.025726 -77.918126
57448.92878  0.704  0.186 W1mW2  0.2752 197.025726 -77.918126
57614.97534  6.807  0.125 W1  0.4686 197.025810 -77.918190
57614.97534  6.186  0.104 W2  0.4686 197.025810 -77.918190
57614.97534  0.621  0.163 W1mW2  0.4686 197.025810 -77.918190
57615.62391  6.889  0.150 W1  0.5861 197.025743 -77.918220
57615.62391  6.197  0.144 W2  0.5861 197.025743 -77.918220
57615.62391  0.693  0.207 W1mW2  0.5861 197.025743 -77.918220
