# MJD mag magerr filter distance ra dec
55266.80227 10.254  0.052 W1  0.2258  86.575047   0.203399
55266.80227  9.684  0.040 W2  0.2258  86.575047   0.203399
55266.80227  0.570  0.066 W1mW2  0.2258  86.575047   0.203399
56731.53925 10.235  0.032 W1  0.2412  86.575045   0.203393
56731.53925  9.692  0.026 W2  0.2412  86.575045   0.203393
56731.53925  0.543  0.041 W1mW2  0.2412  86.575045   0.203393
56923.00242 10.216  0.031 W1  0.2081  86.575047   0.203409
56923.00242  9.597  0.023 W2  0.2081  86.575047   0.203409
56923.00242  0.618  0.038 W1mW2  0.2081  86.575047   0.203409
57090.60329 10.153  0.068 W1  0.2333  86.575044   0.203407
57090.60329  9.596  0.048 W2  0.2333  86.575044   0.203407
57090.60329  0.557  0.083 W1mW2  0.2333  86.575044   0.203407
57284.71767 10.150  0.067 W1  0.2410  86.575059   0.203410
57284.71767  9.586  0.025 W2  0.2410  86.575059   0.203410
57284.71767  0.563  0.071 W1mW2  0.2410  86.575059   0.203410
57285.25556 10.259  0.074 W1  0.2489  86.575063   0.203412
57285.25556  9.649  0.032 W2  0.2489  86.575063   0.203412
57285.25556  0.611  0.081 W1mW2  0.2489  86.575063   0.203412
57449.70464  9.994  0.026 W1  0.2344  86.575046   0.203395
57449.70464  9.416  0.039 W2  0.2344  86.575046   0.203395
57449.70464  0.579  0.047 W1mW2  0.2344  86.575046   0.203395
57649.06406 10.356  0.031 W1  0.2362  86.575055   0.203408
57649.06406  9.876  0.030 W2  0.2362  86.575055   0.203408
57649.06406  0.480  0.043 W1mW2  0.2362  86.575055   0.203408
57814.23815 10.312  0.041 W1  0.2113  86.575041   0.203400
57814.23815  9.758  0.026 W2  0.2113  86.575041   0.203400
57814.23815  0.554  0.048 W1mW2  0.2113  86.575041   0.203400
58016.12869 10.131  0.042 W1  0.2044  86.575045   0.203408
58016.12869  9.499  0.036 W2  0.2044  86.575045   0.203408
58016.12869  0.631  0.056 W1mW2  0.2044  86.575045   0.203408
58171.50000 10.260  0.175 W1  0.2264  86.575047   0.203400
58171.50000  9.621  0.126 W2  0.2264  86.575047   0.203400
58171.50000  0.639  0.216 W1mW2  0.2264  86.575047   0.203400
58380.27088 10.099  0.026 W1  0.2105  86.575046   0.203407
58380.27088  9.509  0.034 W2  0.2105  86.575046   0.203407
58380.27088  0.590  0.043 W1mW2  0.2105  86.575046   0.203407
58538.00244 10.147  0.100 W1  0.2229  86.575044   0.203397
58538.00244  9.550  0.080 W2  0.2229  86.575044   0.203397
58538.00244  0.598  0.128 W1mW2  0.2229  86.575044   0.203397
58744.77388 10.395  0.023 W1  0.2081  86.575045   0.203410
58744.77388  9.969  0.025 W2  0.2081  86.575045   0.203410
58744.77388  0.425  0.034 W1mW2  0.2081  86.575045   0.203410
58902.18889 10.163  0.029 W1  0.2284  86.575044   0.203395
58902.18889  9.564  0.026 W2  0.2284  86.575044   0.203395
58902.18889  0.599  0.039 W1mW2  0.2284  86.575044   0.203395
59111.54670 10.161  0.029 W1  0.1906  86.575042   0.203416
59111.54670  9.612  0.023 W2  0.1906  86.575042   0.203416
59111.54670  0.549  0.037 W1mW2  0.1906  86.575042   0.203416
