# MJD mag magerr filter distance ra dec
55263.72479 11.140  0.049 W2  0.9384  83.847955  -5.024842
55264.38644 11.101  0.036 W2  0.7836  83.847954  -5.024784
56920.14241 11.278  0.031 W2  0.5026  83.847925  -5.024677
57446.53648 11.309  0.037 W2  0.8253  83.847927  -5.024823
57646.20770 11.071  0.036 W2  0.7904  83.848009  -5.024663
57810.96280 11.362  0.032 W2  0.9494  83.847964  -5.024839
57811.29032 11.365  0.033 W2  0.7530  83.847946  -5.024780
58012.79583 11.439  0.058 W2  0.8665  83.848021  -5.024698
58013.38502 11.394  0.053 W2  0.8030  83.848002  -5.024706
58377.01825 11.478  0.042 W2  0.8405  83.848019  -5.024690
58534.67023 11.399  0.034 W2  0.7305  83.847909  -5.024805
59108.73107 11.333  0.033 W2  0.6468  83.847968  -5.024667
