# MJD mag magerr filter distance ra dec
55265.38737  7.391  0.058 W1  0.1903  85.615678 -10.030877
55265.38737  6.865  0.057 W2  0.1903  85.615678 -10.030877
55265.38737  0.526  0.081 W1mW2  0.1903  85.615678 -10.030877
56729.78627  7.317  0.106 W1  0.2618  85.615685 -10.030905
56729.78627  6.701  0.064 W2  0.2618  85.615685 -10.030905
56729.78627  0.617  0.124 W1mW2  0.2618  85.615685 -10.030905
56921.62859  7.397  0.089 W1  0.1419  85.615660 -10.030864
56921.62859  6.788  0.064 W2  0.1419  85.615660 -10.030864
56921.62859  0.609  0.109 W1mW2  0.1419  85.615660 -10.030864
57089.30064  7.354  0.102 W1  0.2537  85.615684 -10.030899
57089.30064  6.730  0.063 W2  0.2537  85.615684 -10.030899
57089.30064  0.624  0.120 W1mW2  0.2537  85.615684 -10.030899
57283.56603  7.206  0.132 W1  0.1677  85.615661 -10.030873
57283.56603  6.600  0.075 W2  0.1677  85.615661 -10.030873
57283.56603  0.607  0.152 W1mW2  0.1677  85.615661 -10.030873
57448.43636  7.228  0.129 W1  0.2301  85.615681 -10.030888
57448.43636  6.661  0.072 W2  0.2301  85.615681 -10.030888
57448.43636  0.567  0.147 W1mW2  0.2301  85.615681 -10.030888
57648.12482  7.176  0.139 W1  0.2177  85.615671 -10.030854
57648.12482  6.597  0.077 W2  0.2177  85.615671 -10.030854
57648.12482  0.579  0.160 W1mW2  0.2177  85.615671 -10.030854
57813.03411  7.222  0.143 W1  0.2539  85.615679 -10.030906
57813.03411  6.667  0.072 W2  0.2539  85.615679 -10.030906
57813.03411  0.554  0.160 W1mW2  0.2539  85.615679 -10.030906
58014.72337  7.305  0.118 W1  0.1670  85.615664 -10.030876
58014.72337  6.732  0.067 W2  0.1670  85.615664 -10.030876
58014.72337  0.573  0.136 W1mW2  0.1670  85.615664 -10.030876
58170.29627  7.189  0.137 W1  0.2821  85.615688 -10.030905
58170.29627  6.673  0.074 W2  0.2821  85.615688 -10.030905
58170.29627  0.516  0.155 W1mW2  0.2821  85.615688 -10.030905
58378.90179  7.613  0.064 W1  0.1808  85.615671 -10.030876
58378.90179  7.016  0.057 W2  0.1808  85.615671 -10.030876
58378.90179  0.597  0.086 W1mW2  0.1808  85.615671 -10.030876
58536.61698  7.584  0.062 W1  0.2345  85.615676 -10.030901
58536.61698  6.972  0.052 W2  0.2345  85.615676 -10.030901
58536.61698  0.612  0.081 W1mW2  0.2345  85.615676 -10.030901
58743.55433  7.350  0.101 W1  0.1772  85.615669 -10.030872
58743.55433  6.806  0.057 W2  0.1772  85.615669 -10.030872
58743.55433  0.545  0.116 W1mW2  0.1772  85.615669 -10.030872
58900.88285  7.261  0.150 W1  0.2560  85.615679 -10.030901
58900.88285  6.718  0.068 W2  0.2560  85.615679 -10.030901
58900.88285  0.543  0.164 W1mW2  0.2560  85.615679 -10.030901
59110.31650  7.258  0.132 W1  0.2225  85.615682 -10.030868
59110.31650  6.699  0.071 W2  0.2225  85.615682 -10.030868
59110.31650  0.560  0.150 W1mW2  0.2225  85.615682 -10.030868
