# MJD mag magerr filter distance ra dec
55252.62296  9.554  0.024 W1  0.1041 240.624582 -41.853034
55252.62296  9.500  0.032 W2  0.1041 240.624582 -41.853034
55252.62296  0.054  0.040 W1mW2  0.1041 240.624582 -41.853034
55253.11450  9.562  0.024 W1  0.1445 240.624537 -41.853036
55253.11450  9.498  0.022 W2  0.1445 240.624537 -41.853036
55253.11450  0.064  0.033 W1mW2  0.1445 240.624537 -41.853036
56716.80908  9.563  0.016 W1  0.1399 240.624585 -41.853033
56716.80908  9.505  0.017 W2  0.1399 240.624585 -41.853033
56716.80908  0.058  0.023 W1mW2  0.1399 240.624585 -41.853033
56717.32134  9.589  0.021 W1  0.0899 240.624579 -41.853044
56717.32134  9.513  0.026 W2  0.0899 240.624579 -41.853044
56717.32134  0.075  0.034 W1mW2  0.0899 240.624579 -41.853044
56895.76375  9.488  0.031 W1  0.1032 240.624554 -41.853046
56895.76375  9.460  0.022 W2  0.1032 240.624554 -41.853046
56895.76375  0.028  0.038 W1mW2  0.1032 240.624554 -41.853046
56896.30874  9.500  0.019 W1  0.0460 240.624574 -41.853052
56896.30874  9.464  0.017 W2  0.0460 240.624574 -41.853052
56896.30874  0.036  0.025 W1mW2  0.0460 240.624574 -41.853052
57078.78949  9.475  0.025 W1  0.0807 240.624587 -41.853040
57078.78949  9.431  0.019 W2  0.0807 240.624587 -41.853040
57078.78949  0.044  0.032 W1mW2  0.0807 240.624587 -41.853040
57079.29522  9.467  0.018 W1  0.0891 240.624573 -41.853043
57079.29522  9.421  0.018 W2  0.0891 240.624573 -41.853043
57079.29522  0.046  0.025 W1mW2  0.0891 240.624573 -41.853043
57254.74525  9.495  0.023 W1  0.0809 240.624568 -41.853041
57254.74525  9.458  0.016 W2  0.0809 240.624568 -41.853041
57254.74525  0.038  0.028 W1mW2  0.0809 240.624568 -41.853041
57255.29349  9.502  0.019 W1  0.0848 240.624554 -41.853060
57255.29349  9.462  0.023 W2  0.0848 240.624554 -41.853060
57255.29349  0.039  0.029 W1mW2  0.0848 240.624554 -41.853060
57257.92676  9.506  0.017 W1  0.0828 240.624576 -41.853057
57257.92676  9.460  0.019 W2  0.0828 240.624576 -41.853057
57257.92676  0.046  0.026 W1mW2  0.0828 240.624576 -41.853057
57258.22855  9.511  0.026 W1  0.0902 240.624555 -41.853053
57258.22855  9.455  0.021 W2  0.0902 240.624555 -41.853053
57258.22855  0.056  0.034 W1mW2  0.0902 240.624555 -41.853053
57442.89123  9.577  0.015 W1  0.1371 240.624613 -41.853031
57442.89123  9.538  0.013 W2  0.1371 240.624613 -41.853031
57442.89123  0.039  0.020 W1mW2  0.1371 240.624613 -41.853031
57443.36459  9.566  0.023 W1  0.0960 240.624587 -41.853040
57443.36459  9.548  0.018 W2  0.0960 240.624587 -41.853040
57443.36459  0.018  0.029 W1mW2  0.0960 240.624587 -41.853040
57448.98704  9.585  0.015 W1  0.1333 240.624594 -41.853024
57448.98704  9.562  0.014 W2  0.1333 240.624594 -41.853024
57448.98704  0.023  0.021 W1mW2  0.1333 240.624594 -41.853024
57616.67871  9.536  0.021 W1  0.0740 240.624568 -41.853055
57616.67871  9.474  0.022 W2  0.0740 240.624568 -41.853055
57616.67871  0.062  0.031 W1mW2  0.0740 240.624568 -41.853055
57617.14454  9.530  0.019 W1  0.0845 240.624553 -41.853048
57617.14454  9.476  0.015 W2  0.0845 240.624553 -41.853048
57617.14454  0.055  0.024 W1mW2  0.0845 240.624553 -41.853048
57810.44791  9.374  0.029 W1  0.0923 240.624576 -41.853048
57810.44791  9.327  0.021 W2  0.0923 240.624576 -41.853048
57810.44791  0.047  0.036 W1mW2  0.0923 240.624576 -41.853048
57811.00457  9.397  0.016 W1  0.0817 240.624550 -41.853059
57811.00457  9.324  0.014 W2  0.0817 240.624550 -41.853059
57811.00457  0.073  0.021 W1mW2  0.0817 240.624550 -41.853059
57976.81180  9.482  0.017 W1  0.0445 240.624576 -41.853059
57976.81180  9.405  0.029 W2  0.0445 240.624576 -41.853059
57976.81180  0.076  0.033 W1mW2  0.0445 240.624576 -41.853059
57977.35010  9.476  0.020 W1  0.0660 240.624566 -41.853051
57977.35010  9.430  0.020 W2  0.0660 240.624566 -41.853051
57977.35010  0.046  0.028 W1mW2  0.0660 240.624566 -41.853051
58174.56784  9.554  0.018 W1  0.0639 240.624575 -41.853047
