# MJD mag magerr filter flag distance ra dec
55263.79088  9.334  0.018 W1 10  0.1545  83.797753  -5.299186
55263.26154  9.509  0.037 W1 10  2.0218  83.797361  -5.299632
55263.39384  9.163  0.025 W1 10  2.1106  83.797455  -5.299719
55263.52627  9.136  0.025 W1 10  2.3157  83.797425  -5.299767
55263.39397  8.946  0.042 W1 10  2.6318  83.797472  -5.299881
55263.12923  9.155  0.021 W1 10  2.8511  83.797116  -5.299717
57281.45210  9.170  0.019 W1 10  1.9574  83.797449  -5.299668
57654.26541  9.346  0.025 W1 10  1.9578  83.797459  -5.299673
56728.55473  9.187  0.020 W1  0  2.1031  83.797709  -5.299774
58167.82876  9.048  0.020 W1 10  2.1325  83.797425  -5.299710
57646.60091  8.884  0.036 W1 10  2.2026  83.797484  -5.299759
58741.03745  9.138  0.018 W1 10  2.5371  83.797269  -5.299741
58741.42991  9.158  0.018 W1 10  2.6226  83.797353  -5.299826
58012.46856  8.962  0.034 W1 10  2.7215  83.797330  -5.299844
57645.88018  8.976  0.036 W1 10  2.8454  83.797488  -5.299949
57646.60079  9.330  0.037 W1  5  2.8641  83.797285  -5.299864
58740.90655  9.030  0.016 W1 10  2.8686  83.797376  -5.299914
57446.78218  9.347  0.024 W1 10  2.8920  83.797059  -5.299665
55263.79088  8.765  0.051 W2 10  0.1545  83.797753  -5.299186
55263.26154  8.665  0.053 W2 10  2.0218  83.797361  -5.299632
55263.39384  8.463  0.053 W2 10  2.1106  83.797455  -5.299719
55263.52627  8.760  0.053 W2 10  2.3157  83.797425  -5.299767
55263.39397  8.479  0.051 W2 10  2.6318  83.797472  -5.299881
55263.12923  8.556  0.050 W2 10  2.8511  83.797116  -5.299717
57281.45210  9.114  0.057 W2 10  1.9574  83.797449  -5.299668
57654.26541  9.006  0.019 W2 10  1.9578  83.797459  -5.299673
56728.55473  9.138  0.020 W2  0  2.1031  83.797709  -5.299774
58167.82876  8.999  0.041 W2 10  2.1325  83.797425  -5.299710
57646.60091  8.935  0.042 W2 10  2.2026  83.797484  -5.299759
58741.03745  8.972  0.041 W2 10  2.5371  83.797269  -5.299741
58741.42991  8.949  0.041 W2 10  2.6226  83.797353  -5.299826
58012.46856  9.002  0.022 W2 10  2.7215  83.797330  -5.299844
57645.88018  8.817  0.041 W2 10  2.8454  83.797488  -5.299949
57646.60079  8.757  0.043 W2  5  2.8641  83.797285  -5.299864
58740.90655  8.863  0.042 W2 10  2.8686  83.797376  -5.299914
57446.78218  8.905  0.040 W2 10  2.8920  83.797059  -5.299665
55263.79088  0.569  0.054 W1mW2 10  0.1545  83.797753  -5.299186
55263.26154  0.844  0.065 W1mW2 10  2.0218  83.797361  -5.299632
55263.39384  0.700  0.059 W1mW2 10  2.1106  83.797455  -5.299719
55263.52627  0.376  0.059 W1mW2 10  2.3157  83.797425  -5.299767
55263.39397  0.467  0.066 W1mW2 10  2.6318  83.797472  -5.299881
55263.12923  0.599  0.054 W1mW2 10  2.8511  83.797116  -5.299717
57281.45210  0.056  0.060 W1mW2 10  1.9574  83.797449  -5.299668
57654.26541  0.340  0.031 W1mW2 10  1.9578  83.797459  -5.299673
56728.55473  0.049  0.028 W1mW2  0  2.1031  83.797709  -5.299774
58167.82876  0.049  0.046 W1mW2 10  2.1325  83.797425  -5.299710
57646.60091 -0.051  0.055 W1mW2 10  2.2026  83.797484  -5.299759
58741.03745  0.166  0.044 W1mW2 10  2.5371  83.797269  -5.299741
58741.42991  0.209  0.045 W1mW2 10  2.6226  83.797353  -5.299826
58012.46856 -0.040  0.041 W1mW2 10  2.7215  83.797330  -5.299844
57645.88018  0.158  0.055 W1mW2 10  2.8454  83.797488  -5.299949
57646.60079  0.573  0.056 W1mW2  5  2.8641  83.797285  -5.299864
58740.90655  0.167  0.045 W1mW2 10  2.8686  83.797376  -5.299914
57446.78218  0.442  0.047 W1mW2 10  2.8920  83.797059  -5.299665
