# MJD mag magerr filter flag distance ra dec
55253.18008  9.166  0.023 W1 10  0.2824 242.205799 -39.094245
55253.64321  9.178  0.023 W1 10  0.2962 242.205803 -39.094250
55253.31238  9.184  0.019 W1 10  0.3205 242.205793 -39.094254
55253.11399  9.236  0.020 W1 10  0.3595 242.205835 -39.094270
55253.24629  9.208  0.020 W1 10  0.3634 242.205814 -39.094270
55252.65073  9.224  0.026 W1 10  0.3637 242.205855 -39.094269
55252.78316  9.198  0.025 W1 10  0.4086 242.205831 -39.094284
55253.04777  9.189  0.017 W1 10  0.4121 242.205836 -39.094284
55252.91547  9.186  0.020 W1 10  0.4151 242.205815 -39.094285
55253.37860  9.201  0.019 W1 10  0.4433 242.205846 -39.094293
55253.51090  9.180  0.017 W1 10  0.4510 242.205815 -39.094295
57443.67729  9.228  0.015 W1 10  0.5046 242.205770 -39.094302
56717.46717  9.001  0.013 W1 10  0.5495 242.205777 -39.094317
56717.86230  9.010  0.017 W1  5  0.5552 242.205796 -39.094322
56717.73063  9.034  0.015 W1 10  0.5757 242.205778 -39.094325
57444.13609  9.112  0.015 W1  5  0.5760 242.205788 -39.094327
56717.33550  8.986  0.036 W1 10  0.5844 242.205777 -39.094327
56717.66479  9.015  0.017 W1 10  0.5855 242.205792 -39.094330
56718.32339  9.117  0.018 W1 10  0.5895 242.205775 -39.094328
57079.72155  9.015  0.016 W1  5  0.5913 242.205781 -39.094330
56717.79646  9.019  0.013 W1  5  0.5930 242.205790 -39.094332
57079.65597  9.069  0.016 W1 10  0.6018 242.205825 -39.094337
56896.68523  9.233  0.020 W1 10  0.6061 242.205801 -39.094337
56718.19159  9.076  0.016 W1 10  0.6088 242.205777 -39.094334
57617.27608  9.054  0.019 W1 10  0.6100 242.205839 -39.094339
57258.71447  9.063  0.016 W1  0  0.6171 242.205834 -39.094341
56717.92826  9.052  0.016 W1 10  0.6176 242.205814 -39.094341
57444.00493  9.153  0.017 W1 10  0.6177 242.205758 -39.094332
56896.22478  9.203  0.018 W1 10  0.6320 242.205741 -39.094332
57079.78725  9.069  0.014 W1 10  0.6336 242.205749 -39.094335
56896.35632  9.205  0.016 W1 10  0.6353 242.205778 -39.094342
56717.92813  9.036  0.015 W1 10  0.6380 242.205792 -39.094345
56718.05992  9.073  0.014 W1 10  0.6382 242.205817 -39.094347
57080.04995  9.053  0.015 W1 10  0.6416 242.205771 -39.094342
