# MJD mag magerr filter distance ra dec
55285.32220  9.929  0.222 W1  0.6847 277.906402  -2.084187
55285.32220  8.918  0.100 W2  0.6847 277.906402  -2.084187
55285.32220  1.011  0.244 W1mW2  0.6847 277.906402  -2.084187
56748.61826  9.960  0.155 W1  0.9327 277.906488  -2.084262
56748.61826  8.970  0.077 W2  0.9327 277.906488  -2.084262
56748.61826  0.991  0.173 W1mW2  0.9327 277.906488  -2.084262
56928.51566  9.861  0.052 W1  0.7469 277.906398  -2.084312
56928.51566  8.840  0.064 W2  0.7469 277.906398  -2.084312
56928.51566  1.022  0.083 W1mW2  0.7469 277.906398  -2.084312
57110.50718  9.907  0.381 W1  0.7626 277.906419  -2.084268
57110.50718  8.956  0.497 W2  0.7626 277.906419  -2.084268
57110.50718  0.950  0.627 W1mW2  0.7626 277.906419  -2.084268
57289.59371  9.804  0.059 W1  0.7409 277.906385  -2.084323
57289.59371  8.776  0.068 W2  0.7409 277.906385  -2.084323
57289.59371  1.027  0.090 W1mW2  0.7409 277.906385  -2.084323
57474.96599  9.929  0.080 W1  0.8116 277.906443  -2.084273
57474.96599  8.877  0.068 W2  0.8116 277.906443  -2.084273
57474.96599  1.052  0.105 W1mW2  0.8116 277.906443  -2.084273
57648.99604  9.865  0.078 W1  0.7446 277.906394  -2.084313
57648.99604  8.817  0.072 W2  0.7446 277.906394  -2.084313
57648.99604  1.048  0.106 W1mW2  0.7446 277.906394  -2.084313
57841.76396  9.806  0.070 W1  0.7703 277.906391  -2.084297
57841.76396  8.824  0.068 W2  0.7703 277.906391  -2.084297
57841.76396  0.982  0.097 W1mW2  0.7703 277.906391  -2.084297
58009.47068  9.840  0.056 W1  0.7625 277.906403  -2.084312
58009.47068  8.764  0.061 W2  0.7625 277.906403  -2.084312
58009.47068  1.076  0.083 W1mW2  0.7625 277.906403  -2.084312
58205.90429  9.997  0.095 W1  0.8225 277.906463  -2.084237
58205.90429  8.952  0.109 W2  0.8225 277.906463  -2.084237
58205.90429  1.045  0.145 W1mW2  0.8225 277.906463  -2.084237
58369.96450  9.994  0.061 W1  0.8578 277.906430  -2.084317
58369.96450  8.974  0.056 W2  0.8578 277.906430  -2.084317
58369.96450  1.020  0.083 W1mW2  0.8578 277.906430  -2.084317
58572.31660 10.043  0.081 W1  1.2297 277.906587  -2.084163
58572.31660  8.968  0.071 W2  1.2297 277.906587  -2.084163
58572.31660  1.075  0.108 W1mW2  1.2297 277.906587  -2.084163
58736.57029 10.051  0.154 W1  0.9816 277.906512  -2.084241
58736.57029  8.995  0.087 W2  0.9816 277.906512  -2.084241
58736.57029  1.056  0.177 W1mW2  0.9816 277.906512  -2.084241
58937.24644  9.987  0.086 W1  1.0883 277.906548  -2.084183
58937.24644  8.975  0.066 W2  1.0883 277.906548  -2.084183
58937.24644  1.011  0.109 W1mW2  1.0883 277.906548  -2.084183
59101.33679  9.855  0.090 W1  0.9138 277.906488  -2.084256
59101.33679  8.884  0.074 W2  0.9138 277.906488  -2.084256
59101.33679  0.971  0.116 W1mW2  0.9138 277.906488  -2.084256
