# MJD mag magerr filter flag distance ra dec
55283.40932  8.417  0.040 W1 10  0.6676 277.293073  -3.095936
55283.34310  8.397  0.040 W1 10  0.6752 277.293076  -3.095934
55283.14458  8.416  0.045 W1 10  0.7021 277.293067  -3.095958
55283.67392  8.365  0.039 W1 10  0.7281 277.293077  -3.095958
55282.94619  8.410  0.041 W1 10  0.7346 277.293077  -3.095960
55283.80623  8.380  0.039 W1 10  0.7390 277.293085  -3.095952
55283.21080  8.361  0.039 W1 10  0.7502 277.293084  -3.095960
55283.27701  8.426  0.043 W1 10  0.7633 277.293096  -3.095949
55283.54162  8.307  0.040 W1 10  0.7683 277.293105  -3.095936
55283.07849  8.427  0.040 W1 10  0.7780 277.293115  -3.095925
55283.14471  8.443  0.039 W1 10  0.7957 277.293088  -3.095974
55282.81388  8.427  0.040 W1 10  0.8092 277.293101  -3.095964
58736.55491  8.645  0.034 W1  5  0.5378 277.292967  -3.095972
58369.45871  8.502  0.034 W1  5  0.5609 277.293067  -3.095884
58936.08254  8.449  0.034 W1  5  0.5793 277.293030  -3.095948
58736.22778  8.470  0.036 W1  5  0.5803 277.293048  -3.095928
57288.96110  8.389  0.036 W1  5  0.5825 277.293019  -3.095958
58569.37904  8.363  0.035 W1  5  0.5837 277.293038  -3.095941
58369.52365  8.492  0.035 W1  5  0.6003 277.293048  -3.095938
59100.58757  8.408  0.035 W1  5  0.6047 277.293026  -3.095960
59101.11067  8.397  0.034 W1  5  0.6113 277.293053  -3.095936
58572.45438  8.399  0.034 W1  5  0.6136 277.293040  -3.095952
57109.26537  8.413  0.038 W1 10  0.6146 277.293055  -3.095934
58736.94736  8.489  0.035 W1  5  0.6157 277.293051  -3.095940
58569.83695  8.405  0.035 W1  5  0.6367 277.293044  -3.095956
59100.39134  8.421  0.036 W1  5  0.6385 277.293045  -3.095956
58569.11736  8.399  0.034 W1  5  0.6393 277.293050  -3.095951
57289.55131  8.357  0.035 W1  5  0.6410 277.293060  -3.095940
57286.07485  8.386  0.036 W1  5  0.6422 277.293065  -3.095935
57647.87672  8.363  0.036 W1  5  0.6456 277.293044  -3.095960
58205.29917  8.481  0.036 W1  5  0.6497 277.293083  -3.095909
58205.49540  8.524  0.034 W1  5  0.6526 277.293072  -3.095928
57289.48573  8.379  0.035 W1  5  0.6544 277.293069  -3.095934
57841.12026  8.485  0.034 W1  5  0.6553 277.293045  -3.095963
58205.23372  8.448  0.035 W1  5  0.6570 277.293049  -3.095959
58205.16826  8.486  0.034 W1  5  0.6602 277.293062  -3.095946
58936.60565  8.410  0.035 W1  5  0.6605 277.293047  -3.095962
57473.68826  8.537  0.034 W1  5  0.6606 277.293059  -3.095950
57648.33526  8.333  0.037 W1  5  0.6629 277.293062  -3.095947
56927.53998  8.508  0.036 W1 10  0.6630 277.293053  -3.095958
57285.94369  8.380  0.036 W1  5  0.6651 277.293055  -3.095956
57648.59733  8.371  0.034 W1  5  0.6736 277.293066  -3.095947
58008.57164  8.464  0.035 W1  5  0.6748 277.293073  -3.095938
57474.21251  8.529  0.035 W1  5  0.6759 277.293045  -3.095970
59100.84912  8.407  0.035 W1  5  0.6760 277.293037  -3.095977
57841.25116  8.499  0.034 W1  5  0.6785 277.293060  -3.095956
58936.67110  8.455  0.034 W1  5  0.6811 277.293059  -3.095959
56927.60569  8.602  0.034 W1 10  0.6823 277.293063  -3.095955
56747.61784  8.411  0.034 W1  5  0.6845 277.293061  -3.095958
57109.79064  8.392  0.037 W1  5  0.6859 277.293093  -3.095911
57289.22342  8.405  0.034 W1  5  0.6859 277.293057  -3.095962
57474.14693  8.555  0.033 W1  5  0.6862 277.293071  -3.095947
56927.53985  8.578  0.035 W1  5  0.6870 277.293095  -3.095908
58205.36449  8.467  0.035 W1  5  0.6902 277.293052  -3.095969
57474.08148  8.517  0.034 W1  5  0.6931 277.293062  -3.095960
57289.09226  8.381  0.035 W1  5  0.6940 277.293055  -3.095967
58009.16096  8.472  0.034 W1  5  0.6942 277.293065  -3.095958
58937.06355  8.437  0.035 W1  5  0.6958 277.293075  -3.095946
57289.48586  8.384  0.035 W1  5  0.6960 277.293039  -3.095983
58369.78597  8.499  0.034 W1  5  0.7011 277.293062  -3.095964
58009.29237  8.466  0.034 W1  5  0.7021 277.293060  -3.095966
58369.19652  8.528  0.033 W1  5  0.7030 277.293066  -3.095960
59100.52212  8.437  0.035 W1  5  0.7044 277.293089  -3.095929
56927.73723  8.586  0.033 W1  5  0.7046 277.293062  -3.095965
57110.38149  8.409  0.034 W1  5  0.7050 277.293056  -3.095971
57286.07498  8.377  0.036 W1  5  0.7054 277.293083  -3.095938
56747.94701  8.379  0.034 W1 10  0.7054 277.293080  -3.095944
58736.68568  8.506  0.034 W1  5  0.7063 277.293085  -3.095937
57110.25020  8.423  0.035 W1  5  0.7075 277.293071  -3.095956
58736.48946  8.497  0.034 W1  5  0.7078 277.293068  -3.095960
57648.13878  8.436  0.035 W1  5  0.7094 277.293041  -3.095986
58569.57527  8.408  0.034 W1  5  0.7105 277.293060  -3.095969
57473.81929  8.518  0.034 W1  5  0.7106 277.293071  -3.095957
57109.85622  8.418  0.034 W1 10  0.7124 277.293068  -3.095962
57286.20614  8.357  0.035 W1  5  0.7135 277.293073  -3.095957
56747.48617  8.396  0.034 W1 10  0.7142 277.293065  -3.095965
58569.50994  8.427  0.036 W1  5  0.7149 277.293087  -3.095939
56927.40831  8.546  0.034 W1  5  0.7153 277.293085  -3.095941
58572.71606  8.447  0.034 W1  5  0.7160 277.293072  -3.095958
58733.54579  8.496  0.035 W1  5  0.7171 277.293066  -3.095965
58733.21917  8.501  0.035 W1  5  0.7173 277.293091  -3.095934
57840.98923  8.539  0.033 W1  5  0.7173 277.293065  -3.095967
58572.51932  8.419  0.036 W1  5  0.7197 277.293093  -3.095931
57648.72836  8.355  0.034 W1  5  0.7226 277.293070  -3.095964
58736.09700  8.485  0.034 W1  5  0.7227 277.293048  -3.095985
58572.12725  8.414  0.035 W1  5  0.7247 277.293064  -3.095971
58733.28462  8.482  0.034 W1  5  0.7257 277.293055  -3.095980
57286.40288  8.374  0.034 W1  5  0.7274 277.293069  -3.095967
59100.65302  8.418  0.034 W1  5  0.7275 277.293079  -3.095954
57109.52794  8.426  0.034 W1 10  0.7298 277.293063  -3.095973
57478.80000  8.519  0.034 W1  5  0.7301 277.293023  -3.096005
58205.29904  8.441  0.036 W1  5  0.7318 277.293079  -3.095957
58571.86557  8.398  0.035 W1  5  0.7320 277.293053  -3.095984
58572.84684  8.412  0.034 W1  5  0.7322 277.293082  -3.095953
58204.90646  8.444  0.034 W1  5  0.7326 277.293088  -3.095946
56932.14362  8.602  0.033 W1 10  0.7349 277.293080  -3.095957
57286.33730  8.398  0.034 W1  5  0.7352 277.293072  -3.095967
57841.51310  8.487  0.034 W1  5  0.7355 277.293051  -3.095987
57841.18571  8.496  0.034 W1  5  0.7364 277.293064  -3.095976
58736.35868  8.490  0.034 W1  5  0.7372 277.293064  -3.095975
57110.11891  8.418  0.034 W1 10  0.7383 277.293080  -3.095958
58733.08839  8.467  0.034 W1  5  0.7401 277.293073  -3.095968
56928.00031  8.604  0.033 W1  5  0.7409 277.293058  -3.095983
57648.00775  8.380  0.036 W1  5  0.7410 277.293066  -3.095976
58008.83357  8.486  0.034 W1  5  0.7410 277.293065  -3.095977
59100.97990  8.412  0.034 W1  5  0.7421 277.293071  -3.095971
58572.25803  8.402  0.035 W1  5  0.7438 277.293072  -3.095970
57648.46629  8.336  0.035 W1  5  0.7438 277.293068  -3.095974
58936.34409  8.439  0.034 W1  5  0.7442 277.293063  -3.095979
57648.85939  8.371  0.034 W1  5  0.7447 277.293075  -3.095968
57109.92192  8.422  0.034 W1  5  0.7464 277.293063  -3.095981
58735.96622  8.504  0.036 W1  5  0.7464 277.293052  -3.095990
58936.21332  8.440  0.034 W1  5  0.7481 277.293077  -3.095966
58369.32793  8.513  0.034 W1  5  0.7491 277.293082  -3.095961
58733.48046  8.476  0.034 W1  5  0.7496 277.293056  -3.095988
58205.62630  8.471  0.035 W1  5  0.7506 277.293077  -3.095967
58936.80187  8.439  0.034 W1  5  0.7525 277.293085  -3.095959
58205.75720  8.488  0.034 W1  5  0.7547 277.293072  -3.095974
56927.14536  8.577  0.034 W1 10  0.7554 277.293075  -3.095972
56927.27690  8.579  0.034 W1  5  0.7558 277.293079  -3.095967
56927.86877  8.588  0.033 W1  5  0.7571 277.293081  -3.095966
56927.67139  8.622  0.034 W1  5  0.7600 277.293093  -3.095952
57840.92377  8.495  0.034 W1  5  0.7613 277.293076  -3.095973
57289.94491  8.388  0.034 W1  5  0.7618 277.293061  -3.095988
57648.20436  8.356  0.036 W1  5  0.7625 277.293051  -3.095996
58736.29323  8.470  0.034 W1  5  0.7633 277.293050  -3.095997
56927.47415  8.577  0.034 W1 10  0.7645 277.293068  -3.095982
56748.47368  8.411  0.035 W1  5  0.7651 277.293084  -3.095966
59100.71834  8.413  0.034 W1  5  0.7659 277.293065  -3.095985
57474.54015  8.545  0.034 W1  5  0.7664 277.293064  -3.095987
59100.12979  8.396  0.035 W1  5  0.7674 277.293060  -3.095991
58008.89902  8.469  0.034 W1  5  0.7696 277.293075  -3.095978
56748.21034  8.390  0.034 W1  5  0.7703 277.293085  -3.095966
58369.65506  8.503  0.033 W1  5  0.7715 277.293073  -3.095980
56927.01382  8.604  0.035 W1 10  0.7724 277.293055  -3.095997
58205.03736  8.470  0.035 W1  5  0.7724 277.293069  -3.095985
57840.79274  8.492  0.034 W1  5  0.7729 277.293063  -3.095990
57286.66519  8.351  0.036 W1  5  0.7729 277.293110  -3.095930
57289.42015  8.410  0.035 W1  5  0.7744 277.293079  -3.095975
57109.39665  8.422  0.034 W1 10  0.7759 277.293082  -3.095972
57289.81375  8.383  0.034 W1  5  0.7763 277.293065  -3.095990
58736.42413  8.477  0.035 W1  5  0.7767 277.293059  -3.095995
57286.59961  8.385  0.034 W1  5  0.7770 277.293102  -3.095946
57840.79287  8.462  0.035 W1  5  0.7772 277.293111  -3.095931
58937.19433  8.434  0.036 W1  5  0.7844 277.293111  -3.095935
58733.35007  8.498  0.034 W1  5  0.7852 277.293084  -3.095974
56747.74951  8.388  0.034 W1  5  0.7888 277.293094  -3.095963
56747.88117  8.401  0.034 W1 10  0.7893 277.293079  -3.095981
57109.98750  8.406  0.034 W1 10  0.7898 277.293096  -3.095962
