# MJD mag magerr filter flag distance ra dec
55244.52137 10.554  0.022 W1 10  0.2407 167.164436 -77.571355
55245.97695 10.598  0.021 W1 10  0.2591 167.164333 -77.571327
55243.92581 10.575  0.027 W1 10  0.2945 167.164364 -77.571320
55244.85219 10.569  0.021 W1 10  0.3060 167.164522 -77.571351
55244.38906 10.594  0.025 W1 10  0.3165 167.164434 -77.571323
55244.58745 10.572  0.023 W1 10  0.3248 167.164419 -77.571318
55244.98449 10.529  0.018 W1 10  0.3260 167.164525 -77.571341
55244.19054 10.563  0.022 W1 10  0.3300 167.164539 -77.571344
55244.45515 10.551  0.018 W1 10  0.3407 167.164442 -77.571316
55244.65367 10.535  0.021 W1 10  0.3419 167.164527 -77.571334
55245.38153 10.567  0.022 W1 10  0.3524 167.164547 -77.571335
55245.84465 10.599  0.020 W1 10  0.3549 167.164284 -77.571294
55245.18301 10.571  0.023 W1 10  0.3609 167.164549 -77.571332
55244.32285 10.554  0.020 W1 10  0.3622 167.164534 -77.571327
55245.31532 10.564  0.021 W1 10  0.3660 167.164577 -77.571338
55245.24910 10.576  0.024 W1 10  0.3806 167.164451 -77.571303
55245.51383 10.597  0.020 W1 10  0.3828 167.164505 -77.571312
55244.78597 10.542  0.017 W1 10  0.3868 167.164504 -77.571310
55244.71989 10.579  0.023 W1 10  0.3933 167.164576 -77.571325
55245.44762 10.569  0.018 W1 10  0.3965 167.164475 -77.571302
55245.24923 10.568  0.023 W1 10  0.4027 167.164577 -77.571320
55245.58004 10.578  0.027 W1 10  0.4048 167.164486 -77.571301
55244.05824 10.570  0.020 W1 10  0.4148 167.164489 -77.571298
55244.91828 10.576  0.021 W1 10  0.4269 167.164532 -77.571301
55245.05071 10.558  0.022 W1 10  0.4573 167.164610 -77.571305
55245.71235 10.199  0.019 W1 10  1.1877 167.163451 -77.571099
56888.84859 10.572  0.016 W1 10  0.1005 167.164175 -77.571362
57799.15930 10.620  0.018 W1 10  0.1267 167.164153 -77.571355
57246.56985 10.370  0.016 W1 10  0.1368 167.164303 -77.571365
59060.35484 10.596  0.021 W1  5  0.1524 167.164068 -77.571354
58531.84141 10.573  0.022 W1 10  0.1655 167.164107 -77.571346
58894.63274 10.553  0.016 W1 10  0.1693 167.164191 -77.571343
58897.96887 10.593  0.016 W1 10  0.1705 167.164085 -77.571346
58329.46051 10.612  0.020 W1 10  0.1721 167.164127 -77.571343
58898.09965 10.580  0.015 W1 10  0.1737 167.164193 -77.571342
58330.57293 10.612  0.021 W1 10  0.1771 167.164100 -77.571343
57247.75066 10.578  0.015 W1 10  0.1790 167.164096 -77.571343
58531.64519 10.559  0.016 W1 10  0.1802 167.164146 -77.571340
58532.03777 10.566  0.018 W1 10  0.1807 167.164168 -77.571340
57800.66558 10.631  0.018 W1 10  0.1824 167.164189 -77.571339
58898.94988 10.593  0.016 W1 10  0.1828 167.164043 -77.571347
58530.79469 10.565  0.017 W1 10  0.1857 167.164190 -77.571339
58531.31805 10.602  0.019 W1 10  0.1886 167.164006 -77.571351
56888.65122 10.568  0.016 W1 10  0.1902 167.164179 -77.571337
57968.35797 10.558  0.019 W1  5  0.1907 167.164053 -77.571343
56707.92575 10.572  0.016 W1 10  0.1908 167.164171 -77.571337
57435.36160 10.571  0.016 W1 10  0.1914 167.164249 -77.571340
59057.80490 10.581  0.019 W1  5  0.1916 167.164099 -77.571339
57072.57139 10.599  0.015 W1 10  0.1921 167.164215 -77.571337
56706.80607 10.558  0.015 W1  5  0.1935 167.164263 -77.571340
56706.34497 10.585  0.014 W1 10  0.1944 167.164271 -77.571341
57799.61772 10.553  0.015 W1 10  0.1944 167.164173 -77.571336
58898.29588 10.609  0.022 W1 10  0.1961 167.164110 -77.571337
57969.86375 10.611  0.017 W1 10  0.2006 167.164187 -77.571334
58898.75378 10.626  0.021 W1  5  0.2009 167.164193 -77.571334
58166.43899 10.571  0.016 W1 10  0.2018 167.164133 -77.571335
57803.28519 10.621  0.016 W1 10  0.2034 167.164232 -77.571335
56710.82370 10.582  0.018 W1 10  0.2049 167.164107 -77.571335
57803.80906 10.546  0.018 W1 10  0.2058 167.164158 -77.571333
57071.38905 10.604  0.015 W1 10  0.2061 167.164285 -77.571338
58329.91855 10.610  0.017 W1  5  0.2067 167.164111 -77.571334
58531.18715 10.566  0.019 W1 10  0.2071 167.164087 -77.571335
57969.40546 10.539  0.017 W1  5  0.2090 167.164181 -77.571332
57435.68937 10.576  0.016 W1 10  0.2096 167.164203 -77.571332
58694.67401 10.613  0.016 W1  5  0.2105 167.164156 -77.571332
59058.26268 10.589  0.016 W1  5  0.2116 167.164050 -77.571337
57435.03383 10.553  0.015 W1 10  0.2120 167.164227 -77.571332
57799.42123 10.582  0.016 W1 10  0.2136 167.164178 -77.571331
57072.17728 10.606  0.015 W1 10  0.2150 167.164261 -77.571334
58897.64187 10.563  0.015 W1 10  0.2152 167.164155 -77.571330
58330.37658 10.619  0.016 W1 10  0.2158 167.164132 -77.571331
58530.99092 10.609  0.016 W1 10  0.2167 167.164167 -77.571330
57436.41036 10.586  0.019 W1 10  0.2178 167.164236 -77.571331
58166.30808 10.560  0.018 W1 10  0.2179 167.164177 -77.571330
59060.94327 10.537  0.018 W1  5  0.2206 167.164082 -77.571332
56707.46466 10.568  0.018 W1 10  0.2221 167.164127 -77.571329
58166.70080 10.605  0.017 W1 10  0.2233 167.164177 -77.571328
58531.97232 10.579  0.016 W1 10  0.2271 167.164121 -77.571328
58166.89715 10.565  0.017 W1 10  0.2274 167.164155 -77.571327
57606.91638 10.543  0.017 W1 10  0.2284 167.163999 -77.571338
59061.59727 10.549  0.016 W1 10  0.2286 167.164033 -77.571334
57246.70114 10.574  0.018 W1 10  0.2293 167.164129 -77.571327
57970.06010 10.644  0.016 W1  5  0.2294 167.164086 -77.571329
56707.59645 10.577  0.017 W1 10  0.2301 167.164166 -77.571326
56707.20119 10.579  0.022 W1 10  0.2303 167.164283 -77.571331
57803.35064 10.630  0.017 W1 10  0.2308 167.164129 -77.571326
58694.21610 10.620  0.016 W1 10  0.2312 167.164162 -77.571326
57247.61950 10.608  0.018 W1 10  0.2312 167.164136 -77.571326
57800.40365 10.594  0.017 W1 10  0.2313 167.164215 -77.571326
57071.71746 10.596  0.016 W1 10  0.2320 167.164253 -77.571328
58168.07516 10.519  0.023 W1 10  0.2333 167.164049 -77.571331
57071.58617 10.561  0.017 W1 10  0.2340 167.164172 -77.571325
57969.27455 10.554  0.018 W1 10  0.2345 167.164114 -77.571326
57605.60607 10.592  0.019 W1 10  0.2364 167.164147 -77.571325
58167.22441 10.605  0.021 W1 10  0.2366 167.164295 -77.571330
56887.26984 10.603  0.017 W1 10  0.2373 167.164177 -77.571324
58694.28156 10.618  0.019 W1  5  0.2380 167.164074 -77.571327
57071.32335 10.606  0.018 W1 10  0.2385 167.164202 -77.571324
57605.01650 10.604  0.020 W1 10  0.2390 167.164062 -77.571328
56887.79613 10.585  0.022 W1 10  0.2392 167.164159 -77.571324
58167.55167 10.544  0.017 W1 10  0.2395 167.164151 -77.571324
58530.53289 10.589  0.016 W1 10  0.2399 167.164206 -77.571324
58531.77609 10.571  0.017 W1 10  0.2421 167.164150 -77.571323
57606.39226 10.568  0.017 W1 10  0.2422 167.164133 -77.571323
58167.61713 10.566  0.022 W1 10  0.2422 167.164192 -77.571323
58898.16459 10.590  0.016 W1 10  0.2425 167.164137 -77.571323
57800.53455 10.582  0.020 W1 10  0.2432 167.164150 -77.571323
59061.46650 10.546  0.016 W1  5  0.2439 167.164134 -77.571323
58531.90687 10.558  0.018 W1 10  0.2447 167.163877 -77.571365
57436.14817 10.573  0.016 W1 10  0.2448 167.164293 -77.571327
58693.03861 10.575  0.016 W1 10  0.2452 167.164108 -77.571323
58330.04945 10.596  0.020 W1  5  0.2458 167.164156 -77.571322
57070.92936 10.581  0.015 W1 10  0.2467 167.164304 -77.571328
56887.53292 10.565  0.016 W1 10  0.2470 167.164286 -77.571326
58694.41233 10.593  0.016 W1 10  0.2476 167.164156 -77.571321
57436.67254 10.561  0.016 W1 10  0.2488 167.164040 -77.571327
59057.67412 10.600  0.021 W1 10  0.2488 167.164024 -77.571328
56706.93773 10.578  0.019 W1 10  0.2490 167.164242 -77.571323
58899.01534 10.588  0.016 W1 10  0.2492 167.164124 -77.571321
58167.81348 10.599  0.018 W1 10  0.2492 167.164180 -77.571321
56887.99338 10.569  0.018 W1 10  0.2501 167.164193 -77.571321
58898.62288 10.597  0.016 W1 10  0.2501 167.164056 -77.571325
56887.73030 10.585  0.017 W1 10  0.2505 167.164243 -77.571322
58530.66379 10.612  0.015 W1 10  0.2508 167.164203 -77.571321
57605.34401 10.564  0.016 W1 10  0.2512 167.164147 -77.571320
58167.28987 10.560  0.017 W1 10  0.2521 167.164196 -77.571320
57070.79795 10.575  0.015 W1 10  0.2523 167.164247 -77.571322
57435.55821 10.565  0.016 W1 10  0.2524 167.164244 -77.571322
57247.68508 10.598  0.015 W1 10  0.2533 167.164079 -77.571322
58898.42665 10.584  0.018 W1 10  0.2540 167.164101 -77.571321
58167.02806 10.553  0.016 W1 10  0.2556 167.164140 -77.571319
58898.23042 10.615  0.018 W1 10  0.2558 167.164249 -77.571321
58531.57973 10.586  0.018 W1 10  0.2563 167.164166 -77.571319
57969.73284 10.569  0.018 W1 10  0.2566 167.164185 -77.571319
56888.25660 10.578  0.021 W1 10  0.2567 167.164165 -77.571319
57800.20717 10.589  0.019 W1  5  0.2570 167.164313 -77.571326
56888.38814 10.597  0.016 W1 10  0.2574 167.164201 -77.571319
57968.75081 10.580  0.020 W1 10  0.2578 167.164231 -77.571320
57800.27262 10.601  0.017 W1 10  0.2580 167.164256 -77.571321
57800.92752 10.577  0.016 W1 10  0.2590 167.164111 -77.571319
57799.74875 10.593  0.017 W1 10  0.2596 167.164201 -77.571318
57071.06065 10.570  0.015 W1 10  0.2601 167.164287 -77.571322
56888.19076 10.598  0.015 W1 10  0.2603 167.164213 -77.571318
58898.81911 10.598  0.017 W1 10  0.2610 167.163991 -77.571329
58530.86002 10.611  0.016 W1 10  0.2620 167.164208 -77.571318
57436.27933 10.571  0.018 W1 10  0.2630 167.164273 -77.571320
57072.43997 10.593  0.018 W1 10  0.2636 167.164159 -77.571317
56707.39882 10.572  0.016 W1 10  0.2650 167.164267 -77.571319
56710.69203 10.588  0.015 W1 10  0.2652 167.164250 -77.571318
58695.06647 10.595  0.016 W1  5  0.2655 167.163959 -77.571332
58329.32961 10.635  0.020 W1 10  0.2659 167.164204 -77.571316
57246.43869 10.596  0.018 W1 10  0.2673 167.164121 -77.571316
57436.08259 10.572  0.018 W1 10  0.2679 167.164201 -77.571316
57435.42718 10.576  0.018 W1 10  0.2681 167.164128 -77.571316
59058.72046 10.591  0.015 W1 10  0.2685 167.164058 -77.571319
59061.00872 10.583  0.016 W1  5  0.2688 167.164109 -77.571316
57248.07868 10.615  0.016 W1 10  0.2688 167.164052 -77.571320
56707.06953 10.587  0.016 W1 10  0.2695 167.164358 -77.571327
57071.12635 10.575  0.015 W1 10  0.2698 167.164283 -77.571319
56706.01568 10.555  0.015 W1 10  0.2700 167.164292 -77.571320
58694.93569 10.548  0.016 W1 10  0.2701 167.164128 -77.571315
57436.01714 10.558  0.020 W1 10  0.2705 167.164235 -77.571316
59060.68171 10.550  0.018 W1 10  0.2710 167.164010 -77.571323
58330.04932 10.619  0.018 W1  5  0.2714 167.164116 -77.571315
57606.58874 10.614  0.016 W1  5  0.2724 167.164185 -77.571314
57247.55379 10.604  0.017 W1 10  0.2724 167.164237 -77.571316
56888.32230 10.585  0.015 W1 10  0.2726 167.164196 -77.571314
57803.94009 10.574  0.018 W1 10  0.2732 167.164265 -77.571317
56888.71705 10.577  0.017 W1 10  0.2732 167.164171 -77.571314
58167.61700 10.534  0.020 W1  5  0.2739 167.164056 -77.571318
58166.63534 10.587  0.016 W1 10  0.2740 167.164152 -77.571314
56706.74023 10.564  0.015 W1 10  0.2742 167.164186 -77.571314
59058.58968 10.574  0.016 W1  5  0.2743 167.164004 -77.571323
57434.90267 10.566  0.020 W1 10  0.2758 167.164269 -77.571316
57072.04586 10.616  0.017 W1 10  0.2758 167.164289 -77.571318
57605.27856 10.570  0.020 W1 10  0.2767 167.164199 -77.571313
57247.22590 10.603  0.024 W1  5  0.2771 167.164113 -77.571314
59057.93568 10.586  0.020 W1 10  0.2780 167.164125 -77.571313
57968.94717 10.539  0.017 W1 10  0.2782 167.164108 -77.571314
58329.59129 10.577  0.019 W1  5  0.2783 167.164188 -77.571313
58167.74790 10.581  0.020 W1 10  0.2789 167.164005 -77.571321
58166.76625 10.558  0.016 W1 10  0.2794 167.163998 -77.571322
56706.47677 10.576  0.015 W1 10  0.2798 167.164208 -77.571313
56706.41081 10.562  0.017 W1 10  0.2827 167.164327 -77.571319
57434.90280 10.581  0.019 W1 10  0.2838 167.164142 -77.571311
57799.81420 10.601  0.017 W1 10  0.2842 167.164208 -77.571311
58532.29945 10.544  0.017 W1 10  0.2845 167.164162 -77.571311
57246.63543 10.550  0.017 W1 10  0.2849 167.164213 -77.571311
58899.40779 10.559  0.020 W1 10  0.2858 167.164099 -77.571312
56706.27914 10.589  0.014 W1  5  0.2866 167.164357 -77.571321
56887.86184 10.612  0.015 W1 10  0.2867 167.164209 -77.571311
57970.25658 10.618  0.017 W1 10  0.2890 167.164146 -77.571310
58694.60856 10.566  0.016 W1  5  0.2894 167.163869 -77.571342
57969.07807 10.564  0.018 W1 10  0.2906 167.164150 -77.571309
57246.04509 10.584  0.018 W1 10  0.2908 167.164302 -77.571314
57071.78316 10.592  0.015 W1 10  0.2910 167.164213 -77.571310
56707.26716 10.576  0.016 W1 10  0.2912 167.164289 -77.571313
57072.24298 10.570  0.019 W1 10  0.2919 167.164228 -77.571310
58531.71064 10.556  0.017 W1 10  0.2920 167.164198 -77.571309
58532.16855 10.587  0.020 W1 10  0.2923 167.164052 -77.571313
57803.41609 10.577  0.020 W1  5  0.2935 167.163956 -77.571323
57799.02827 10.596  0.016 W1 10  0.2946 167.164250 -77.571310
57969.92920 10.584  0.016 W1 10  0.2950 167.164096 -77.571310
58166.96260 10.570  0.017 W1 10  0.2952 167.164124 -77.571309
57969.99465 10.598  0.015 W1 10  0.2957 167.164104 -77.571309
57435.23044 10.560  0.016 W1  5  0.2965 167.164265 -77.571310
57799.68317 10.554  0.018 W1 10  0.2965 167.164155 -77.571308
59058.32813 10.578  0.019 W1 10  0.2968 167.164038 -77.571313
56710.82383 10.611  0.021 W1 10  0.2968 167.164236 -77.571309
56707.33299 10.572  0.016 W1 10  0.2969 167.164194 -77.571308
59057.41257 10.612  0.016 W1  5  0.2972 167.164042 -77.571312
56887.13830 10.576  0.018 W1 10  0.2974 167.164163 -77.571307
56887.92767 10.584  0.017 W1 10  0.2976 167.164118 -77.571308
58531.44896 10.599  0.017 W1 10  0.2980 167.164196 -77.571307
57970.38749 10.593  0.015 W1  5  0.2989 167.164051 -77.571311
59060.42016 10.594  0.016 W1 10  0.2991 167.164030 -77.571313
58330.63839 10.617  0.019 W1 10  0.2995 167.164028 -77.571313
59058.00113 10.614  0.016 W1 10  0.2995 167.164082 -77.571309
58166.56938 10.607  0.016 W1 10  0.2995 167.164137 -77.571307
57800.07614 10.577  0.018 W1 10  0.2999 167.164212 -77.571307
57436.01701 10.599  0.021 W1 10  0.3003 167.164102 -77.571308
56888.05922 10.598  0.016 W1 10  0.3006 167.164271 -77.571309
57969.79829 10.569  0.016 W1 10  0.3007 167.164112 -77.571307
58898.88456 10.616  0.018 W1 10  0.3007 167.164045 -77.571311
57071.65175 10.589  0.017 W1 10  0.3009 167.164278 -77.571310
58330.90007 10.606  0.016 W1 10  0.3012 167.164027 -77.571312
59061.72805 10.567  0.015 W1 10  0.3012 167.163961 -77.571320
57436.34478 10.589  0.019 W1 10  0.3013 167.163952 -77.571321
57435.95156 10.583  0.017 W1 10  0.3026 167.164265 -77.571309
59057.21635 10.603  0.018 W1  5  0.3028 167.164044 -77.571310
57435.29602 10.600  0.015 W1 10  0.3034 167.164266 -77.571308
56888.78276 10.584  0.016 W1 10  0.3038 167.164169 -77.571306
56887.59876 10.610  0.018 W1 10  0.3041 167.164373 -77.571318
58167.35532 10.519  0.022 W1 10  0.3043 167.164269 -77.571308
58899.27689 10.558  0.020 W1 10  0.3046 167.163931 -77.571323
57436.21375 10.581  0.017 W1 10  0.3068 167.164190 -77.571305
57612.02632 10.639  0.017 W1 10  0.3069 167.164037 -77.571310
56707.66229 10.654  0.017 W1  0  0.3073 167.164090 -77.571306
57246.89788 10.593  0.017 W1 10  0.3077 167.164186 -77.571305
58329.26416 10.626  0.019 W1 10  0.3078 167.164054 -77.571308
57799.55227 10.570  0.016 W1 10  0.3082 167.164150 -77.571304
57435.88598 10.568  0.015 W1 10  0.3090 167.164010 -77.571311
59061.27027 10.578  0.016 W1 10  0.3094 167.163925 -77.571322
59061.33572 10.569  0.018 W1  5  0.3095 167.164155 -77.571304
58167.68258 10.592  0.019 W1 10  0.3110 167.164239 -77.571305
57247.35706 10.610  0.015 W1 10  0.3117 167.164113 -77.571304
57969.66726 10.559  0.019 W1  5  0.3117 167.164196 -77.571304
58330.24568 10.615  0.017 W1 10  0.3118 167.164115 -77.571304
59061.85882 10.569  0.015 W1 10  0.3123 167.163977 -77.571314
58693.95443 10.573  0.018 W1  5  0.3132 167.164008 -77.571310
58167.42077 10.539  0.017 W1 10  0.3133 167.164125 -77.571303
56706.87190 10.563  0.014 W1 10  0.3135 167.164224 -77.571304
59058.06658 10.578  0.021 W1 10  0.3139 167.164053 -77.571307
57071.25777 10.554  0.015 W1 10  0.3143 167.164245 -77.571304
59061.07404 10.553  0.019 W1  5  0.3148 167.163991 -77.571311
58897.38019 10.570  0.016 W1 10  0.3149 167.164139 -77.571303
58329.72219 10.600  0.018 W1 10  0.3149 167.164067 -77.571305
58693.30029 10.576  0.018 W1  5  0.3157 167.163971 -77.571314
58166.83170 10.583  0.018 W1 10  0.3157 167.164097 -77.571304
57604.88547 10.576  0.020 W1 10  0.3158 167.164272 -77.571305
57799.29033 10.615  0.019 W1 10  0.3158 167.164081 -77.571304
59061.40105 10.567  0.015 W1  5  0.3163 167.164027 -77.571308
57800.33807 10.562  0.018 W1 10  0.3169 167.164118 -77.571303
57246.30754 10.602  0.018 W1 10  0.3170 167.164184 -77.571302
57247.94739 10.616  0.016 W1 10  0.3175 167.164214 -77.571302
57436.54151 10.626  0.021 W1 10  0.3182 167.164303 -77.571306
58531.25260 10.565  0.015 W1 10  0.3182 167.164119 -77.571302
57071.84887 10.598  0.017 W1 10  0.3182 167.164127 -77.571302
56707.53062 10.557  0.017 W1 10  0.3193 167.164255 -77.571303
58329.78764 10.601  0.015 W1 10  0.3194 167.164096 -77.571303
57247.81624 10.597  0.014 W1 10  0.3194 167.164102 -77.571303
57435.75482 10.566  0.017 W1 10  0.3195 167.164236 -77.571302
58167.74803 10.573  0.021 W1 10  0.3198 167.164200 -77.571301
56710.75787 10.584  0.019 W1 10  0.3198 167.164184 -77.571301
57606.78535 10.585  0.016 W1 10  0.3203 167.164066 -77.571304
59057.60880 10.600  0.018 W1  5  0.3208 167.163998 -77.571309
57606.06462 10.651  0.017 W1  5  0.3216 167.164410 -77.571317
57246.96345 10.605  0.016 W1 10  0.3228 167.164187 -77.571300
57606.26122 10.559  0.017 W1 10  0.3230 167.164199 -77.571301
58897.77264 10.568  0.016 W1 10  0.3237 167.164130 -77.571301
