# MJD mag magerr filter flag distance ra dec
55284.20314 13.952  0.074 W1 10  0.4665 278.370128  -2.770257
55284.40166 13.885  0.087 W1 10  0.5632 278.370155  -2.770304
55284.33544 14.153  0.115 W1 10  0.5849 278.370162  -2.770289
55284.00462 13.879  0.080 W1 10  0.6243 278.370172  -2.770304
55284.86479 13.915  0.107 W1 10  0.6271 278.370161  -2.770347
55284.73236 14.096  0.122 W1 10  0.6801 278.370188  -2.770304
55284.86466 14.009  0.093 W1 10  0.7241 278.370198  -2.770315
55292.20836 14.076  0.105 W1 10  0.7664 278.370200  -2.770354
55284.26936 13.869  0.071 W1 10  0.8408 278.370197  -2.770405
55284.26923 14.075  0.109 W1 10  0.9764 278.370259  -2.770362
55284.13692 14.177  0.163 W1 10  1.0554 278.370294  -2.770280
55284.46775 13.921  0.089 W1 10  1.0632 278.370256  -2.770427
55284.60005 14.266  0.160 W1 10  1.1621 278.370321  -2.770316
55283.87232 13.831  0.083 W1 10  1.1993 278.370320  -2.770373
58937.58666 13.667  0.063 W1  5  0.2815 278.370067  -2.770321
57475.45762 13.829  0.075 W1  5  0.3521 278.370098  -2.770281
56928.59230 13.872  0.086 W1  5  0.3762 278.370048  -2.770373
58573.43552 14.004  0.081 W1  5  0.3816 278.370100  -2.770316
57474.60573 13.630  0.056 W1  5  0.4027 278.370112  -2.770289
58574.02433 13.960  0.100 W1  0  0.4186 278.370011  -2.770396
57649.64557 13.797  0.060 W1  5  0.4557 278.370119  -2.770323
57649.77661 13.772  0.057 W1  5  0.4742 278.370050  -2.770402
58737.01281 13.630  0.055 W1  5  0.5070 278.370141  -2.770280
57649.44909 14.480  0.112 W1  5  0.5356 278.370117  -2.770372
57649.51454 13.928  0.087 W1  5  0.5365 278.370136  -2.770341
56929.05263 13.659  0.051 W1 10  0.5415 278.370133  -2.770351
59102.28842 13.964  0.076 W1  5  0.5496 278.370119  -2.770376
57474.60560 13.736  0.059 W1  5  0.5683 278.370153  -2.770321
56928.78955 13.793  0.056 W1  5  0.5701 278.370120  -2.770383
57475.32659 13.706  0.096 W1  5  0.5811 278.370062  -2.770429
57290.53538 13.782  0.108 W1  5  0.6005 278.370146  -2.770361
57649.44896 13.865  0.066 W1  5  0.6267 278.370169  -2.770323
58938.10989 13.875  0.071 W1  5  0.6337 278.370138  -2.770390
57290.60096 14.101  0.083 W1  5  0.6358 278.370148  -2.770377
58737.53617 13.727  0.054 W1  5  0.6413 278.370159  -2.770360
56748.67105 13.847  0.100 W1  5  0.6448 278.370165  -2.770350
57475.58866 13.475  0.050 W1  5  0.6505 278.370018  -2.770460
58573.50097 13.713  0.055 W1  5  0.6614 278.370170  -2.770349
57842.56071 13.867  0.069 W1  5  0.6763 278.370178  -2.770341
58370.50530 13.775  0.094 W1  5  0.6859 278.370181  -2.770339
58205.82266 13.688  0.059 W1  5  0.6873 278.370190  -2.770299
56928.72384 13.674  0.056 W1  5  0.6911 278.370165  -2.770378
58937.25965 13.680  0.054 W1  5  0.6954 278.370175  -2.770362
58573.04306 13.702  0.080 W1  5  0.6962 278.370180  -2.770352
57475.06440 13.766  0.060 W1  5  0.6974 278.370186  -2.770334
56928.46076 13.810  0.056 W1  5  0.6988 278.370191  -2.770317
58370.83294 13.730  0.068 W1  5  0.7126 278.370188  -2.770344
57474.73676 14.486  0.149 W1  5  0.7269 278.369916  -2.770464
57290.40409 13.782  0.075 W1  5  0.7295 278.370182  -2.770369
58009.88105 13.717  0.069 W1  5  0.7353 278.370169  -2.770394
58737.86330 13.836  0.078 W1  5  0.7398 278.370200  -2.770327
58737.99408 13.933  0.123 W1  5  0.7435 278.370154  -2.770418
58010.33934 13.659  0.051 W1  5  0.7436 278.370183  -2.770376
59102.02623 14.136  0.078 W1  5  0.7437 278.370207  -2.770287
57841.97139 14.145  0.086 W1  5  0.7530 278.370154  -2.770422
57842.16787 13.957  0.065 W1  5  0.7575 278.370165  -2.770410
58205.95356 13.511  0.055 W1  5  0.7686 278.370193  -2.770372
57842.42981 13.947  0.090 W1  5  0.7740 278.370196  -2.770370
57111.30074 13.712  0.056 W1  5  0.7816 278.370207  -2.770347
57110.97233 14.135  0.086 W1  5  0.7830 278.370218  -2.770269
59101.76468 13.705  0.071 W1  5  0.7845 278.370132  -2.770454
58010.07754 13.864  0.085 W1  5  0.7883 278.370189  -2.770391
57842.03697 13.914  0.093 W1  5  0.7890 278.370218  -2.770309
57110.90675 13.634  0.076 W1  5  0.7903 278.370175  -2.770412
57475.26101 13.853  0.084 W1  5  0.7913 278.370215  -2.770326
58937.78288 13.724  0.081 W1  5  0.7953 278.370219  -2.770309
58937.39043 13.724  0.063 W1  5  0.8061 278.370178  -2.770417
57648.92497 13.730  0.055 W1  5  0.8092 278.370210  -2.770362
58573.56642 13.568  0.059 W1  5  0.8100 278.370050  -2.770499
56928.06614 13.676  0.065 W1 10  0.8132 278.370204  -2.770378
58369.85142 13.712  0.054 W1  5  0.8135 278.370211  -2.770361
58573.63188 13.997  0.073 W1  5  0.8205 278.370224  -2.770324
57475.19556 13.704  0.061 W1 10  0.8213 278.370226  -2.770311
59101.63390 13.779  0.084 W1  5  0.8229 278.370209  -2.770373
56749.06605 13.844  0.081 W1 10  0.8240 278.370229  -2.770275
58937.97911 13.755  0.059 W1  5  0.8264 278.370229  -2.770257
58369.98232 13.691  0.059 W1  5  0.8277 278.370218  -2.770355
58737.40540 13.734  0.053 W1  5  0.8303 278.370205  -2.770387
58573.17384 13.784  0.063 W1 10  0.8311 278.370167  -2.770440
58573.37020 13.839  0.072 W1  5  0.8337 278.370231  -2.770296
58937.84821 13.664  0.060 W1  5  0.8380 278.370204  -2.770393
58737.47085 13.833  0.062 W1  5  0.8439 278.370227  -2.770340
56932.20945 13.948  0.067 W1 10  0.8460 278.370130  -2.770476
58009.48834 13.809  0.064 W1  5  0.8520 278.370218  -2.770373
56928.32922 13.772  0.055 W1  5  0.8628 278.370215  -2.770385
58370.37490 13.483  0.058 W1  5  0.8658 278.370175  -2.770445
57841.84049 14.036  0.077 W1  5  0.8674 278.370230  -2.770352
58206.21524 13.893  0.070 W1 10  0.8675 278.370221  -2.770378
58206.34614 13.815  0.073 W1 10  0.8688 278.370086  -2.770505
56748.53938 13.579  0.060 W1  5  0.8770 278.370224  -2.770376
