# MJD mag magerr filter distance ra dec
55283.43071 14.926  0.673 W2  1.9129 277.235994   0.502256
56747.88054 14.696  0.384 W2  2.2254 277.235896   0.501605
56927.86940 14.210  0.270 W2  0.6344 277.235894   0.502384
57109.78987 14.927  0.377 W2  2.9946 277.235010   0.502080
57110.11815 15.124  0.405 W2  1.2101 277.236000   0.502510
57289.65044 14.796  0.419 W2  2.0425 277.236185   0.502612
57474.40842 14.764  0.801 W2  1.7417 277.235995   0.502088
57478.79937 14.936  0.466 W2  1.0800 277.236130   0.502220
57648.53245 14.951  0.387 W2  1.7037 277.235828   0.502578
57840.79211 14.511  0.294 W2  1.2004 277.236114   0.502394
57841.11962 14.950  0.351 W2  1.5914 277.236272   0.502200
58009.29301 14.836  0.400 W2  2.9159 277.236411   0.502785
58369.78660 14.581  0.288 W2  1.3158 277.235832   0.501854
58572.73720 14.981  0.490 W2  2.3743 277.236333   0.502270
58733.35071 13.962  0.240 W2  2.8677 277.236340   0.501608
58936.89935 14.595  0.356 W2  0.8614 277.235922   0.502050
