# MJD mag magerr filter distance ra dec
55265.48819  7.947  0.058 W1  0.2434  85.638061 -10.022140
55265.48819  6.689  0.069 W2  0.2434  85.638061 -10.022140
55265.48819  1.257  0.090 W1mW2  0.2434  85.638061 -10.022140
56729.87563  8.403  0.046 W1  0.2961  85.638110 -10.022154
56729.87563  7.052  0.055 W2  0.2961  85.638110 -10.022154
56729.87563  1.352  0.072 W1mW2  0.2961  85.638110 -10.022154
56921.68887  8.770  0.051 W1  0.2133  85.638112 -10.022123
56921.68887  7.530  0.063 W2  0.2133  85.638112 -10.022123
56921.68887  1.240  0.081 W1mW2  0.2133  85.638112 -10.022123
57089.34863  8.589  0.044 W1  0.2870  85.638115 -10.022148
57089.34863  7.320  0.070 W2  0.2870  85.638115 -10.022148
57089.34863  1.269  0.082 W1mW2  0.2870  85.638115 -10.022148
57283.58225  8.484  0.048 W1  0.1653  85.638083 -10.022121
57283.58225  7.088  0.062 W2  0.1653  85.638083 -10.022121
57283.58225  1.396  0.079 W1mW2  0.1653  85.638083 -10.022121
57448.43870  9.150  0.042 W1  0.2961  85.638119 -10.022149
57448.43870  7.624  0.054 W2  0.2961  85.638119 -10.022149
57448.43870  1.526  0.069 W1mW2  0.2961  85.638119 -10.022149
57648.16522  9.192  0.064 W1  0.1845  85.638111 -10.022114
57648.16522  7.595  0.062 W2  0.1845  85.638111 -10.022114
57648.16522  1.597  0.089 W1mW2  0.1845  85.638111 -10.022114
57813.10285  8.936  0.067 W1  0.3109  85.638090 -10.022165
57813.10285  7.506  0.066 W2  0.3109  85.638090 -10.022165
57813.10285  1.430  0.094 W1mW2  0.3109  85.638090 -10.022165
58014.74332  9.188  0.049 W1  0.1792  85.638093 -10.022122
58014.74332  7.505  0.062 W2  0.1792  85.638093 -10.022122
58014.74332  1.684  0.079 W1mW2  0.1792  85.638093 -10.022122
58170.39049  9.591  0.067 W1  0.3124  85.638086 -10.022164
58170.39049  7.905  0.061 W2  0.3124  85.638086 -10.022164
58170.39049  1.686  0.091 W1mW2  0.3124  85.638086 -10.022164
58378.98736  9.491  0.043 W1  0.1906  85.638082 -10.022130
58378.98736  7.900  0.054 W2  0.1906  85.638082 -10.022130
58378.98736  1.591  0.069 W1mW2  0.1906  85.638082 -10.022130
58536.66479  9.184  0.056 W1  0.3173  85.638122 -10.022156
58536.66479  7.583  0.073 W2  0.3173  85.638122 -10.022156
58536.66479  1.601  0.092 W1mW2  0.3173  85.638122 -10.022156
58743.53286  9.517  0.040 W1  0.2065  85.638090 -10.022133
58743.53286  7.568  0.052 W2  0.2065  85.638090 -10.022133
58743.53286  1.950  0.066 W1mW2  0.2065  85.638090 -10.022133
58900.85565  9.131  0.046 W1  0.2920  85.638108 -10.022153
58900.85565  7.386  0.061 W2  0.2920  85.638108 -10.022153
58900.85565  1.745  0.076 W1mW2  0.2920  85.638108 -10.022153
59110.35374  9.525  0.041 W1  0.2226  85.638123 -10.022119
59110.35374  7.692  0.058 W2  0.2226  85.638123 -10.022119
59110.35374  1.833  0.072 W1mW2  0.2226  85.638123 -10.022119
