# MJD mag magerr filter flag distance ra dec
55263.98902 13.790  0.046 W1 10  0.0544  84.144845  -7.187143
55264.18754 13.873  0.053 W1 10  0.0583  84.144842  -7.187151
55264.05523 13.934  0.056 W1 10  0.0624  84.144842  -7.187127
55264.25363 13.826  0.047 W1 10  0.0868  84.144828  -7.187164
55263.52589 13.840  0.047 W1 10  0.1106  84.144852  -7.187119
55263.39359 13.869  0.055 W1 10  0.1310  84.144837  -7.187104
55263.92280 13.956  0.063 W1 10  0.1646  84.144869  -7.187116
55263.79050 13.716  0.045 W1 10  0.1730  84.144791  -7.187112
55264.12132 13.822  0.048 W1 10  0.1886  84.144807  -7.187093
55264.38606 13.921  0.054 W1 10  0.1912  84.144784  -7.187167
55264.51836 13.820  0.054 W1 10  0.2188  84.144865  -7.187090
55263.65819 13.900  0.050 W1 10  0.3323  84.144743  -7.187172
55263.85671 13.834  0.048 W1 10  0.4059  84.144804  -7.187030
58377.86938 13.975  0.058 W1 10  0.0119  84.144833  -7.187139
58378.00028 13.892  0.052 W1  5  0.0177  84.144834  -7.187142
56729.01544 13.912  0.053 W1 10  0.0287  84.144836  -7.187135
57654.26579 13.901  0.050 W1 10  0.0293  84.144825  -7.187147
57447.10957 13.919  0.049 W1 10  0.0330  84.144827  -7.187131
58377.01863 13.816  0.047 W1 10  0.0431  84.144833  -7.187128
57646.73220 13.870  0.059 W1 10  0.0454  84.144842  -7.187136
57087.36386 13.880  0.072 W1 10  0.0481  84.144843  -7.187137
56920.20850 13.849  0.048 W1 10  0.0569  84.144831  -7.187156
57087.82355 13.871  0.048 W1 10  0.0593  84.144829  -7.187156
58741.69197 13.824  0.047 W1 10  0.0605  84.144830  -7.187123
56920.47158 13.872  0.050 W1 10  0.0608  84.144820  -7.187126
58535.12776 13.840  0.054 W1 10  0.0615  84.144846  -7.187135
56920.27434 13.765  0.051 W1 10  0.0680  84.144839  -7.187157
57446.91296 13.808  0.054 W1 10  0.0691  84.144814  -7.187129
57087.95497 13.812  0.048 W1 10  0.0699  84.144836  -7.187121
59108.92768 13.915  0.049 W1 10  0.0702  84.144836  -7.187159
58741.43029 13.811  0.049 W1 10  0.0729  84.144837  -7.187121
57446.78192 13.770  0.049 W1 10  0.0757  84.144847  -7.187152
57811.09345 13.867  0.053 W1 10  0.0772  84.144829  -7.187119
58899.48763 14.008  0.059 W1 10  0.0802  84.144816  -7.187157
56920.73466 13.872  0.049 W1 10  0.0806  84.144825  -7.187118
58535.32411 13.810  0.045 W1  5  0.0810  84.144820  -7.187120
57818.42802 13.885  0.056 W1 10  0.0846  84.144817  -7.187121
59108.66613 13.903  0.066 W1  5  0.0858  84.144806  -7.187139
57646.86323 13.826  0.051 W1 10  0.0865  84.144852  -7.187131
58013.71278 13.840  0.050 W1 10  0.0868  84.144846  -7.187122
57087.95484 13.918  0.049 W1 10  0.0913  84.144835  -7.187115
58377.34589 13.898  0.050 W1 10  0.0922  84.144822  -7.187116
58168.28667 14.077  0.076 W1  5  0.0961  84.144853  -7.187154
57447.30618 13.895  0.048 W1 10  0.0962  84.144833  -7.187113
57646.01160 13.974  0.054 W1 10  0.0994  84.144858  -7.187137
59109.32001 13.970  0.055 W1 10  0.1000  84.144805  -7.187152
57646.33911 13.900  0.051 W1 10  0.1055  84.144830  -7.187111
58168.74484 13.786  0.051 W1 10  0.1062  84.144845  -7.187115
57810.70049 13.782  0.050 W1 10  0.1094  84.144853  -7.187120
58168.41745 13.928  0.053 W1 10  0.1111  84.144861  -7.187135
57281.97711 13.801  0.047 W1 10  0.1113  84.144814  -7.187113
58168.35213 13.841  0.051 W1 10  0.1131  84.144802  -7.187155
58899.42282 14.015  0.053 W1 10  0.1151  84.144851  -7.187115
58168.09032 13.773  0.048 W1 10  0.1174  84.144848  -7.187167
56728.55447 13.827  0.050 W1  5  0.1191  84.144797  -7.187145
58377.54212 13.962  0.059 W1 10  0.1211  84.144847  -7.187111
56728.75197 13.933  0.050 W1 10  0.1237  84.144838  -7.187107
56728.94960 13.851  0.053 W1 10  0.1257  84.144863  -7.187153
58899.48776 13.925  0.065 W1 10  0.1264  84.144830  -7.187105
58535.71670 13.824  0.046 W1 10  0.1274  84.144830  -7.187175
56919.87972 13.799  0.044 W1 10  0.1328  84.144853  -7.187111
57811.02787 13.816  0.058 W1 10  0.1339  84.144811  -7.187172
58167.76306 13.876  0.049 W1 10  0.1346  84.144801  -7.187117
58168.74471 13.971  0.053 W1 10  0.1362  84.144794  -7.187128
58013.45098 13.879  0.056 W1 10  0.1374  84.144826  -7.187178
57281.58364 13.889  0.049 W1 10  0.1426  84.144869  -7.187130
56915.73614 13.882  0.050 W1 10  0.1429  84.144795  -7.187122
58377.47679 13.809  0.047 W1 10  0.1431  84.144832  -7.187100
58168.41758 13.855  0.080 W1 10  0.1454  84.144821  -7.187101
57087.88926 13.776  0.043 W1  0  0.1470  84.144871  -7.187145
59108.99301 13.851  0.056 W1 10  0.1471  84.144817  -7.187101
57447.43733 13.902  0.053 W1 10  0.1504  84.144805  -7.187106
57447.17515 13.861  0.051 W1 10  0.1512  84.144823  -7.187181
56728.62031 13.826  0.044 W1 10  0.1513  84.144838  -7.187099
57645.88057 13.900  0.051 W1 10  0.1530  84.144856  -7.187106
57811.35539 13.873  0.050 W1 10  0.1531  84.144792  -7.187119
58898.96491 14.048  0.070 W1 10  0.1542  84.144847  -7.187179
56728.29101 13.926  0.059 W1 10  0.1591  84.144871  -7.187124
58535.45489 13.998  0.072 W1  0  0.1596  84.144786  -7.187148
58534.86608 13.804  0.046 W1 10  0.1596  84.144849  -7.187100
58168.48303 13.773  0.045 W1 10  0.1604  84.144872  -7.187124
57088.02054 13.899  0.047 W1 10  0.1605  84.144836  -7.187096
57447.04411 13.818  0.050 W1 10  0.1609  84.144786  -7.187152
57447.04399 13.943  0.050 W1 10  0.1610  84.144828  -7.187095
57811.15891 13.881  0.050 W1 10  0.1621  84.144858  -7.187175
57811.22436 13.975  0.052 W1 10  0.1639  84.144869  -7.187165
58377.60770 13.910  0.061 W1 10  0.1650  84.144817  -7.187184
57446.84738 13.907  0.049 W1  5  0.1651  84.144863  -7.187108
58534.73530 13.873  0.050 W1 10  0.1666  84.144796  -7.187108
57282.04282 13.893  0.058 W1 10  0.1667  84.144864  -7.187109
58535.06243 13.923  0.051 W1 10  0.1668  84.144875  -7.187152
58899.55308 13.875  0.057 W1 10  0.1683  84.144787  -7.187121
56920.34004 13.772  0.047 W1 10  0.1689  84.144877  -7.187140
57811.68278 13.839  0.050 W1 10  0.1700  84.144812  -7.187096
56729.14710 13.926  0.050 W1 10  0.1715  84.144842  -7.187094
56920.07696 13.892  0.048 W1 10  0.1731  84.144854  -7.187098
56915.73601 13.945  0.077 W1 10  0.1734  84.144827  -7.187092
58741.56106 13.875  0.066 W1 10  0.1745  84.144798  -7.187103
59108.79691 13.885  0.049 W1 10  0.1758  84.144836  -7.187189
57087.69227 13.790  0.046 W1 10  0.1761  84.144860  -7.187101
59108.46939 13.846  0.047 W1 10  0.1763  84.144812  -7.187095
58899.09530 13.856  0.048 W1  5  0.1819  84.144851  -7.187094
58535.38957 13.892  0.057 W1 10  0.1847  84.144794  -7.187177
58167.89396 13.875  0.057 W1 10  0.1883  84.144877  -7.187116
57646.20821 13.902  0.052 W1 10  0.1903  84.144858  -7.187185
56724.60356 13.877  0.055 W1 10  0.1904  84.144811  -7.187091
57810.96242 13.886  0.058 W1 10  0.1965  84.144844  -7.187087
57646.14263 13.914  0.052 W1 10  0.1972  84.144884  -7.187150
56729.27877 13.735  0.042 W1 10  0.1982  84.144868  -7.187180
57810.83152 13.730  0.055 W1 10  0.2023  84.144822  -7.187084
58899.81527 13.919  0.074 W1 10  0.2025  84.144813  -7.187087
56919.74818 14.050  0.054 W1 10  0.2031  84.144853  -7.187088
56728.94947 13.752  0.046 W1 10  0.2034  84.144879  -7.187111
58377.14953 13.865  0.049 W1 10  0.2044  84.144801  -7.187091
58535.58579 13.845  0.050 W1  5  0.2051  84.144878  -7.187109
58168.22071 13.844  0.051 W1 10  0.2073  84.144886  -7.187124
57087.75785 13.904  0.049 W1  5  0.2080  84.144815  -7.187084
57646.40469 13.837  0.049 W1 10  0.2111  84.144832  -7.187081
57446.78180 13.929  0.052 W1 10  0.2150  84.144850  -7.187084
57282.17398 13.941  0.052 W1 10  0.2215  84.144858  -7.187085
58012.86166 14.035  0.055 W1  5  0.2250  84.144889  -7.187162
58168.61394 13.903  0.051 W1 10  0.2261  84.144864  -7.187087
58168.61381 13.969  0.052 W1 10  0.2287  84.144871  -7.187091
58535.25866 13.909  0.056 W1  5  0.2293  84.144772  -7.187113
58741.16861 13.832  0.048 W1 10  0.2310  84.144856  -7.187081
58899.81515 13.966  0.061 W1 10  0.2323  84.144873  -7.187092
58012.99269 13.891  0.054 W1 10  0.2354  84.144770  -7.187112
