# MJD mag magerr filter flag distance ra dec
55263.98940  8.379  0.047 W1 10  1.1354  83.815343  -5.440834
55264.25401  8.362  0.047 W1 10  1.5979  83.815222  -5.440742
55263.79088  8.182  0.045 W1 10  1.7278  83.815142  -5.440748
55263.92318  8.321  0.044 W1 10  1.7545  83.815270  -5.440676
55263.52627  8.270  0.049 W1 10  1.8910  83.815292  -5.440631
55263.59236  8.344  0.045 W1 10  2.0954  83.815193  -5.440604
55263.26154  8.290  0.047 W1 10  2.1611  83.815187  -5.440586
55264.12170  8.309  0.048 W1 10  2.1649  83.815245  -5.440564
55263.12923  8.352  0.046 W1 10  2.3292  83.815167  -5.440544
55263.65858  8.214  0.046 W1 10  2.4486  83.815080  -5.440550
55263.39384  8.485  0.047 W1 10  2.8728  83.815120  -5.440400
55263.85697  8.804  0.050 W1 10  2.9719  83.815909  -5.440473
58899.35762  8.411  0.040 W1 10  2.2369  83.815203  -5.440557
58741.62626  8.449  0.042 W1 10  2.2956  83.815070  -5.440606
55263.98940  7.900  0.065 W2 10  1.1354  83.815343  -5.440834
55264.25401  7.896  0.064 W2 10  1.5979  83.815222  -5.440742
55263.79088  7.953  0.071 W2 10  1.7278  83.815142  -5.440748
55263.92318  7.873  0.065 W2 10  1.7545  83.815270  -5.440676
55263.52627  7.894  0.068 W2 10  1.8910  83.815292  -5.440631
55263.59236  8.016  0.067 W2 10  2.0954  83.815193  -5.440604
55263.26154  7.963  0.065 W2 10  2.1611  83.815187  -5.440586
55264.12170  7.733  0.061 W2 10  2.1649  83.815245  -5.440564
55263.12923  8.066  0.068 W2 10  2.3292  83.815167  -5.440544
55263.65858  7.884  0.063 W2 10  2.4486  83.815080  -5.440550
55263.39384  7.896  0.073 W2 10  2.8728  83.815120  -5.440400
55263.85697  8.402  0.089 W2 10  2.9719  83.815909  -5.440473
58899.35762  8.206  0.062 W2 10  2.2369  83.815203  -5.440557
58741.62626  8.177  0.066 W2 10  2.2956  83.815070  -5.440606
55263.98940  0.480  0.081 W1mW2 10  1.1354  83.815343  -5.440834
55264.25401  0.466  0.080 W1mW2 10  1.5979  83.815222  -5.440742
55263.79088  0.229  0.084 W1mW2 10  1.7278  83.815142  -5.440748
55263.92318  0.448  0.078 W1mW2 10  1.7545  83.815270  -5.440676
55263.52627  0.377  0.084 W1mW2 10  1.8910  83.815292  -5.440631
55263.59236  0.328  0.081 W1mW2 10  2.0954  83.815193  -5.440604
55263.26154  0.327  0.080 W1mW2 10  2.1611  83.815187  -5.440586
55264.12170  0.576  0.078 W1mW2 10  2.1649  83.815245  -5.440564
55263.12923  0.286  0.082 W1mW2 10  2.3292  83.815167  -5.440544
55263.65858  0.330  0.078 W1mW2 10  2.4486  83.815080  -5.440550
55263.39384  0.589  0.087 W1mW2 10  2.8728  83.815120  -5.440400
55263.85697  0.402  0.103 W1mW2 10  2.9719  83.815909  -5.440473
58899.35762  0.206  0.074 W1mW2 10  2.2369  83.815203  -5.440557
58741.62626  0.272  0.079 W1mW2 10  2.2956  83.815070  -5.440606
