# MJD mag magerr filter distance ra dec
55263.81278 11.990  0.036 W1  0.7725  84.198095  -6.138964
55263.81278 11.818  0.055 W2  0.7725  84.198095  -6.138964
55263.81278  0.173  0.066 W1mW2  0.7725  84.198095  -6.138964
55264.33324 11.979  0.036 W1  0.7626  84.198092  -6.138979
55264.33324 11.866  0.069 W2  0.7626  84.198092  -6.138979
55264.33324  0.114  0.078 W1mW2  0.7626  84.198092  -6.138979
56724.60369 11.915  0.022 W1  0.7367  84.198086  -6.138973
56724.60369 11.744  0.035 W2  0.7367  84.198086  -6.138973
56724.60369  0.171  0.041 W1mW2  0.7367  84.198086  -6.138973
56728.70515 11.934  0.039 W1  0.7598  84.198092  -6.138972
56728.71926 11.813  0.047 W2  0.7793  84.198097  -6.138971
56728.70515  0.121  0.061 W1mW2  0.7598  84.198092  -6.138972
56729.21313 11.910  0.028 W1  0.7805  84.198097  -6.138985
56729.21313 11.849  0.051 W2  0.7805  84.198097  -6.138985
56729.21313  0.062  0.058 W1mW2  0.7805  84.198097  -6.138985
56915.73588 11.925  0.020 W1  0.7268  84.198083  -6.138978
56915.73588 11.903  0.046 W2  0.7268  84.198083  -6.138978
56915.73588  0.022  0.050 W1mW2  0.7268  84.198083  -6.138978
56919.81369 11.905  0.026 W1  0.7012  84.198073  -6.138975
56919.81369 11.790  0.110 W2  0.7012  84.198073  -6.138975
56919.81369  0.115  0.113 W1mW2  0.7012  84.198073  -6.138975
56920.40566 11.941  0.045 W1  0.7666  84.198092  -6.138992
56920.40566 11.810  0.044 W2  0.7666  84.198092  -6.138992
56920.40566  0.131  0.063 W1mW2  0.7666  84.198092  -6.138992
57087.75808 11.968  0.029 W1  0.7892  84.198100  -6.138967
57087.75808 11.818  0.040 W2  0.7892  84.198100  -6.138967
57087.75808  0.150  0.049 W1mW2  0.7892  84.198100  -6.138967
57088.19902 11.955  0.041 W1  0.7521  84.198089  -6.138985
57088.19902 11.838  0.075 W2  0.7521  84.198089  -6.138985
57088.19902  0.117  0.086 W1mW2  0.7521  84.198089  -6.138985
57281.84578 11.998  0.034 W1  0.8008  84.198103  -6.138970
57281.84578 11.843  0.085 W2  0.8008  84.198103  -6.138970
57281.84578  0.156  0.091 W1mW2  0.8008  84.198103  -6.138970
57282.35596 11.983  0.040 W1  0.7967  84.198101  -6.138983
57282.35596 11.855  0.059 W2  0.7967  84.198101  -6.138983
57282.35596  0.129  0.071 W1mW2  0.7967  84.198101  -6.138983
57446.80828 11.960  0.050 W1  0.7565  84.198089  -6.138982
57446.80828 11.864  0.057 W2  0.7565  84.198089  -6.138982
57446.80828  0.096  0.076 W1mW2  0.7565  84.198089  -6.138982
57447.25726 11.976  0.040 W1  0.7717  84.198092  -6.138987
57447.25726 11.815  0.048 W2  0.7717  84.198092  -6.138987
