# MJD mag magerr filter distance ra dec
55263.41591 11.024  0.066 W1  1.9725  83.485556  -5.650711
55263.41591 11.316  0.663 W2  1.9725  83.485556  -5.650711
55263.41591 -0.292  0.667 W1mW2  1.9725  83.485556  -5.650711
56724.53798 10.971  0.018 W1  2.1521  83.485593  -5.650643
56724.53798 11.988  0.050 W2  2.1521  83.485593  -5.650643
56724.53798 -1.017  0.053 W1mW2  2.1521  83.485593  -5.650643
56727.63280 10.982  0.021 W1  2.7307  83.485673  -5.650465
56727.63280 11.883  0.041 W2  2.7307  83.485673  -5.650465
56727.63280 -0.901  0.046 W1mW2  2.7307  83.485673  -5.650465
56728.31015 10.995  0.158 W1  2.2700  83.485557  -5.650635
56728.31015 11.923  0.058 W2  2.2700  83.485557  -5.650635
56728.31015 -0.928  0.169 W1mW2  2.2700  83.485557  -5.650635
56915.67005 11.008  0.017 W1  2.9138  83.485303  -5.650544
56915.67005 11.942  0.044 W2  2.9138  83.485303  -5.650544
56915.67005 -0.934  0.047 W1mW2  2.9138  83.485303  -5.650544
56919.46281 11.103  0.110 W1  2.1548  83.485450  -5.650713
56919.46281 11.887  0.122 W2  2.1548  83.485450  -5.650713
56919.46281 -0.784  0.164 W1mW2  2.1548  83.485450  -5.650713
56920.07671 11.040  0.019 W1  2.1790  83.485412  -5.650717
56920.07671 11.927  0.044 W2  2.1790  83.485412  -5.650717
56920.07671 -0.887  0.048 W1mW2  2.1790  83.485412  -5.650717
57086.83876 11.009  0.153 W1  2.2422  83.485571  -5.650633
57086.83876 12.013  0.210 W2  2.2422  83.485571  -5.650633
57086.83876 -1.004  0.260 W1mW2  2.2422  83.485571  -5.650633
57087.33951 11.056  0.057 W1  2.3126  83.485564  -5.650613
57087.33951 11.932  0.077 W2  2.3126  83.485564  -5.650613
57087.33951 -0.876  0.096 W1mW2  2.3126  83.485564  -5.650613
57280.92734 11.015  0.016 W1  2.6885  83.485311  -5.650614
57280.92734 11.916  0.046 W2  2.6885  83.485311  -5.650614
57280.92734 -0.901  0.049 W1mW2  2.6885  83.485311  -5.650614
57281.48492 11.088  0.093 W1  1.8251  83.485558  -5.650760
57281.48492 11.895  0.079 W2  1.8251  83.485558  -5.650760
57281.48492 -0.807  0.123 W1mW2  1.8251  83.485558  -5.650760
57282.04244 11.117  0.018 W1  1.5467  83.485583  -5.650824
57282.04244 11.924  0.042 W2  1.5467  83.485583  -5.650824
57282.04244 -0.807  0.046 W1mW2  1.5467  83.485583  -5.650824
57445.86452 11.103  0.133 W1  2.0764  83.485522  -5.650704
57445.86452 11.974  0.058 W2  2.0764  83.485522  -5.650704
57445.86452 -0.871  0.145 W1mW2  2.0764  83.485522  -5.650704
57446.40526 11.057  0.082 W1  2.4149  83.485569  -5.650579
57446.40526 11.878  0.094 W2  2.4149  83.485569  -5.650579
57446.40526 -0.821  0.125 W1mW2  2.4149  83.485569  -5.650579
57645.51999 11.107  0.075 W1  1.7010  83.485562  -5.650792
57645.51999 11.779  0.064 W2  1.7010  83.485562  -5.650792
57645.51999 -0.672  0.098 W1mW2  1.7010  83.485562  -5.650792
57646.14231 11.087  0.024 W1  2.1280  83.485561  -5.650670
57646.14231 11.743  0.045 W2  2.1280  83.485561  -5.650670
57646.14231 -0.656  0.051 W1mW2  2.1280  83.485561  -5.650670
57810.45074 11.026  0.097 W1  1.9532  83.485626  -5.650696
57810.45074 11.763  0.091 W2  1.9532  83.485626  -5.650696
57810.45074 -0.737  0.133 W1mW2  1.9532  83.485626  -5.650696
57811.09371 11.108  0.097 W1  2.2816  83.485468  -5.650652
57811.09371 11.773  0.077 W2  2.2816  83.485468  -5.650652
57811.09371 -0.665  0.124 W1mW2  2.2816  83.485468  -5.650652
57818.36282 11.104  0.020 W1  1.2204  83.485588  -5.650922
57818.36282 11.878  0.057 W2  1.2204  83.485588  -5.650922
57818.36282 -0.774  0.060 W1mW2  1.2204  83.485588  -5.650922
58012.61263 11.085  0.051 W1  2.0954  83.485461  -5.650720
58012.61263 11.841  0.073 W2  2.0954  83.485461  -5.650720
58012.61263 -0.755  0.090 W1mW2  2.0954  83.485461  -5.650720
58013.10148 10.971  0.128 W1  1.8098  83.485492  -5.650790
58013.10148 11.824  0.067 W2  1.8098  83.485492  -5.650790
58013.10148 -0.854  0.144 W1mW2  1.8098  83.485492  -5.650790
58167.57417 11.039  0.112 W1  2.1085  83.485561  -5.650670
58167.57417 11.787  0.060 W2  2.1085  83.485561  -5.650670
58167.57417 -0.748  0.127 W1mW2  2.1085  83.485561  -5.650670
58168.15577 11.064  0.060 W1  2.0240  83.485602  -5.650683
58168.15577 11.785  0.050 W2  2.0240  83.485602  -5.650683
58168.15577 -0.721  0.078 W1mW2  2.0240  83.485602  -5.650683
58173.98063 11.129  0.018 W1  2.2028  83.485641  -5.650618
58173.98063 11.712  0.040 W2  2.2028  83.485641  -5.650618
58173.98063 -0.583  0.044 W1mW2  2.2028  83.485641  -5.650618
58376.66667 11.113  0.323 W1  1.7107  83.485497  -5.650826
58376.66667 11.589  0.111 W2  1.7107  83.485497  -5.650826
58376.66667 -0.476  0.342 W1mW2  1.7107  83.485497  -5.650826
58377.16564 11.016  0.063 W1  1.4143  83.485535  -5.650895
58377.16564 11.595  0.084 W2  1.4143  83.485535  -5.650895
58377.16564 -0.580  0.105 W1mW2  1.4143  83.485535  -5.650895
58534.48693 11.067  0.094 W1  2.2587  83.485601  -5.650621
58534.48693 11.892  0.120 W2  2.2587  83.485601  -5.650621
58534.48693 -0.826  0.152 W1mW2  2.2587  83.485601  -5.650621
58535.19347 10.902  0.022 W1  2.3358  83.485640  -5.650581
58535.19347 11.806  0.041 W2  2.3358  83.485640  -5.650581
58535.19347 -0.904  0.047 W1mW2  2.3358  83.485640  -5.650581
58740.67115 11.107  0.059 W1  2.2718  83.485495  -5.650653
58740.67115 11.910  0.067 W2  2.2718  83.485495  -5.650653
58740.67115 -0.803  0.089 W1mW2  2.2718  83.485495  -5.650653
58741.27733 11.071  0.082 W1  2.5614  83.485434  -5.650585
58741.27733 11.951  0.077 W2  2.5614  83.485434  -5.650585
58741.27733 -0.880  0.112 W1mW2  2.5614  83.485434  -5.650585
58748.10240 11.107  0.021 W1  2.3867  83.485509  -5.650602
58748.10240 12.200  0.067 W2  2.3867  83.485509  -5.650602
58748.10240 -1.093  0.070 W1mW2  2.3867  83.485509  -5.650602
58898.70351 11.101  0.069 W1  2.4697  83.485579  -5.650560
58898.70351 11.998  0.086 W2  2.4697  83.485579  -5.650560
58898.70351 -0.897  0.110 W1mW2  2.4697  83.485579  -5.650560
58899.24866 11.152  0.066 W1  2.2163  83.485621  -5.650620
58899.24866 11.997  0.081 W2  2.2163  83.485621  -5.650620
58899.24866 -0.846  0.104 W1mW2  2.2163  83.485621  -5.650620
59107.94642 11.103  0.022 W1  2.6426  83.485515  -5.650524
59107.94642 11.937  0.048 W2  2.6426  83.485515  -5.650524
59107.94642 -0.834  0.053 W1mW2  2.6426  83.485515  -5.650524
59108.43226 11.071  0.099 W1  2.2632  83.485553  -5.650630
59108.43226 11.998  0.100 W2  2.2632  83.485553  -5.650630
59108.43226 -0.927  0.141 W1mW2  2.2632  83.485553  -5.650630
