# MJD mag magerr filter distance ra dec
55262.86450 13.749  0.070 W1  0.3211  83.393258  -6.072255
55262.86450 13.235  0.147 W2  0.3211  83.393258  -6.072255
55262.86450  0.514  0.163 W1mW2  0.3211  83.393258  -6.072255
55263.41030 13.810  0.072 W1  0.3513  83.393241  -6.072240
55263.41030 13.371  0.147 W2  0.3513  83.393241  -6.072240
55263.41030  0.439  0.164 W1mW2  0.3513  83.393241  -6.072240
56724.53785 13.708  0.041 W1  0.2779  83.393254  -6.072236
56724.53785 13.192  0.090 W2  0.2779  83.393254  -6.072236
56724.53785  0.516  0.099 W1mW2  0.2779  83.393254  -6.072236
56727.63277 13.780  0.069 W1  0.3287  83.393248  -6.072253
56727.63277 13.365  0.123 W2  0.3287  83.393248  -6.072253
56727.63277  0.415  0.141 W1mW2  0.3287  83.393248  -6.072253
56728.28188 13.802  0.080 W1  0.3434  83.393264  -6.072212
56728.28188 13.360  0.133 W2  0.3434  83.393264  -6.072212
56728.28188  0.442  0.155 W1mW2  0.3434  83.393264  -6.072212
56915.67005 13.773  0.053 W1  0.4482  83.393212  -6.072178
56915.67005 13.410  0.117 W2  0.4482  83.393212  -6.072178
56915.67005  0.363  0.128 W1mW2  0.4482  83.393212  -6.072178
56918.95868 13.725  0.043 W1  0.2881  83.393252  -6.072199
56918.95868 13.233  0.090 W2  0.2881  83.393252  -6.072199
56918.95868  0.492  0.100 W1mW2  0.2881  83.393252  -6.072199
56919.49677 13.794  0.096 W1  0.2886  83.393263  -6.072215
56919.49677 13.290  0.136 W2  0.2886  83.393263  -6.072215
56919.49677  0.504  0.166 W1mW2  0.2886  83.393263  -6.072215
57086.77301 13.727  0.076 W1  0.3083  83.393250  -6.072233
57086.77301 13.333  0.128 W2  0.3083  83.393250  -6.072233
57086.77301  0.393  0.149 W1mW2  0.3083  83.393250  -6.072233
57087.31481 13.659  0.133 W1  0.3964  83.393228  -6.072236
57087.31481 13.255  0.149 W2  0.3964  83.393228  -6.072236
57087.31481  0.404  0.200 W1mW2  0.3964  83.393228  -6.072236
57280.86188 13.817  0.051 W1  0.3618  83.393238  -6.072178
57280.86188 13.358  0.141 W2  0.3618  83.393238  -6.072178
57280.86188  0.459  0.150 W1mW2  0.3618  83.393238  -6.072178
57281.38661 13.803  0.102 W1  0.3443  83.393243  -6.072227
57281.38661 13.390  0.140 W2  0.3443  83.393243  -6.072227
57281.38661  0.412  0.173 W1mW2  0.3443  83.393243  -6.072227
57445.79891 13.849  0.061 W1  0.3187  83.393250  -6.072204
57445.79891 13.255  0.237 W2  0.3187  83.393250  -6.072204
57445.79891  0.594  0.245 W1mW2  0.3187  83.393250  -6.072204
57446.36696 13.771  0.084 W1  0.2800  83.393272  -6.072261
57446.36696 13.320  0.124 W2  0.2800  83.393272  -6.072261
57446.36696  0.451  0.149 W1mW2  0.2800  83.393272  -6.072261
57644.96322 13.811  0.049 W1  0.4238  83.393214  -6.072195
57644.96322 13.404  0.105 W2  0.4238  83.393214  -6.072195
57644.96322  0.407  0.116 W1mW2  0.4238  83.393214  -6.072195
57645.54092 13.795  0.093 W1  0.3158  83.393253  -6.072226
57645.54092 13.326  0.183 W2  0.3158  83.393253  -6.072226
57645.54092  0.469  0.205 W1mW2  0.3158  83.393253  -6.072226
57646.07692 13.859  0.053 W1  0.4071  83.393218  -6.072201
57646.07692 13.332  0.116 W2  0.4071  83.393218  -6.072201
57646.07692  0.527  0.128 W1mW2  0.4071  83.393218  -6.072201
57809.91481 13.954  0.057 W1  0.5722  83.393188  -6.072293
57809.91481 13.352  0.131 W2  0.5722  83.393188  -6.072293
57809.91481  0.602  0.143 W1mW2  0.5722  83.393188  -6.072293
57810.46059 13.740  0.072 W1  0.3455  83.393248  -6.072246
57810.46059 13.340  0.179 W2  0.3455  83.393248  -6.072246
57810.46059  0.401  0.193 W1mW2  0.3455  83.393248  -6.072246
57811.02813 13.702  0.046 W1  0.3840  83.393224  -6.072237
57811.02813 13.420  0.096 W2  0.3840  83.393224  -6.072237
57811.02813  0.282  0.106 W1mW2  0.3840  83.393224  -6.072237
58012.55053 13.805  0.100 W1  0.3323  83.393243  -6.072226
58012.55053 13.377  0.228 W2  0.3323  83.393243  -6.072226
58012.55053  0.428  0.249 W1mW2  0.3323  83.393243  -6.072226
58013.05788 13.805  0.050 W1  0.3882  83.393225  -6.072245
58013.05788 13.369  0.128 W2  0.3882  83.393225  -6.072245
58013.05788  0.436  0.137 W1mW2  0.3882  83.393225  -6.072245
58166.97776 13.853  0.050 W1  0.4854  83.393195  -6.072211
58166.97776 13.419  0.104 W2  0.4854  83.393195  -6.072211
58166.97776  0.434  0.115 W1mW2  0.4854  83.393195  -6.072211
58167.56015 13.792  0.086 W1  0.3574  83.393243  -6.072242
58167.56015 13.419  0.162 W2  0.3574  83.393243  -6.072242
58167.56015  0.373  0.184 W1mW2  0.3574  83.393243  -6.072242
58168.09045 13.877  0.051 W1  0.3610  83.393236  -6.072183
58168.09045 13.475  0.102 W2  0.3610  83.393236  -6.072183
58168.09045  0.402  0.114 W1mW2  0.3610  83.393236  -6.072183
58173.98051 13.785  0.047 W1  0.2792  83.393252  -6.072224
58173.98051 13.480  0.133 W2  0.2792  83.393252  -6.072224
58173.98051  0.305  0.141 W1mW2  0.2792  83.393252  -6.072224
58376.63307 13.798  0.117 W1  0.3080  83.393252  -6.072233
58376.63307 13.318  0.158 W2  0.3080  83.393252  -6.072233
58376.63307  0.480  0.197 W1mW2  0.3080  83.393252  -6.072233
58377.17118 13.861  0.059 W1  0.2259  83.393303  -6.072264
58377.17118 13.421  0.135 W2  0.2259  83.393303  -6.072264
58377.17118  0.440  0.147 W1mW2  0.2259  83.393303  -6.072264
58534.52409 13.823  0.098 W1  0.3957  83.393236  -6.072233
58534.52409 13.375  0.143 W2  0.3957  83.393236  -6.072233
58534.52409  0.448  0.173 W1mW2  0.3957  83.393236  -6.072233
58535.06256 13.883  0.059 W1  0.3676  83.393234  -6.072256
58535.06256 13.253  0.078 W2  0.3676  83.393234  -6.072256
58535.06256  0.630  0.098 W1mW2  0.3676  83.393234  -6.072256
58740.71983 13.790  0.068 W1  0.3429  83.393248  -6.072215
58740.71983 13.433  0.168 W2  0.3429  83.393248  -6.072215
58740.71983  0.357  0.181 W1mW2  0.3429  83.393248  -6.072215
58741.26653 13.880  0.115 W1  0.3918  83.393230  -6.072203
58741.26653 13.453  0.202 W2  0.3918  83.393230  -6.072203
58741.26653  0.427  0.232 W1mW2  0.3918  83.393230  -6.072203
58748.10240 13.876  0.054 W1  0.2751  83.393256  -6.072240
58748.10240 13.470  0.109 W2  0.2751  83.393256  -6.072240
58748.10240  0.406  0.122 W1mW2  0.2751  83.393256  -6.072240
58898.59447 13.821  0.092 W1  0.3229  83.393251  -6.072199
58898.59447 13.366  0.178 W2  0.3229  83.393251  -6.072199
58898.59447  0.455  0.201 W1mW2  0.3229  83.393251  -6.072199
58899.12867 13.813  0.119 W1  0.2987  83.393251  -6.072236
58899.12867 13.494  0.255 W2  0.2987  83.393251  -6.072236
58899.12867  0.319  0.281 W1mW2  0.2987  83.393251  -6.072236
59107.75038 13.899  0.085 W1  0.4302  83.393224  -6.072248
59107.75038 13.489  0.153 W2  0.4302  83.393224  -6.072248
59107.75038  0.410  0.175 W1mW2  0.4302  83.393224  -6.072248
59108.28988 13.847  0.084 W1  0.3981  83.393236  -6.072256
59108.28988 13.442  0.183 W2  0.3981  83.393236  -6.072256
59108.28988  0.406  0.201 W1mW2  0.3981  83.393236  -6.072256
