# MJD mag magerr filter distance ra dec
55209.01025 14.281  0.204 W1  1.2973 315.612887  67.904930
55209.01025 12.819  0.238 W2  1.2973 315.612887  67.904930
55209.01025  1.462  0.313 W1mW2  1.2973 315.612887  67.904930
55395.34606 14.164  0.357 W1  1.4733 315.613129  67.904954
55395.34606 12.865  0.290 W2  1.4733 315.613129  67.904954
55395.34606  1.300  0.460 W1mW2  1.4733 315.613129  67.904954
57222.98486 13.647  0.043 W1  0.9183 315.614240  67.905176
57222.98486 13.076  0.101 W2  0.9183 315.614240  67.905176
57222.98486  0.571  0.110 W1mW2  0.9183 315.614240  67.905176
57755.21410 13.489  0.047 W1  1.0680 315.614500  67.905047
57755.21410 12.365  0.062 W2  1.0680 315.614500  67.905047
57755.21410  1.123  0.078 W1mW2  1.0680 315.614500  67.905047
58116.98863 13.480  0.048 W1  1.4265 315.614794  67.905053
58116.98863 12.377  0.046 W2  1.4265 315.614794  67.905053
58116.98863  1.103  0.066 W1mW2  1.4265 315.614794  67.905053
58680.83724 13.407  0.036 W1  1.2884 315.614687  67.905062
58680.83724 12.610  0.068 W2  1.2884 315.614687  67.905062
58680.83724  0.797  0.077 W1mW2  1.2884 315.614687  67.905062
